"","nationality","tags","score","content","content_detail"
"301","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Good location¡±","<U+B198>Nothing <U+B200>Good location, rooftop has panoramic views and close to MRT.Buffet breakfast has very good choice, staff were friendly, good sized rooms and comfortable Stayed in October 2017"
"302","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","7.1","¡°Okay but not what i expected¡±","<U+B198>The breakfast spread was same all the days. Hardly any variety Plus room size very small ! Not worth the money chargedStayed in October 2017"
"303","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.3","¡°Ok, but felt we should have paid a little more for somewhere better.¡±","<U+B198>The breakfast was too crowded and not enough food- it was always running out. Wouldn't recommend choosing the breakfast option with room. Elevator super slow. Family room tiny, nowhere for luggage. No room service.<U+B200>The Pool and rooftop area were nice. WIFI was good. Staff lovely. Hawker market across road ok. Taxi Bay close by. If you will be out all day this hotel may be a reasonable option.Stayed in October 2017"
"304","Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","6.7","¡°The pool¡±","<U+B198>The rooms are way too small and the breakfasts are is too small for the amount of people. The food is very limited!!<U+B200>The poolStayed in October 2017"
"305","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","5.4","¡°Good location -¡±","<U+B198>Rubbish breakfast. Food kept  running out & staff not good a replenishing. It was an inconvenience to them.<U+B200>Good location -Stayed in October 2017"
"306","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 8 nights","8.3","¡°We enjoyed our stay here and would stay again,¡±","<U+B198>Room could be vacuumed better.<U+B200>Right over the road from lots of eateries. Not far from the airport.Stayed in September 2017"
"307","Singapore","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","7.1","¡°Was satisfactory and would recommend to others¡±","<U+B200>Bed was comfortableStayed in October 2017"
"308","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","7.5","¡°It hit all the right spots¡±","<U+B198>I though the Bar area was a little small and uninviting<U+B200>I liked the location and the Roof Top Pool.. The Rooms were ready when we arrived even though we were earlyStayed in September 2017"
"309","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","3.3","¡°Overall a nice property , not too far from major attractions. Nice staff from housekeeping to recep¡±","<U+B198>The room size is medium<U+B200>The Malaysian receptionist Pi-pi was extremely courteous , friendly and helpful maybe the brst I have ever encountered in my life. I loved the rooftop swimming pool with a view of the National stadium on one side and the Singapore flyer on the other. The mrt train staition was 6 minutes walk away.Stayed in October 2017"
"310","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Comfortable and conveniently located hotel would stay again¡±","<U+B200>Staff on reception were excellent very friendly and helpful. Room was very comfortable and met our needs. Did not eat at the hotel, breakfast appeared very busy. Good location.Stayed in October 2017"
"311","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Twin Room<U+2022> Stayed 3 nights","10","¡°Decent coffee and enough variety to cover 3 consecutive days¡±","<U+B200>Decent coffee and enough variety to cover 3 consecutive daysStayed in September 2017"
"312","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 4 nights","7.9","¡°Convenient, clean, affordable¡±","<U+B198>The sofa bed was very hard and suggest using a mattress topper to provide some additional comfort.<U+B200>LocationStayed in October 2017"
"313","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 1 night","9.2","¡°All good!¡±","<U+B198>Just one thing they could improve: breakfast. We arrived at 9.45am and croissants and other pastries, and mix fruits were already finished. For 23$ I would have expected to have everything till the end of breakfast time (later than 11).<U+B200>The hotel is a new structure. It's close to the tube, and it's close to Little India and other nice places. The room is not big, but we were two and it was ok! The room was clean and silent.Stayed in October 2017"
"314","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Great rooftop pool¡±","<U+B200>Great rooftop poolStayed in October 2017"
"315","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","6.3","¡°Very small rooms.¡±","<U+B198>Very small rooms. Lifts are terrible.Stayed in October 2017"
"316","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°everything was good¡±","<U+B198>nothing<U+B200>everything was goodStayed in October 2017"
"317","Belgium","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Twin Room<U+2022> Stayed 2 nights","6.7","¡°Nice location, restuarants and pubs nearby, close to the MRT...¡±","<U+B198>the hotel has been renovated but the smell in the room was very stuffy, carpets (mainly in the corridor) need a very good cleaning.<U+B200>Nice location, restuarants and pubs nearby, close to the MRT StationStayed in September 2017"
"318","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°The price was much higher than what booking said it would be¡±","<U+B198>The price was much higher than what booking said it would beStayed in September 2017"
"319","Philippines","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.1","¡°Good enough for solo travel but I find it expensive given the limited amenities¡±","<U+B198>Room service for food is limited and only until 9pm<U+B200>The bed was very comfortableStayed in September 2017"
"320","Spain","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Aceptable¡±","<U+B198>Noisy and unattended pool area, no shower facilities before go to the airport, breakfast is quite normal and overcrowded.<U+B200>Room very cleanStayed in September 2017"
"321","Indonesia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Fantastic, good value!¡±","<U+B200>Great design of lobby, restaurant.Rooms are fantastic, comfortable, fresh, clean.Next to great hawker centre, with great choices of local Chinese, Indian, Malay, Thai food options.Easy MRT access.Friendly professional staff.Stayed in September 2017"
"322","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","9.2","¡°Disappointed that our friends accommodation including breakfast and ours through booking.com didn't¡±","<U+B198>Overall excellent<U+B200>Overall excellentStayed in September 2017"
"323","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Loved Singapore and all the people¡±","<U+B198>The room size for a family room was quite small.<U+B200>The bathroom had a good shower, and the beds were very comfy.Stayed in September 2017"
"324","New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 2 nights","7.5","¡°The receptionists where very helpful, so where the cleaning...¡±","<U+B198>First of all Destination Singapore has charged my Visa account twice on the 13 August 2017, could you please correct this, secondly the restaurant staff need to understand English a little better. Or the restaurant area is to small for the number of guests.<U+B200>The receptionists where very helpful, so where the cleaning staff. Swimming pool area very nice with lovely views.Stayed in September 2017"
"325","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","9.6","¡°Excellent location, awesome buffet breakfast, good service...¡±","<U+B198>Small bathroom <U+B200>Excellent location, awesome buffet breakfast, good service and comfortable bedsStayed in September 2017"
"326","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","5.4","¡°I would not stay at this hotel again¡±","<U+B198>The breakfast staff were not up to standard. the attitude was disinterested, but other than that okStayed in September 2017"
"327","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Good location but disappointed with facilities¡±","<U+B198>Lack of facilities (no fitness centre, rooftop pool is small and more like a basic dipping pool), no in-room dining options<U+B200>Good location and affordable room rate, professional serviceStayed in September 2017"
"328","Qatar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.8","¡°Great value.¡±","<U+B198>Small rooms but 2 adults and a young child made it work. No bell service to greet you or help with bags.<U+B200>Great value. Remodeled clean hotel.  Nicoll MRT station nearby allows you to quickly get to all the tourist attractions. Felt safe at night. Don't miss the Hawker food stalls across street, 24hr Thai market next door, or Arab street night life 3 blocks awayStayed in September 2017"
"329","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.1","¡°Nothing special but convenient to a lot of sights.¡±","<U+B198>Hotel staff seemed uninterested.Mattress was advertised as being top of line.... ok if you like a very very firm mattress.<U+B200>Close to the places we wanted to explore. Good food court opposite with cheap eats.Stayed in September 2017"
"330","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","6.7","¡°Ok¡±","<U+B198>Beds to hard<U+B200>OkStayed in September 2017"
"331","New Zealand","<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","5.8","¡°To small.¡±","<U+B198>To small..not much space in the roomStayed in September 2017"
"332","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","7.1","¡°Destination.¡±","<U+B198>Bar closes early. The cost of the Breakfast.<U+B200>Good location.Nice Manager and Staff.Stayed in September 2017"
"333","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","6.7","¡°Location is the best.¡±","<U+B198>Staff is not very helpful and doesn't even try to help guests with their problems.<U+B200>Location is the best. 20 minutes walking distance to all Singapore landmark sites.Stayed in September 2017"
"334","Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.3","¡°The hotel is very average. Design is basic, breakfast is basic, no poolbar, hotel bar closes very early.¡±","<U+B198>No hotelbar in the evening<U+B200>Comfortable bedStayed in September 2017"
"335","Cambodia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.5","¡°A very good stay¡±","<U+B198>I have tried to have dinner at the hotel but I had no chance because restaurant was very busy and staff asked me to wait a few minutes but she didn't come back.<U+B200>I like the view of the room and the hotel is near to the Thai foods and Chinese foods. We have just take a walk to go those restaurants. The room's AC is cold enough, and cleans, the reception is friendly when I come to check in. My family and I spent three wonderful nights here.Stayed in September 2017"
"336","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights","8.3","¡°Nice location, nice hotel, food can be improved.¡±","<U+B198>No vegetarian dishes in menu for lunch or dinner.<U+B200>1. Facility of early check-in if room is available. 2. Friendliness of staff3. Allowed to stay extra hours on check-out day (return flight delayed)Stayed in September 2017"
"337","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Just finished a 3 night stay at this hotel and it was...¡±","<U+B198>The breakfast is expensive <U+B200>Just finished a 3 night stay at this hotel and it was perfect . The hotel is easily located on the mrt from the airport. Arrived at hotel at 9 am on a flight from London and to our surprise they had a room ready for us, so we were checked in right away.I read some reviews about people saying room is tiny , given the room is small but still no problem at all . Excellent views of city from either side of hotel to . The room was cleaned every day and fridge topped up with water too. Swimming pool area is lovely with perfect city views as well. We highly highly recommend.Stayed in September 2017"
"338","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°One of the better hotels we have stayed in during our 6 week adventure.¡±","<U+B198>Everything about this hotel was excellent. Nice friendly staff central to restaurants, train & shopping.Stayed in September 2017"
"339","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night","8.3","¡°Good value. Friendly staff. Room not large but serviceable.¡±","<U+B198>Room is small but for what you pay in Singapore this is sufficient. Could be cleaner and have more written information. There was nothing in the room to guide visitors but staff clarified and helped. Needs more pillows and blankets to choose from in room.<U+B200>Value for money. Travel from airport costs S$20. Staff exceptionally friendly and helpful. Basic but ride and good rate (when I purchased). Happy to stay again. Comfortable bedStayed in September 2017"
"340","Russia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Good value for money. Can save you dough for restaurant walk-outs¡±","<U+B198>Did not try breakfasts: 25-30 SGD seems to be to much for standard continental breakfast.Pool is closing at 10.30 pm - lights on rooftop go off and you can't enjoy the view at night. No toilet on the roof level.Need to cancel pre-authorization policy: I pay only cash and don't give my card details because of long release times in my country - freezing money for 45-60 days makes no sense, actually making you pay twice. I had to settle this individually by contacting the property and getting decision for ""one-time exception"".<U+B200>Location: between Nicoll (yellow line) and Lavender (green line) stations means that you'll easily get here from airport via MRT and also reach main attractions.Cleanliness: rooms are modern and clean. Request for cleaning is done upon push of button.Lifts seem to be working faster than described in previous reviews, though the waiting time is still around 1-2 mins.Friendly staff - allowed for a later checkout and overall helped with advice, but only after you ask them.Tea and coffee bags refilled regularly along with 2 bottles of water per day.Stayed in September 2017"
"341","Hong Kong","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 3 nights","9.2","¡°Excellent!¡±","<U+B198>Life guard at swimming pool.<U+B200>The pillow and bed are really comfortable, excellent! Location is great. Less than 10 mins walk to Nicoll Highway MRT station, very convenient for business visitors who attend exhibitions or conference at the Marina Bay Sands Exhibition and Convention Centre.Stayed in September 2017"
"342","Australia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.5","¡°Great city hotel¡±","<U+B198>Wet bathrooms and non comfy beds<U+B200>New hotel great designStayed in September 2017"
"343","United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","6.3","¡°Very clean and comfy rooms.¡±","<U+B198>As a business traveller, you can stay here as long as you do not require any of their very limited services. Perfect for just sleeping. Eat outside and unfortunately, your are not in the right area for choices...The breakfast is very limited and ...ok, the restaurant do not serve on time. I had to wait one hour to be served...Anyway, I suppose they were busy that day.<U+B200>Very clean and comfy rooms. The terrace with the swimming pool is pleasant.Local restaurants outside are good, if you have cash...:-)Stayed in September 2017"
"344","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 10 nights<U+2022> Submitted via mobile","10","¡°I would definitely stay again and would recommend it to my family and friends.¡±","<U+B198>Nothing<U+B200>Beds were very comfy, staff very helpful,food very good. Rooms were cleaned every day overall a very nice hotel to stay.Stayed in September 2017"
"345","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Good value but basic¡±","<U+B198>Staff just going through the motions<U+B200>Well located,excellent value for moneyStayed in August 2017"
"346","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 5 nights","7.5","¡°Comfortable stay in wonderful Singapore¡±","<U+B198>The roof top pool, though very handy, is small and hardly luxurious. The first room we were given (on the recommendation of the front desk) was supposed to have a river view but instead all we could see was the very ugly high rise building immediately behind the hotel. We were very disappointed when we first saw it and felt it had been oversold! To be fair, when we asked if there was another room available (with a city view) the room was swapped and we were much happier with our new room. Had there not been another one available we would have been very unhappy as, in effect, half the hotel's room have horrible views. While there is nothing the hotel can do about that, it is pretty rich to say the rooms at the back have any kind of view and the price should reflect that.<U+B200>The outstanding feature of the hotel is its location. It is right in the heart of a vibrant part of the city, close to huge number of excellent restaurants and very handy for the MRT (Nicholl Highway stop). The rooms though are small and there was very limited space for luggage with a tiny wardrobe. We didn't eat in the hotel (the price for breakfast was OTT) and there are several very good places nearby including a 24 hour 7 / 11 for everything you might need. We felt very safe wandering around and absolutely loved Singapore.Stayed in September 2017"
"347","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 5 nights","6.7","¡°Nice with good location. MRT and bus access very close by¡±","<U+B198>The room booked was triple room. However, it had 4 bed, which made the room extra congested with absolutely no space to walk or keep the luggage. We managed as we were just tourists and only went back to sleep. A more spread on breakfast would have been a bonus<U+B200>The staff was really courteous and accommodated us for an hour late check-out as our flight was late in evening. They used to also send extra free water bottles whenever asked for. Breakfast was nice.Stayed in September 2017"
"348","Serbia","<U+2022> Business trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights","9.6","¡°Great modern hotel with amazing rooftop pool¡±","<U+B198>Rooms are little bit small for three people<U+B200>Simple modern rooms, extremely clean, very close to the MRT station, amazing rooftop pool, great food court across the street, very good value for moneyStayed in September 2017"
"349","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°An excellent location from which to vist this part of Singapore¡±","<U+B198>Places to eat were within walking distances but we did have to walk two or three blocks to find one that we would enjoy.<U+B200>Breakfast was a good start for the day, covering our dietary needs (vegetarian, European taste) but we felt it was a little expensive.We used public transport a lot and found the MRT (metro) was excellent - very clean, well signed, helpful staff, quick and efficient, cheap. We used a bus to get from the hotel to MacRichie National park with help from the tourist office. You need to use Google Maps to find the right bus stops and where to get on and off.Stayed in September 2017"
"350","Australia","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Excellent Gran Prix hotel¡±","<U+B198>Coffee only comes from one of those  machines.  Need to install a proper espresso maker<U+B200>The property was an easy walk to the Gran Prix track - Gate 1. Close to local places to eat . Cheap street across the road.  Easy walk to MRT.Stayed in September 2017"
"351","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Great place to stay¡±","<U+B200>Fab location near metro shops bars and restaurants close by. Great pool.Stayed in September 2017"
"352","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Excellent¡±","<U+B200>So closeTo the sights of Singapore you can walkStayed in September 2017"
"353","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights","9.6","¡°A good option for better vfm¡±","<U+B200>good vfmwithin easy reach of transport to centreStayed in August 2017"
"354","Latvia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","8.8","¡°Good location!¡±","<U+B198>- hotel is located on the 11th floor, so sometimes you had to wait a bit longer for a lift.<U+B200>+ warm welcome+comfortable bed+good breakfast with a viewStayed in August 2017"
"355","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 7 nights","8.8","¡°Very enjoyable¡±","<U+B198>we did not have any issues.<U+B200>We liked the location (close to Metro, Arab Quarter and Bugis Junction), the staff (friendly and helpful), the breakfast was very good and coffee ok.  The room was very good with a queen bed and day bed. It was very quiet and we both slept very well.  We would definitely use this hotel again.Stayed in September 2017"
"356","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 4 nights","7.9","¡°Comfortable¡±","<U+B198>The room was extremely small and the fridge did not keep our drinks cold.Stayed in September 2017"
"357","Indonesia","<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights","8.8","¡°all was good¡±","<U+B198>the staff friendliness<U+B200>the hotel were very close to nicoll highway mrt station which is I like.the hotel is suitable for those who come to singapore just for traveling.so close to bugis street.Stayed in September 2017"
"358","Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Not bad¡±","<U+B198>WiFi is free only 24hrs. Booking didn,t write about it<U+B200>PriceStayed in September 2017"
"359","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.5","¡°We had a good stay, only for one night.¡±","<U+B198>Room quite small, a bit difficult to find the hotel, since it is not directly located on the main street. We had to pay some extra-taxes that were not included in booking-price.<U+B200>We had a good stay, only for one night. The hotel is modern and ""business-like"". Good breakfast.Stayed in August 2017"
"360","Nepal","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.3","¡°Amazing rooftop pool however it closes at 10:30.¡±","<U+B198>1. Rooftop pool closing by 10:30... :( 2. free wi fi was very slow<U+B200>Amazing rooftop pool however it closes at 10:30.... wish it'd open till late.Stayed in September 2017"
"361","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Lovely modern hotel with wonderful rooftop pool¡±","<U+B198>Small bathroom with little room to hang a used towel<U+B200>Location so close to MRT stationStayed in September 2017"
"362","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.5","¡°Location, cleanliness probably because the property is new.¡±","<U+B198>Breakfast was horrible. I think the chef was.<U+B200>Location, cleanliness probably because the property is new.Stayed in September 2017"
"363","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights","8.3","¡°Recommended!¡±","<U+B198>The wifi only allowed limited connections of devices, and the choices of breakfast buffet were a bit disappointing but still acceptable.<U+B200>The rooms in Singy hotels are generally small, but the family room that we got here was at an acceptable size. Very clean and quiet, very helpful stuff, and really good location with good connections to the city center and some local foodcourts.Stayed in September 2017"
"364","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","6.7","¡°I really liked the location of the hotel, however was very...¡±","<U+B200>I really liked the location of the hotel, however was very disappointed in the size of the rooms. We booked two family rooms and the only difference was they crammed another two beds in the room. Absolutely no space in between the beds and nowhere for your luggage. I even saw a women bringing her luggage out to the hall way to unpack her clothes. Pool area was on the roof top with a spectacular view . Evenings were very pleasant up there but during the day no shade so too hot to be up there. Staff were pleasant enough. Enjoyed our stay.Stayed in August 2017"
"365","Indonesia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","7.5","¡°Safe choice for regular tourists¡±","<U+B198>The wi-fi speed could be a lot better. There is the option to purchase faster Internet, however (1) I have to pay, (2) even if I'm willing to pay, I am stuck with the free option and cannot go back to the initial free vs paid menu page.<U+B200>The best thing about this property is the location, as it is very close to Nicoll Highway MRT station, which connects to a whole lot of other great places/stations.The facilities were pretty standard, similar to other hotels/rooms that's of similar price.Overall, it's just right. Safe choice.Stayed in August 2017"
"366","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Served its purpose¡±","<U+B200>Value for money and comfortable. We didn't need more than the basics because we were only there for 2 nights. Has a small pool but adequate enough. Friendly staff. Directly opposite a food court.Stayed in August 2017"
"367","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.3","¡°Great pool and easy access to the MRT¡±","<U+B198>Room very small for a family of 4<U+B200>Great pool and easy access to the MRTStayed in August 2017"
"368","Poland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 9 nights<U+2022> Submitted via mobile","9.6","¡°- good location (few minutes from MRT, food court few steps...¡±","<U+B198>- dirt on the wall in the room - every day the same food on breakfast- loud air conditioning<U+B200>- good location (few minutes from MRT, food court few steps from hotel) - very friendly and helpful stuff - swimming pool on the roof - TV, fridge, comfortable bed , free wi-fi in whole hotel- free two bottles of water every dayStayed in September 2017"
"369","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.8","¡°Very nice hotel¡±","<U+B198>You have to enumerate what to clean on their housekeeping<U+B200>Very clean, staffs are accomodating and nice location (near golden mile food center is a plus). Walking distance to bugis, haji lane, malaysian heritage, arab heritage, singapore flyer.  Many option for food and transpo. Near nichol hway and lavender train station. Near 3 bus stop.Stayed in September 2017"
"370","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Good stay¡±","<U+B198>Toilet was small bt its okay..<U+B200>Easy to find food. Having a hose in the toilet was a plus plus.Stayed in September 2017"
"371","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","7.9","¡°Pleasant stay.¡±","<U+B198>One hour free on the wifi.<U+B200>Location is great.Stayed in August 2017"
"372","Ireland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights","10","¡°Excellent Hotel¡±","<U+B198>Room was on the small side. Not a big deal though for us ( x3 Adults). May be troublesome if you had a few kids with you!<U+B200>Location excellent - close to public transport, downtown area and there is a taxi rank next door. Staff were friendly and helpful. Room was clean, pool and pool area was clean with plenty of clean towels etc. Also very reasonably priced. We didn't get breakfast or eat in the hotel restaurant so I cannot comment on either.Stayed in August 2017"
"373","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","10","¡°Perfect location for Singapore exploration ¡±","<U+B198>Nothing bad. All good.<U+B200>Good location. Close to metro and many eateries within 5 min walk.Stayed in September 2017"
"374","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.3","¡°Fair stay don't expect much¡±","<U+B198>Small rooms and there is no staff to carry you luggageStayed in August 2017"
"375","Switzerland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights","5.0","¡°dirty¡±","<U+B198>very dirty room!the night table was dirty when we arrived and it was still dirty when we left. Hairs everywhere. The floor was discusting. Under the bed I found an old chewing gum and bonbon.<U+B200>Clean towels at least. Nice swimming pool area. Close to the metro station.Stayed in September 2017"
"376","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Good location, good value and a good pool which make it perfect for 2-3 day stopover.¡±","<U+B209>Rooms were small if sharing with two children and breakfast was too expensive to book separately.<U+B207>Rooftop pool and location with easy access to MRT.Stayed in September 2017"
