"","nationality","tags","score","content","content_detail"
"307","United Kingdom","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Comfortable accommodation, polite and pleasant staff, convenient location means relaxing stay.¡±","<U+B209>Generally the hotel was too dimly lit, should have been brighter. Limited space in wardrobe to hang clothes.<U+B207>Hotel and shopping centre Is part of airport terminal which meant for a 1 day stay didna<U+0080><U+0099>t need to travel further afield.Stayed in October 2017"
"308","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Wonderful staff, great location, luxurious surroundings,¡±","<U+B209>One minor issue, We didna<U+0080><U+0099>t know which terminal we actually arrived at. When leaving the terminal, we couldna<U+0080><U+0099>t see any signage at Terminal 1 to advise you had to get on the shuttle to get to the hotel located at terminal 3.  Once we checked our confirmation email, and realised we had to get on the shuttle (you can take your luggage trolley on the shuttle) it was great.<U+B207>Very close to train station so you can explore and get around Singapore.With the Airport shuttle, you have stress  free travel options to get to all Airport  terminalsStayed in October 2017"
"309","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Beds were extremely comfortable¡±","<U+B209>Checked in after midnight as our flight had been delayed and staff on front desk was less then accomodating. Had requested a late check out (6pm- at extra cost of course) weeks earlier as only staying one night between flights, but was informed on arrival that they hadn't received notice of this as we had booked through a third party and could only stay til 2pm even though I had confirmation emails from both the hotel and bookings.com, staff wouldn't even look at the emails I tried to show her. Tired already and travelling with our young son I wasn't going to argue and just needed a bed. This however ruined our plans to spend the next day in Singapore. Was only the next morning after I had filled in a survey about our stay that they told us we could have our original requested checkout at 6pm... this was at 11am - as we figured we had to check out at 2pm, we would just stay in hotel til lunchtime and explore Changi airport before our next flight. Too late... still upset with lady on front desk who didn't even greet us or crack one smile (extremely poor customer service... I have worked in customer service for over 15years) we checked out at 12 (less then 12hours in hotel $530 for two rooms) hotel was fabulous just takes one staff member to ruin a guests experience and lose a customer. Will not be staying here again because of it.<U+B207>Beds were extremely comfortableStayed in September 2017"
"310","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°We enjoyed our stay and will stay again to break our journey when travelling to a Europe.¡±","<U+B209>We had a snack in the bar but we're disappointed with the quality of the food.  The wagu burger was disappointing.<U+B207>Convenient location, our flight arrived late at night so it was good to just collect our bags and walk to the hotel.  Room was very comfortable and quiet.  Enjoyed relaxing by the pool the next day.Stayed in October 2017"
"311","Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°Perfect place to re-charge my batteries before another long haul journey¡±","<U+B209>Finding the place for the first time.  People in the airport were fairly vague about exactly where the Hotel was.  So it took me about 20 minutes to find it.  But as I said in the previous question, now that I know where it is, it will not be a problem in future.<U+B207>Clean room, silent, everything worked.  Could NOT hear neighbours, so a great stay all round.  Now that I know where it is it will be easier to get to in future.  It is a very convenient place to have a shower, have some sleep and then get some food.Stayed in October 2017"
"312","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights","10","¡°This hotel was great for a stop over.¡±","<U+B207>This hotel was great for a stop over. We were able to sightsee easily from the Airport to visit Singapore city. Our room was made available even though we were on a early flight, this was very much appreciated.Stayed in October 2017"
"313","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Perfect layover hotel.¡±","<U+B209>A little pricey but you can walk back to the terminal 2 downstairs and find some restaurants and a grocery store to save on food.<U+B207>This hotel is so convenient for a layover.  It is expensive but you can roll your airport trolley all the way to your room.   No taxis, busses or trains to worry about.   The restaurant has is good and when we were there there was as a special running cutting the price quite a bit.   If you have time to go into the city there is a train you can catch right at the airport and it is much easier without your luggage.   Especially nice for early morning departures.  The rooms are really nice and the beds and pillows are so comfortable.Stayed in October 2017"
"314","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.2","¡°An excellent and extremely comfortable airport hotel.¡±","<U+B209>There isn't much to fault. Food and drink in the hotel is very expensive but it is easy to eat more cheaply in the airport (there is a good hawker centre in the basement of Terminal 3) if you don't want to travel elsewhere. The pool was good but a bit more greenery around the pool area would have been extra nice.<U+B207>An excellent airport hotel. Very quick to get to and very comfortable. The room was very spacious and there was a big bath. There was no noise at all in the room apart from the air conditioning - I didn't hear any aeroplane noise at all and was able to sleep well on my 15 hour stopover. The air-conditioning didn't dry me out like as in many hotels and I felt very rested before taking my next flight. It's only about $13 and 10-15 min by taxi to Changi Village if you want a visit to a Hawker Centre for a cheap meal and a walk near the water. The pool was also good to get some exercise and stretch out after being on a cramped plane.Stayed in October 2017"
"315","United Kingdom","<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Calming and a lot of support from intelligent and supportive staffmwho used thei iniative.¡±","<U+B209>For clients who want a snack rather than a larg meal a little more could be in offer.<U+B207>Close proximity to the airport, helpful staff, good facilities in room.forStayed in October 2017"
"316","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Best option for overnight stays with early morning flights¡±","<U+B207>Amazing beds and pillows. Super convenient to the airportStayed in October 2017"
"317","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> King Suite - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°The place is vey convenient for me to get my things.¡±","<U+B209>Nothing. <U+B207>The place is vey convenient for me to get my things...  Stayed in September 2017"
"318","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Room was very comfortable  and clean.¡±","<U+B209>The view and noise werent great as there was a building job opposite our hotel room.<U+B207>Room was very comfortable  and clean.staff were very helpful. Nice swimming pool area.Stayed in October 2017"
"319","Japan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Soso¡±","<U+B209>Before checking in, l propose to prepare and check the amenity.Stayed in October 2017"
"320","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","10","¡°A wonderful experience!¡±","<U+B207>The Staff in all areas of the Hotel were outstanding- at the front desk, in the Breakfast area, the Baggage collection and storage- all staff had a positive energy with good humour. Very impressive!Stayed in October 2017"
"321","South Africa","<U+2022> Leisure trip<U+2022> Group<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","10","¡°Exellent stay and absolute value for money , especially after a long trip¡±","<U+B207>We were on a flight from Dubai to Singapore and only landed at 20:55 terminal 1  .After customs and luggage reclaim , we took the train to terminal 3 and within five minutes we arrived at the reception desk . There were a queue of about four people , but we were helped within two minutes . At that stage we were quite tired , but reception were very friendly and helpful . I booked two rooms ( Business King Room ) for me and my friend . The rooms were in a class of there own . In my opinion five star .Stayed in September 2017"
"322","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Too short¡±","<U+B209>Nothing<U+B207>The hotel was situated at the airport.A mobile phone was provided with unlimited international calls, so it came in handy to call the kids back home.It skso had a great bath yo soak in.Stayed in October 2017"
"323","South Korea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night","5.4","¡°I like the location, pool, and breakfast of the hotel.¡±","<U+B209>There was sudden rain shower during my stay. I was very surprised that the rain water was coming to my room through the main door. Even my shoes were wet due to the infiltration of water. I called the hotel desk to clean it, but the staff came after 20 min of my call. Meanwhile, I could hear strange sound through the main door. I opened the main door and found that the staff was fixing the ceiling of the corridor just in front of my room. All these annoying things were happened about 11pm, which made me very uncomfortable.<U+B207>I like the location, pool, and breakfast of the hotel. It is very convenient from Chang i airport. There are many shops in the land side of terminal 3 for dining and shopping. The bed and shower rooms are also nice.Stayed in October 2017"
"324","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Convenient luxury at the airport¡±","<U+B209>Nothing<U+B207>The staff were very efficient and friendly - perfect for a stop overStayed in September 2017"
"325","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Delightful and elegant hotel to stay in.¡±","<U+B207>Courtesy and efficiency of all staffStayed in October 2017"
"326","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.2","¡°The evening buffet meal was great value if you booked it at...¡±","<U+B209>Maybe late check outs are free or very cheap?<U+B207>The evening buffet meal was great value if you booked it at check in  - the room was very very comfortable and fitted out perfectly - it was expensive but then its proximity to the airport if you are staying only one night/between flights is what it is all about.Stayed in September 2017"
"327","Taiwan","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°The breakfast is diversity and delicious.¡±","<U+B209>They suddenly charged the hotel fee and didn't send me the message. The fee is excluded 17% fee. It should include all the fee in booking.com. Otherwise, it is hard to think the hotel is worthy or not.<U+B207>The breakfast is diversity and delicious.Stayed in October 2017"
"328","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","10","¡°Refreshing¡±","<U+B209>The spa wasn't open when I was there, I would've loved a massage. I think its operated by a third party so not really the hotel..<U+B207>I had a 13 hour layover at Changi airport so decided to book into the hotel so I could rest properly, especially being pregnant. This was the best travel decision I've ever made. I slept in a bed, went and refreshed with a swim in the pool and then had a great bath in the room. If I can book into a hotel like this I would deliberately book a long layover as the break in trip was just what I needed.Stayed in October 2017"
"329","Indonesia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Didn't  honour my Booking. Com reservation, scam¡±","<U+B209>Even book with  Booking.com, the hotel didn't  honour the booking and charged me more money nearly 40 dollars more, please inform me how this can be and how I can get my rebate,  thank youStayed in October 2017"
"330","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night","10","¡°good¡±","<U+B209>Do not like the dark d<U+00C3><U+00A9>cor on levels1 and 2.<U+B207>All good.Stayed in October 2017"
"331","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°Quality and convenient¡±","<U+B209>Signage within airport could be improved<U+B207>So easy and convenient, especially with a 6am departure the next day.Stayed in September 2017"
"332","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Excellent transit hotel¡±","<U+B209>Nil<U+B207>Good Spread for breakfastStayed in October 2017"
"333","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Excellent service by my own fellow Singaporean.¡±","<U+B209>The swimming pool was lack lustre. Otherwise would be a 10/10.<U+B207>Seamless check in process as expected. Room Is ideal for a day of rest and rejuvenatation. Breakfast spread is amazing! And who can complain about a 24 hours gym?Stayed in October 2017"
"334","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Convenient calm very clean friendly fabulous stay¡±","<U+B209>Nothing comes to mind<U+B207>Arrived early hrs of the morning staff excelant room was perfect were upgraded to a suite wish we could have stayed longer will most definitely stay againStayed in October 2017"
"335","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°A great hotel for a stopover in Singapore¡±","<U+B207>Very comfortable and very convenientStayed in September 2017"
"336","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Great position and fantastic staff.¡±","<U+B209>There was nothing I didn't like. It was a great choice.<U+B207>The position is excellent - so convenient for the airport. The staff were wonderful. Nothing was too much trouble. The room was nice with a v comfortable bed.Stayed in October 2017"
"337","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Great value ¡±","<U+B207>Fabulous location.   Clean and comfortable.roomStayed in October 2017"
"338","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Very convenient!!!¡±","<U+B207>The location is just perfect for a nighta<U+0080><U+0099>s accommodation. We had a flight next morning so needed an accommodation for one night only and this proved out to be the best.Stayed in October 2017"
"339","Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°comfort and convenient¡±","<U+B209>Bathroom light fixtures brokenHifi stereo system not workingStayed in October 2017"
"340","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Very grateful to get into room early after overnight flight.¡±","<U+B209>One thing , they should have fresh milk in the fridge for tea drinkers. Coffee creamer etc is not good in tea.<U+B207>Arrived early and was given an upgrade to the Jewell Wing.Stayed in October 2017"
"341","Malaysia","<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Lovely room, attentive and positive staff who went out of their way to help!¡±","<U+B209>Remember to put up the 'do not disturb' sign if you want to be left alone by regular visits from cleaning staff!  (They are just doing their job but sometimes it's nice to sleep undisturbed!) My room faced construction sites rather than the harbour, although that didn't actually bother me.<U+B207>The bed was huge and comfy with extra pillows and crisp sheets, just lovely.Stayed in October 2017"
"342","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Club Double Room - Non-Smoking<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","9.2","¡°Facilities and ambiance easy to take public transport and...¡±","<U+B207>Facilities and ambiance easy to take public transport and taxis to anywhere in SingaporeStayed in September 2017"
"343","Norway","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Hitel indide the airport terminal¡±","<U+B207>Hitel indide the airport terminalStayed in October 2017"
"344","USA","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night","7.5","¡°Convenient to airport. Clean and comfortable.¡±","<U+B209>My booking indicated I could pay for room upon arrival. Was hoping to use Singapore dollars I had left. The hotel had already charged the room to my credit card. Room service prices are extreme.<U+B207>Bed was very comfortable. Bathroom was very clean. Room was quiet.Stayed in October 2017"
"345","United Arab Emirates","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Location¡±","<U+B207>LocationStayed in October 2017"
"346","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Proximity to airport¡±","<U+B207>Proximity to airportStayed in October 2017"
"347","Australia","<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 3 nights","10","¡°A very comfortable stay¡±","<U+B207>Beautiful decor and a very comfortable stay. I loved watching the planes from my view of the runway (5th floor). All of the staff are very professional and courteous. Room very clean.Stayed in September 2017"
"348","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°Wonderful pool!¡±","<U+B209>Room was a little tight with a third bed but access to hotel was excellent given we arrived on a  late flight.<U+B207>Wonderful pool!Stayed in September 2017"
"349","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights","8.8","¡°Airport hotel ideal for day long stopover.¡±","<U+B209>I don't love this hotel as there is nothing to do.  All the shopping is through immigration, but it serves its purpose which is a place to sleep.  My wife finds the bed comfortable, but it is too hard for me.<U+B207>Convenient for a lay over between night flights home from Europe (arrive 7.00am, depart 9.10pm) and this time, they offered us a special day rate instead of charging us for 2 nights.  Good breakfast, great restaurant, nice pool area, good size rooms with a good walk in shower..Stayed in October 2017"
"350","Australia","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°The  room was not up to standard in view of the overall cost per night.Not very pleased .¡±","<U+B209>Bathroom  floor was full of marks and the sink was blocked reported the matter nothing was done about it.Stayed in September 2017"
"351","Spain","<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Very convenient stay in singapore¡±","<U+B207>The room is very big and nicely desiged.Bed is super comfy.You have direct access to the airport from the hotel lobby.Stayed in October 2017"
"352","Singapore","<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Great¡±","<U+B209>None<U+B207>AllStayed in October 2017"
"353","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Not bad for a short stay¡±","<U+B209>The reception staff is not so friendly.<U+B207>The hotel is convenientStayed in October 2017"
"354","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°This hotel deserves its very good  reputation.¡±","<U+B209>N/A<U+B207>Great location just a short walk from TERMINAL 3 . Lovely comfortable bed very good sized room and excellent bathroom , really can't fault the accomodation. We arrived early but were given a room straight away , very grateful after a 12 hour flight .<U+00C2><U+00A0> Left early in morning so had to rush breakfast which was a pity as it was certainly up to the very high standard of the rest of the hotel .Stayed in September 2017"
"355","New Zealand","<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Staff helpful and arranged early room check-in for me when I...¡±","<U+B209>Nothing.<U+B207>Staff helpful and arranged early room check-in for me when I arrived very early. They also offered me breakfast on day of arrival, rather than departure, which worked better with my flights (which they suggested).Stayed in October 2017"
"356","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room with Pool View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Comfortable and convenient¡±","<U+B209>Renovations nearby a bit noisy<U+B207>Good size excellent facilitiesStayed in September 2017"
"357","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Easy access from airport perfect for transit¡±","<U+B209>General furniture maintenance needs improvement- cabinets falling apart<U+B207>The complimentary Oolong tea bag in room was so good, room is spaciousStayed in October 2017"
"358","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Great location,  a bit expensive,  but staff were awesome.¡±","<U+B209>The lack of air conditioning in the lifts.<U+B207>They had cold soy milk,  which is rare in Asia. For those of us who are lactose intolerant.Stayed in September 2017"
"359","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Brilliant hotel¡±","<U+B207>Ideal location - easy walk from plane directly to hotel in the terminal.The room was amazingly comfortable - best bed I have ever slept in with pillows so good I wanted to take them home with me. Beautiful detail throughout the hotel.Attention to detail was incredible - they even give you a personal mobile which has unlimited data and international calls whoch you can take outside the hotel with you!Stayed in October 2017"
"360","New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night","10","¡°I recommend anyone to stay at the Crowne Plaza and will book again when travelling to Singapore¡±","<U+B209>None<U+B207>Efficient and welcoming staff. Comfy bed. A good night sleep and rest. Good variety and suburb food.Stayed in October 2017"
"361","South Korea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°The hotel is very easy to find, as there are signs at the...¡±","<U+B207>The hotel is very easy to find, as there are signs at the airport with the name of it. The wifi works great, hotel and room are super clean, the room and bathroom were very spacious, which I didn't expect in Singapore. The bathroom has both shower and bathtube, as well as shampoo, shower gel and body lotion. There is a nice swimming pool, but we didn't have a chance to use it, unfortunately. Maybe next time! Would totally reccommend this hotel!Stayed in September 2017"
"362","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night","8.3","¡°A lovely way to spend twenty four hours in Singapore.¡±","<U+B209>It was very hard to find the way to the reception lobby, we had to exit the hotel, go to the arrivals pick up so that our driver could find us, he also dropped us at the same location after he couldn't find the entry to the hotel.<U+B207>The staff were very friendly and welcoming, it was extremely easy to check out and jump on our flight.  Would highly recommend.Stayed in October 2017"
"363","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Really like the breakfast, which got various options.¡±","<U+B207>Really like the breakfast, which got various options. It was very convenient for us when we travel with many luggages. We didna<U+0080><U+0099>t have to bring all those luggages travel to downtown, and back to airport.Stayed in October 2017"
"364","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°Great hotel for people wanting an airport stopover.¡±","<U+B209>The room needs a spare blanket as the blanket wasn't very thick. Room service menu needs  a few more vegetarian options. We had breakfast at the hotel and some of the hot food like hash browns were cold but the overall breakfast was great.<U+B207>Great facilities. Bathroom was big and spacious and the bed was quite comfortable. The location is brilliant and so easy to access from the airport. This is one of the nicest hotels I've stayed at.Stayed in October 2017"
"365","United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights","10","¡°Good feel to the place, everything you need in the room for business travel as well.¡±","<U+B207>If you are staying in Singapore for only one or two days of meetings or simply a flight stop over,  this hotel is ideal. Singapore is so small its easy to still get anywhere for your meeting and then back to base at this hotel to catch the outbound flight.The buffet dinner is good value and good quality and the gym is also very good.Stayed in October 2017"
"366","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights","9.2","¡°everything¡±","<U+B209>club room snacks could have been more diverse<U+B207>everythingStayed in October 2017"
"367","New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Would return¡±","<U+B209>Thought the price of a cup of coffee and hot water very overpriced in cafe close to lobbyLighting in dark areas could be improved<U+B207>LocationOutdoor poolExcellent room facilities especially comfort of bedPrivacyDining optionsStayed in October 2017"
"368","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°So easy after a long haul flight when very tired.¡±","<U+B209>Nothing!<U+B207>So easy after a long haul flight when very tired. Great choice for breakfastStayed in October 2017"
"369","New Zealand","<U+2022> Business trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","4.2","¡°Woken by construction at 1.30am. Moved rooms at 2am. No apology at checkout¡±","<U+B209>N/a<U+B207>Good selectionStayed in September 2017"
"370","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Perfect stay¡±","<U+B207>I love the room layoutStayed in September 2017"
"371","China","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°Best Crowne Plaza I've stayed in. Attention to detail is impressive.¡±","<U+B209>No complaints at all. The decor is a bit corporate but there's nothing wrong with the colour grey.<U+B207>Fabulous hotel. At first glance I was disappointed to see my room had no windows but I was mistaken: it was actually equipped with super clever blackout glass and automatic window blinds of your choice. The Hotel is in the bowels of the Airport but unless you're an extremely light sleeper you wouldn't notice the noise of the aircraft. There are lovely bathroom facilities and the room is well equipped. Tall people can enjoy the pleasure of a full length bath.Stayed in September 2017"
"372","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Good¡±","<U+B209>Nvt<U+B207>I die like the view on the AirPort !Stayed in October 2017"
"373","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","7.1","¡°Clean and comfortable.¡±","<U+B207>Nothing really stands out for this hotel which would make it a cut above the rest. It was convenient, straight from the airport terminal into the hotel, room was clean and comfortable, a bit overpriced I thought.Stayed in September 2017"
"374","Netherlands","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.6","¡°Comfortable stay with nice facilities and amenities¡±","<U+B209>As the toilet is at the window area with blinds mostly down, the room does not have much daylight.<U+B207>New, clean and design-y room. Bed is comfortable and gym/pool area is very well set-up.  Nice lounge area.  Super convenient to be directly connected to airport.Stayed in September 2017"
"375","Mexico","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Everything¡±","<U+B209>Nothing<U+B207>EverythingStayed in October 2017"
"376","New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Easy overnight for an early flight out.¡±","<U+B200>Easy overnight for an early flight out.Stayed in September 2017"
"377","Turkey","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","9.2","¡°Nice hotel for transit¡±","<U+B198>This hotel is at Terminal 3 out of the immigration. You need to clear the custom before checking in. So be careful especially if you require a visa for Singapore.<U+B200>It is a nice hotel to spend the night when you have a overnight transit at Changi Airport.Stayed in October 2017"
"378","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night","6.7","¡°noise from the a/c .¡±","<U+B198>noise from the a/c .could not sleep so had to turn the a/c off for the nightStayed in October 2017"
