"","nationality","tags","score","content","content_detail"
"158","Hong Kong","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Roof Garden Suite Queen<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Love the pool, the friendliness of the staff and the...¡±","<U+B198>If the music and noise from the neighbouring bars at the beach in the evening can be lower, then it will be perfect.<U+B200>Love the pool, the friendliness of the staff and the vicinity of the hotel to the beaches.Stayed in October 2017"
"159","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Jungle pool curves into view¡±","<U+B198>Bad coffee at breakfast. Noisy air con. Obscured view of sea from fifth floor rooms. Only one towel. No proper restaurant. It would be nice to have drinks by the pool.<U+B200>The pool and the location close to the beach. The eco theme. it's quiet.Stayed in October 2017"
"160","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Breakfast croissant is very nice¡±","<U+B198>Many ants inside the hotel room. Not very hygienic.<U+B200>Breakfast croissant is very niceStayed in October 2017"
"161","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","7.5","¡°Surroundings¡±","<U+B198>The air condition is too high for the temperature. Not cold enough<U+B200>SurroundingsStayed in October 2017"
"162","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Environment and view was fantastic.¡±","<U+B198>Room could have a better touch up to improve the interior with a more comfy bed but overall great experience. Will go back again the next time.<U+B200>Environment and view was fantastic.Stayed in October 2017"
"163","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°So far it have being my 4th stay here and Ia<U+0080><U+0099>m looking forward to come back again¡±","<U+B198>The aircon van at the shower area to dusty<U+B200>As we had a night out the mattress was so comfyStayed in October 2017"
"164","Thailand","<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","5.4","¡°The fact that I was charged extra for the room when I had...¡±","<U+B198>The fact that I was charged extra for the room when I had already budgeted for the hotel. if you quote one price when people book you should stick to it not try to charge more when they arrive at the hotel. It is a good thing money was not a problem for me but it could be for a family that have saved up and budgeted for their vacation. You will lose customers if this is your company practice.Stayed in October 2017"
"165","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Resort Rio¡±","<U+B198>The reception staff were not very receptive. Rest all staff were very good. Hotel ambience and in general service was very good. Restaurant staff were excellent.<U+B200>Very good ambienceStayed in October 2017"
"166","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.9","¡°Happy, relaxing and will return.¡±","<U+B198>We booked double room and got twin.  Staff member was a little dismissive about that.<U+B200>The marvellous swimming pool. The breakfast was lovely.  The Eco tour was interesting.Stayed in October 2017"
"167","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","5.4","¡°Disappointed¡±","<U+B198>The place was pretty damn dirty, unkept and they seem to use the ""eco resort"" as an excuse for not cleaning the place much!  Overpriced for the quality of accommodation and the breakfast was pretty damn poor!!<U+B200>The staff were lovely and the room was light and airyStayed in October 2017"
"168","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Everything was good¡±","<U+B198>Reception manager  behaviour was not very good<U+B200>Everything was goodStayed in October 2017"
"169","Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Good stay¡±","<U+B198>Cleanliness could be better<U+B200>BeachfrontStayed in October 2017"
"170","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Good location, friendly staffs but property a bit run down¡±","<U+B198>Breakfast<U+B200>Excellent poolStayed in October 2017"
"171","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night","7.5","¡°So far so good¡±","<U+B198>Entered to 1st floor , some time having strong bad smell<U+B200>The scene for both side is beautify ( Pools and sea side )Stayed in October 2017"
"172","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.0","¡°Room service food was lovely!¡±","<U+B198>Our booking was for 5 people, why booking.com took the booking knowing the Siloso could not hold more than 4 is beyond me, my daughters slept together in a queen sized bed, hubby and I had single beds e<U+009F><U+0098><U+00A1> only had 4 towels for 5 people! ants were all over the bench when we arrived. Whole hotel is in desperate need of some TLC, for the price I wouldna<U+0080><U+0099>t stay there again! Curtains were dirty!<U+B200>Room service food was lovely!Stayed in October 2017"
"173","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night","9.2","¡°Eco-friendly Resort near Siloso Beach Sentosa¡±","<U+B198>Parking space is limited and controlled by hotel staff - each booking was only allowed 1 parking space within the hotel grounds.<U+B200>The resort was eco-friendly and used spring water to flush the toilets. The room was comfortable and we had a private jacuzzi in our suite. It was also very near Mambo Beach Club, where we held an event for the night. We had a relaxing stay at this resort.Stayed in October 2017"
"174","New Zealand","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","8.3","¡°A good place to stay at Sentosa¡±","<U+B198>rooms are basic and dated.<U+B200>Great pool and good breakfastStayed in September 2017"
"175","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Overall fantastic¡±","<U+B198>Just a limitless old<U+B200>The pool areaStayed in October 2017"
"176","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.4","¡°Pool¡±","<U+B198>Rooms not well maintained. Small. Unlean windows. TOO expensive. Not worth the price you pay per night.<U+B200>PoolStayed in October 2017"
"177","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night","5.8","¡°Not Recommended!¡±","<U+B198>There were a few aspects that we hated indeed!Immediately after booking the property through Booking.com the hotel tried to charge me with S $100 without any intimation to me just to check validity of my card. Surely, it was not approved by my bank as I didn't instruct them as such. This is illegal to do so. They could have tried to check the validity with $1 which is usually been done all over the world. Additionally, I was sent an email claiming that my card was invalid. Unacceptable and illegal claim! Later, I instructed my bank to approve this transaction and instantly they charged S $100 as deposit for the booking. Once landed at the reception, they asked for the full money to be paid and I did it. Then they informed me that the initially charged S $100 would be kept as deposit for any damage or loss, if occured during the stay, and would be reversed to my account after two weeks of our departure from the hotel. Ridiculous approach! I just intimated them that the previous night we stayed in Holiday Inn Singapore Orchard where they kept only S $ 50 cash as deposit and returned it instantly at the moment we checked-out. So, I can't accept this funny approach which seemed illegal to me. They couldn't support themselves with legality and adjusted that S $100 with the hotel bill. This time they didn't ask for any further deposit. Proactively I asked them to keep S $50 as a deposit and they did it giving me a receipt of the same.The staffs at the reception were not courteous enough to deal with the guests. The bath tub had no stopcock to hold water if you wanna have a bath inside. There was no towel hanger in the bathroom. Only two bath towels they provided keeping away any other. There was no push shower for use at the commode though there was a point in the wall for that.The restaurant at the ground floor is a complete disappointment!We asked for an iron and iron table to iron our clothes.<U+B200>The very location by the sea is excellent. Large sea facing window at the room is a bonus.Stayed in October 2017"
"178","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","3.3","¡°Never Recommend to stay in hotel¡±","<U+B198>AERROGANT STAFF, Missing ITEMS from hotel, No Cooperation from Hotel staffThey Treat not like guest as their Employee passing too many instructionNo helper for taking luggage<U+B200>NOTHINGStayed in October 2017"
"179","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Adjoining Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Connecting rooms¡±","<U+B198>The facilities a little run down<U+B200>Connecting roomsStayed in October 2017"
"180","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","6.7","¡°Breakfast was not great a miss match of things  that...¡±","<U+B198>Breakfast was not great a miss match of things  that didn't taste that good and started packing away before it was time so you couldn't get things. made you feel you had to rush even though it wasn't 10.30Stayed in September 2017"
"181","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°I like the place, staff whoa<U+0080><U+0099>s very approachable and...¡±","<U+B198>I didnt like that your toilet e<U+009F><U+009A><U+00BD> dont have any bidet beside it and TV dont have any MTV channel.<U+B200>I like the place, staff whoa<U+0080><U+0099>s very approachable and hospitable to serve everything I requested from them. You made my birthday very special one! Thank you e<U+009F><U+0098><U+008A>Stayed in October 2017"
"182","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°I will stay there again ¡±","<U+B198>Rooms can do with a renovation <U+B200>Very friendly and accommodating staff Stayed in October 2017"
"183","Papua New Guinea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","4.6","¡°Adequate. Didnt use the magnificent pool, BUT services NOT  value for money;wont stay again.¡±","<U+B198>Room rate too high for services received  eg room too small; information sheet in room had little info;no porter available to handle bags to reception after stay.Front gardens  lacking care and needed a make over. And a smsllm coin operated laundry for quests. You must be joking<U+B200>Staff were pleasantStayed in October 2017"
"184","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°All in all, ita<U+0080><U+0099>s average.¡±","<U+B198>Tv. Tv program. Electric plug should provide next to the bed not far away from the bed.<U+B200>Nothing much to say. I pay what i get.Stayed in October 2017"
"185","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.4","¡°Preety good and no problem to visit again¡±","<U+B198>Bathroom always wet<U+B200>Good breakfastStayed in September 2017"
"186","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°It was a relaxed and hustle free stay.. and im happy about my choice of hotel.¡±","<U+B198>Nil.<U+B200>I like the hospitality given by the staff.. they attend to all our enquiries.Stayed in October 2017"
"187","Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","10","¡°Worthwile stay in Sentosa¡±","<U+B200>We got a free early check-in so we didn't have any problems coming back some time later to check-in our belongings. Staff were professional and friendly. Awesome breakfast 5/5. Cool swimming pool. One of the cheapest stay I found inside Sentosa. Recommended if your itinerary includes many activities around Sentosa. Getting there was easy-breezy.Stayed in October 2017"
"188","Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","8.8","¡°Location is good and convenience.¡±","<U+B200>Location is good and convenience.  Close to the beach and not far from train station (10 mins walk).  Hotel decoration is friendly with environmental.  It is like you live in the forest with beach front view.  I would recommend for family or couple.Stayed in September 2017"
"189","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°keep in up for all special friends.¡±","<U+B198>not accept debit card for my booking.<U+B200>kids love the  swimming pool and also the beach in front.Stayed in October 2017"
"190","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.8","¡°Cleaniness¡±","<U+B198>Rooms need more improvements on cleaniness<U+B200>GreeneryStayed in October 2017"
"191","South Africa","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Location, eco friendly ¡±","<U+B200>Location, eco friendly Stayed in October 2017"
"192","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°great eco friendly resort with a nice warm jacuzzi pool and...¡±","<U+B198>wifi could be faster. there could be more vegetarian options for the breakfast buffet like porridge and fried rice or noodles without meat or egg.<U+B200>great eco friendly resort with a nice warm jacuzzi pool and very friendly stuff. got bumped up to a bigger room, very comfortable. wifi wasna<U+0080><U+0099>t great but still usable. nice and quiet too.Stayed in September 2017"
"193","Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","9.6","¡°Perfect stay in Sentosa, good price/quality relation¡±","<U+B200>Dispite looking a bit old, the hotel is fantastic, has a beatiful landscape and a unike waterfall into the pool, that you'll want to stay there for long. Rooms we're nice, neat clean, always cooled down. Employees always kind with a smile. Excelent location, near beach and a 5 min walk to monorail.Stayed in October 2017"
"194","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°I would definitely go again, but would be looking for a better value package.¡±","<U+B198>The rooms were not good value for the price paid.  Our room wasn't well cleaned, there were no hand towels and the complimentary tea and coffee were cheap and nasty.<U+B200>A fair percentage of the staff are young disabled people, which I think is a fabulous initiative by the hotel.  These young people display admirable work ethics and take immense pride in their work.   The eco concept of the hotel is great, wonderful to see how much they can do to reduce the hotel's impact on the environment.  The hotel eco-tour is well worth taking. The pool and waterfall was definitely the highlight for us, especially the Jacuzzi (heated by waste heat from air conditioners).Stayed in October 2017"
"195","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","4.6","¡°Room is really dirty.¡±","<U+B198>Room is really dirty..I was very speechless..Stayed in September 2017"
"196","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","3.8","¡°Not so nice¡±","<U+B198>The resort and booking.com<U+B200>I will not use booking.com anymore. Agoda's pricing is much competitiveStayed in September 2017"
"197","Singapore","<U+2022> Couple<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night","9.2","¡°it is comfortable and relaxing place to visit¡±","<U+B198>the pricing could be slightly cheaper<U+B200>I like the room and the pool side it is a very nice and relaxing placeStayed in September 2017"
"198","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night","5.4","¡°Resort needs a facelift and upgrade of facilities¡±","<U+B198>Shower fitting was broken as was the shower door which also didn't fit properly causing water to flow throughout the bathroom. One towel each and a bathmat - no hand towels. Caf<U+00C3><U+00A9> / Breakfast room was unclean and had a very limited selection of food for breakfast.<U+B200>The on site guest laundryStayed in October 2017"
"199","United Arab Emirates","<U+2022> Business trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights","6.3","¡°The relaxed yet adventurous location of the hotel will bring you back again for sure.¡±","<U+B198>The Breakfast was the single point disappointment. The spread is terrible and it has to really improve a lot to match the quality of the standards of other services provided by the hotel.<U+B200>The location is excellent. However, you need to figure out, how you will travel to the City. We dependent entirely on Taxi as I was traveling with my 2-year-old son. So, didn't have the time and energy to use the monorail nor the shuttle bus provided by the hotel. The Resort has a great swimming pool and some great sustainable initiatives.Stayed in October 2017"
"200","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°A Good Stay¡±","<U+B198>The room we stayed was warm. Probably air con not working well.However, we were given a fan when we complaint. So, not so bad.And we can't leave the food on the table as it attracts the ants.<U+B200>Definitely the location. Very convenient to places that we plan to go.Very near to the Beach Station and the Beach. Easy to find food.Stayed in October 2017"
"201","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Bed very comfortable, pool fantastic, facilities and staff...¡±","<U+B200>Bed very comfortable, pool fantastic, facilities and staff great and location was excellent, really enjoyed our time here wish it wss longer.Stayed in September 2017"
"202","Japan","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°It was a good choice¡±","<U+B198>Breakfast limited and no fried rice<U+B200>The swimming poolStayed in October 2017"
"203","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","3.8","¡°Horrible, waste of money...stay away¡±","<U+B198>Our worst holiday stay ever. We left the same night as my little girl was afraid to stay in the room. We too felt a unclean presence in the room and packed our bags that very night. I will never stay there again and will recommend my friends and family to stay away.  Definitely not worth the money and trouble. One more thing...be very careful when you use the swimming pool. Firstly the towels they use are dirty...was shocked to see the pool towels had brown stains and smelt horrible. Secondly the steps in the pools are slippery and slimey. Very unclean.  But most importantly, it is in my opinion not a  good hotel to stay in when you have young kids. It felt very eerie and disturbing<U+B200>Absolutely nothing to write about here. There was nothing I liked.Stayed in October 2017"
"204","Uzbekistan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights","6.3","¡°Hotel needs BIG refreshment!¡±","<U+B198>Some years ago this hotel was awarded by government for its facility but this was some years ago. Today this hotel needs a BIG really BIG refreshment works. This hotel facility, furnitures, bathroom is really outdated. Air conditioning system fan was so loud that we had to switch it off at night times. The bathroom was smelly I don't know why. We couldn't leave any food in our room as there were ants in our room. Breakfast was just fine, nothing special.This hotel is probably is the cheapest which you can find in Sentosa beach. So don't expect too much from it. But for its own price this hotel in my opinion is expensive.<U+B200>Location of the hotel was good. Everything within the walking distance. It takes about 5 minutes to walk to Sentosa express station. Tram station was just outside the hotel. Beach is just on opposite side of the hotel. The jungly atmosphere of the hotel is good. You kind of living in the nature. Swimming pool was great with great waterfall. Having a breakfast with peacocks was interesting. :)Stayed in September 2017"
"205","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Good breakfast spread.¡±","<U+B198>No shuttle at night after our midnight event at uss.<U+B200>Good breakfast spread. They have laundry area where visitors can wash and dry their own clothes.Stayed in October 2017"
"206","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.9","¡°I like how cozy the room is¡±","<U+B198>Breakfast could have been better<U+B200>I like how cozy the room isStayed in October 2017"
"207","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","5.8","¡°A good stay but the place desperately needs a very good clean top and some maintenance¡±","<U+B198>The place needed a jolly good clean!! Very poor standard of cleanliness. Pictures on the website didna<U+0080><U+0099>t really give you the whole picture! Rusty light fittings, dirty windows with green mould. In the reception area there were two computers on desks for guests to use which were thick with dust.<U+B200>Beautiful pool, hot tub and waterfall. Lovely landscaping.  Roof garden was lovely. The Resort use a lot of Special Needs staff which is great and they are lovely. We liked that the resort tried to be a sustainable Eco hotel.Stayed in October 2017"
"208","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°especially like the outdoor onsen (heated spa pool)¡±","<U+B198>nothing<U+B200>friendly staffStayed in October 2017"
"209","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","5.8","¡°Location is perfect¡±","<U+B198>The looks old and not well maintained, certainly they can invest some money and make it look nicer<U+B200>Location is perfectStayed in October 2017"
"210","Luxembourg","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","5.4","¡°Will not return¡±","<U+B198>The whole place looks a bit run-down and gloomy. The only restaurant on site certainly doesn't deserve a 4-star rating.<U+B200>Excellent location and interesting concept of an eco resort.Stayed in October 2017"
"211","Qatar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°I liked the pool.¡±","<U+B198>The resort looks old.<U+B200>I liked the pool.Stayed in October 2017"
"212","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night","4.6","¡°Not value for money.¡±","<U+B198>The bed, bathroom size and pricing for what the hotel offered.<U+B200>Swimming Pool was good.Stayed in October 2017"
"213","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.2","¡°Ok¡±","<U+B198>Room is in a quite bad condition<U+B200>The staffStayed in October 2017"
"214","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Roof Garden Suite Queen<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°e<U+009F><U+0091><U+008C>¡±","<U+B200>Great view, hotel pool was excellent.Stayed in October 2017"
"215","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°It was pleasant¡±","<U+B198>The egg!! Too moist<U+B200>Love the smooth booking!Stayed in October 2017"
"216","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Awesome time¡±","<U+B198>None<U+B200>Eco friendly conceptStayed in October 2017"
"217","Singapore","<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.2","¡°Location¡±","<U+B198>Service, room deco and facilities. Ants infested the room and toilet is very crampy. No hooks for clothes at all. Deco is horrible. Solid surfaces color chosen is disgusting and severely discolored. Lamination for walls make the look of toilet unsightly. <U+B200>LocationStayed in October 2017"
"218","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°wonderful resort. will visit again but request better cleanliness¡±","<U+B198>As soon as I checked in, i decided to prepare a coffee and when I opened the drawer containing the coffee cups I found ants in the coffee cups drawer. The previous guests may have dropped milk powder in the drawer while preparing their tea/coffee but the resort should have cleaned it up properly before the next checkin. Otherwise this is a good property and my stay here was wonderful<U+B200>good location, great pool area, absolutely wonderful and smiling staff personnelStayed in October 2017"
"219","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°Chill stay!¡±","<U+B198>There should be a shower area for people to rinse themselves before going in and after getting out of the pool. Otherwise, people from the beach would just be washing themselves in the hotel pool.<U+B200>Swimming pool is long and spacious. The pool slide is great!The croissants are crispy and great too!Stayed in September 2017"
"220","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Wonderful stay¡±","<U+B200>I like it because it's a Eco resort. I like the idea of using ionised salt to clean the pool instead of chlorine. I also like the fact that they employ young adults with special needs, giving them a chance to be independent. I will definitely stay there again.Stayed in October 2017"
"221","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights","3.3","¡°never again siloso beach resort!¡±","<U+B198>room was dirty and obviously not thouroughly cleaned for long time. breakfast restaurant was not clean. sticky tables. ants on clean plates and in forks/knives.we checked out before time and found other hotel. price high due to holiday and resort seem to capture the opertunity for business. this price level should never happen for resort of this low standard.<U+B200>pool was niceStayed in October 2017"
"222","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Location ¡±","<U+B198>Location too as it a party loud weekend <U+B200>Location Stayed in September 2017"
"223","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night","7.9","¡°wonderful swimming pool¡±","<U+B198>room a bit worn<U+B200>wonderful swimming poolStayed in October 2017"
"224","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.6","¡°No idea¡±","<U+B198>Room<U+B200>Swmming poolStayed in September 2017"
"225","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.4","¡°Need to improve staff & services ¡±","<U+B198>Need renovation <U+B200>Good location Stayed in October 2017"
"226","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Family orientated premise with great staff rapport esp the...¡±","<U+B200>Family orientated premise with great staff rapport esp the nice Uncle that greeted us with beautiful energy at the entrance to our breakfast Beautiful eco friendly environment , pool n surrounding Memorable family bonding timeStayed in September 2017"
"227","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","8.8","¡°Lovely Eco resort that is family-friendly as well.¡±","<U+B198>Overall cleanliness in the common areas could be improved. Few more vegetarian options could be included in the dinner fare.<U+B200>Check-in process was quick. The room was clean and the staff was courteous all through. The swimming pool was great. The breakfast spread was pretty decent. We also had some rice and noodles for dinner, and they were very tasty!Stayed in September 2017"
"228","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","3.3","¡°Don't go there!!!!¡±","<U+B198>Worst hotel I've stayed in!!! When we checked in late it would have been nice of the staff to assist us to our room instead of ponting especially as it was pitch black! I'm aware that many of the staff have learning difficulties which is excellent equal opportunities but utilise the staff appropriately not make them even more vulnerable by placing them within the firing line The breakfast was outrageously bad, just couldn't eat it, it was like taking part in the bush tucker trial on 'I'm a celebrity get me outta here'Booking.com should seriously disassociate themselves from this hotel, it's just DIRTY and I'm not sure how the place is still open someone should tip off the inspectors to visit the place!!<U+B200>Nothing!!!! The place was a hell hole!! Checked in at 10pm and checked out at 10am the next dayStayed in September 2017"
"229","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Rusted metals in the pool¡±","<U+B198>Rusted metals in the poolStayed in September 2017"
"230","Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Location is great.¡±","<U+B198>Some staff<U+B200>LocationStayed in September 2017"
