"","nationality","tags","score","content","content_detail"
"118","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","6.7","¡°Beautiful hotel but lacks personal feel¡±","<U+B209>very crowded and busy. Looks like airport all the time. <U+B207>poolStayed in December 2017"
"119","Switzerland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Pool with a hotel¡±","<U+B209>Too few lifts. Sometimes it takes 20 mins to get to the pool.<U+B207>Amazing pool. Good restaurants. Proximity to shopping and tourist attractions.Stayed in December 2017"
"120","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","9.2","¡°the Staffs were very helpful.¡±","<U+B207>the Staffs were very helpful. they don't exchange CHF  to SGD at the receiption , but the manager did for me although bit lower rate compare the bank.Stayed in December 2017"
"121","Spain","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Piscina impresionantes¡±","<U+B207>Piscina impresionantesStayed in December 2017"
"122","Switzerland","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Room was not well cleaned¡±","<U+B209>Room was not well cleanedStayed in December 2017"
"123","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Suite (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Being upgraded to a bigger suite than we booked was a...¡±","<U+B207>Being upgraded to a bigger suite than we booked was a brilliant Christmas surpriseStayed in December 2017"
"124","South Korea","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Christmas in Singapore¡±","<U+B209>Casino doesna<U+0080><U+0099>t allow me to win games<U+B207>Everything is awesomeIncluding casino, this hotel will make your trip great.Stayed in December 2017"
"125","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Good and wonderfull stay¡±","<U+B209>Expensive<U+B207>Realy nice view and good serviceStayed in December 2017"
"126","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Sky View<U+2022> Stayed 2 nights","9.6","¡°Great!¡±","<U+B207>Infinity pool was amazing!Stayed in December 2017"
"127","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 4 nights","9.2","¡°Iconic hotel of Singapore¡±","<U+B209>The pool was very crowded<U+B207>The hotel staff are very friendly, the rooms were clean and it was easy to get around. The hotel is linked to a mall with great food and shopping.Stayed in December 2017"
"128","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room (3 Persons) <U+2022> Stayed 1 night","9.6","¡°The best waste of money ever.¡±","<U+B209>The price of the food.<U+B207>The pool was amazingStayed in December 2017"
"129","Japan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Harbor View Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","10","¡°Epic trip thanks to an epic hotel!¡±","<U+B209>N/A<U+B207>Epic trip thanks to an epic hotel!!!Stayed in December 2017"
"130","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Just a dream hotel¡±","<U+B207>Just a dream hotelStayed in December 2017"
"131","Pakistan","<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.3","¡°We love to stay in marina bay especialy for the casino¡±","<U+B209>No muslim shower in the washroom<U+B207>We love to stay in marina bay especialy for the casinoStayed in December 2017"
"132","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Premier King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Everything was perfect.¡±","<U+B209>That we i called to have a baby cot they told me that they dont have and they will but me on waiting list and i didnt got it. I wad surbrised that much big hotel and they dont have enough baby cots.<U+B207>Everything was perfect. The view was amazing The room is cleanStayed in December 2017"
"133","Sri Lanka","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights","9.6","¡°If i get another chance, first place i would be visiting to is Marina Bay Sands¡±","<U+B209>Nothing<U+B207>EverythingStayed in December 2017"
"134","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°I you have a chance do it once¡±","<U+B209>Pool water a bit cold<U+B207>Pool and close to the mallStayed in December 2017"
"135","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Spectacular¡±","<U+B209>It is expensive<U+B207>Spectacular views & access to the Bay Gardens.Stayed in December 2017"
"136","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Good experience ¡±","<U+B207>Swimming pool Stayed in December 2017"
"137","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Harbor View Room<U+2022> Stayed 3 nights","7.5","¡°Convenience but not world the value¡±","<U+B209>Concierge counter staff show impatience face when we asked for the map to show the location check in process very slow although the registration form for guests was all submitted in advance via email.<U+B207>Infinity poolSky decknear to shopping malleasy to find foodsStayed in December 2017"
"138","Sweden","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights","9.6","¡°Great 2-night stay at the Marina Bay Sands¡±","<U+B209>The only downside to this hotel is the steep price. You can easily find another 5 star hotel in the area for half the price of this one.... but that infinity pool is unmatched!<U+B207>ahhhh the Marina Bay Sands. My wife and I will definitely remember this as one of the best hotels we've ever stayed in. It's mesmerizing from the outside as well as inside. The room itself is super clean and spacious, and if you're there on honeymoon you get a couple of extra surprising perks that make your stay even more enjoyable. Of course the best thing about this hotel is the infinity pool on the 57th floor - even if it's a bit chili to get in at first, it's all worth it as you'll have an outstanding view of the city from there. If you like (high end) shopping, there's a huge mall right outside the hotel, where you will also find some decent restaurants - we personally recommend Din Tai Fung - a Chinese restaurant that won't disappoint. The staff at the hotel are super friendly and helpful. While choosing a room to book, keep in mind that the harbor view rooms have a small balcony, while the city view rooms do not, and the premium rooms have a larger bathroom (with bathtub) than the deluxe rooms. We will definitely stay again!Stayed in December 2017"
"139","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°It was a nice experience but not worth the money we paid.¡±","<U+B209>The staff were a bit rude, tried to put us on a no view floor when thata<U+0080><U+0099>s not what we booked. The toilet clogged up, the beds were very hard and everything in the hotel was unnecessarily overpriced.<U+B207>The pool was excellentStayed in December 2017"
"140","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°The check- in & check out staff at the front desk...¡±","<U+B209>Call the phone service using the hotel room phone and request for 1 more hotel access card for room lighting and air-con due to I got 2 access card, me and Wife is going SkyPark for a swim ( FYI. each person need 1 hotel card for accessing the sky pool) . I got a guest that come and find me with 1month plus new-born. So I request for a card. The customer service staff said I need to pay $100 for the card. He is not helping me solving the problem. In the end I need to go down to bring my mum up to the room then after that me and my wife go up SkyPark then I need to come down room again to pass my Wife access card for light and air-con. And I need to go up again. . End of my swim I need to go down my room to take the access card again. . . I pay 900plus SGD for a night and I feel like a clown walking up and down the hotel. Suggestion have some spare room card which only insert for the room for light and air-con. Which cana<U+0080><U+0099>t access to the SkyPark. .<U+B207>The check- in & check out staff at the front desk service is great, friendly and courteous.Stayed in December 2017"
"141","Belgium","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Book only once, second time is a bit boring¡±","<U+B209>You pay for the view, the rest - room, pool, amenities, good service etc - could be found for a far better price.<U+B207>Views through windows are amazing. We stayed in the room with the city view. Room is spacious with all basic amenities. Access to the infinity pool is a great bonus.Stayed in December 2017"
"142","Oman","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Highly recommended and a great introduction to Singapore¡±","<U+B209>Difficult to answer<U+B207>The vIews and bakery were awesome. The lifts were great and the express checkout. The sky park was excellent.Stayed in December 2017"
"143","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.0","¡°Location¡±","<U+B209>Operation system was not good<U+B207>LocationStayed in December 2017"
"144","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Everything except the car park.¡±","<U+B209>Stayed at Tower 3. Car park is quite a distant away, unless you dona<U+0080><U+0099>t mind valet. And you have to go over to Tower 1 to get the car park redemption coupon as they dona<U+0080><U+0099>t have it at the counter near tower 3.  So quite a hassle to walk back and forth. Not halal food at hotel, but not a big issue as there are halal places at the nearby mall.<U+B207>Everything except the car park. Even the housekeeping was excellent, absolutely flawless!Stayed in December 2017"
"145","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.4","¡°One time experience¡±","<U+B209>Very expensive for anything<U+B207>Spectacular architecture and pool areaStayed in December 2017"
"146","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Perfect hotel and location nice.¡±","<U+B207>Perfect hotel and location nice. View is magic!Stayed in December 2017"
"147","Sri Lanka","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Swimming pool¡±","<U+B209>No biday showers in the room toilet<U+B207>Swimming poolStayed in December 2017"
"148","South Africa","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","10","¡°Excellent location.¡±","<U+B209>Breakfast wasn't included when booking via booking.com. yet price was high.<U+B207>Excellent location. Close to most tourist attractions and malls. Beatiful views of the botanical garden and the sea behind it from 10th floor room.Stayed in December 2017"
"149","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°The view from the room was fantastic and the swimming pool was amazing!¡±","<U+B209>There was no bath<U+B207>I love the towel arts from its staffStayed in December 2017"
"150","India","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Not exactly value for money, there are better hotels per se in Singapore¡±","<U+B209>checking in was a breeze at 8am but later in the day i saw long queues.The checkout queues were even longer..but thanks to the express checkout, i filled my form and dropped in the box.But, it can lead to some contentious charges later on.Thankfully, my biling has been spot-on.The lobby was not at all i expected of The MBS..interiors could have been as good as the awe inspiring facade.<U+B207>Very knowledgeable and professional staff...Stayed in December 2017"
"151","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°overall good experience and stay¡±","<U+B198>The time taken at checkin counter.  It took a lot of time. And only room guest are allowed to go to infinity pool for free. Rest all other entertainment are chargeable separately. in spite we pay such a big amount for room. Hotel guest should be allowed complementary for such entertainment.<U+B200>Room was good and nice. The view from 44 level room was great.room was spacious and bathroom was also super spaciousStayed in December 2017"
"152","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Excellent¡±","<U+B198>Cost<U+B200>PoolStayed in December 2017"
"153","Macedonia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°10 star property!¡±","<U+B200>10 star property!Stayed in December 2017"
"154","Sri Lanka","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Everything ¡±","<U+B200>Everything Stayed in December 2017"
"155","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°The pool¡±","<U+B198>The power cut ( twice) in our room<U+B200>The poolStayed in December 2017"
"156","Switzerland","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Beyond my expectations¡±","<U+B198>Nothing!<U+B200>Blissful stay! I liked everything. My room was spectacular, staff was kind and attentive, the swimming pool was amazing! Location top notch! Highly recommendStayed in December 2017"
"157","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Bed was a little too hard¡±","<U+B198>Bed was a little too hardStayed in December 2017"
"158","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Club Room King City View<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Great Time at the Heart of Singapore but Dodgy Concierge ¡±","<U+B198>Dodgy Concierge Sending us all d way to Newton Food CourtWhich cost 15 SGD one wayalso At Newton Food Court we were passed the Tourist menu ended up paying 98 SGD got some food that should have been 30SGD max The concierge should have told us about d 24hrs Food Court in Shoppes Price was normaland we only walked to the food court not impressed<U+B200>LocationFoodFriendly Reception StaffStayed in December 2017"
"159","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Club Room King City View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Memorable stay¡±","<U+B198>Breakfast spread could have been better<U+B200>Location, ease to check in and check out. Friendly staff.Stayed in December 2017"
"160","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Super stayed at Marina bay¡±","<U+B198>Nothing .<U+B200>Everything was good . Infinity e<U+009F><U+008F><U+008A>a<U+0080><U+008D>a<U+0099><U+0082><U+00EF><U+00B8><U+008F> pool e<U+009F><U+008F><U+008A>a<U+0080><U+008D>a<U+0099><U+0080><U+00EF><U+00B8><U+008F>, sky desk , shopping mall and almost everything is near by marina bay hotel .Stayed in December 2017"
"161","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Perfectly placed to explore Singapore, great hotel, great amenities and very efficiently run¡±","<U+B198>It was a massive hotel - you miss the more personal individual touches a smaller hotel can give<U+B200>Very efficiently run hotel.Stayed in December 2017"
"162","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room (3 Persons) <U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Amazing¡±","<U+B198>Only thing was a bit annoying WiFi goes off after 24 hours so gave to log on again. And cups could be bigger in rooms<U+B200>Room great, pool Fantastic, location great. Only thing was a bit annoying WiFi goes off after 24 hours so gave to log on again. And cups could be bigger in roomsStayed in December 2017"
"163","Bulgaria","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Great view, fun swimming pool.   Furnishing should be more luxurious for the money you pay.¡±","<U+B198>Furnishing and design was more ""minimalistic"" and ""bauhaus"" than expected for the money being paid. For the rating it has and the fame, the hotel needs to invest a bit more in making it more luxurious.<U+B200>View and swimming pool.Stayed in December 2017"
"164","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Deluxe King Harbor View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.8","¡°Stressfull¡±","<U+B198>Overpriced. Then received a huge bill a day after checking out for charges I wasn't aware of and for room service I didn't order! Not impressed at all. Hard to resolve the issue!Stayed in December 2017"
"165","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Suite<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Exceptional¡±","<U+B200>free upgrade!Stayed in December 2017"
"166","Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Fabulous¡±","<U+B198>N-o-n-e<U+B200>EverythingStayed in December 2017"
"167","Mauritius","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Extravagante with a wow effect¡±","<U+B200>Obviously the facilities such as the infinity pool that was only for hotel guestse<U+009F><U+0098><U+0083>Stayed in December 2017"
"168","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier King Garden View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Delightful! Highly recommend this hotel - it is top end luxury.¡±","<U+B200>Infinity pool is the best. Garden view is very pleasant at night.Stayed in December 2017"
"169","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°As good as expected¡±","<U+B198>Service is a little impersonal and I felt a definite drop once I had checked out.<U+B200>Everything you would expect. The view is wonderful and the pool is lovely. Get up early to use the pool without as many people (but it was never overcrowded). The sunrise is also spectacular.Stayed in December 2017"
"170","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Premier Twin City View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Wonderful = Marina Bay Sands ¡±","<U+B198>Nothing to dislike. <U+B200>Everything worked.  From the lobby to the restaurants to our room, it is very well designed.Stayed in December 2017"
"171","United Arab Emirates","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room (3 Persons)<U+2022> Stayed 1 night","6.7","¡°Access to the infinity pool is the only reason to stay here¡±","<U+B198>Too big, felt like we were staying in an airport terminal. Didn't feel the service was 5-star in general, most likely because of the number of guests making it less intimate and exclusive like other 5-star properties.<U+B200>The infinity pool is the highlight of this hotel - and the only reason one should book here.Stayed in December 2017"
"172","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Suite City View<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Could be better¡±","<U+B198>Staff and the crowd- typical tourist and casino hotel. So if you not high roller I believe service will be poor.<U+B200>The rooms and MRT below. Facilities is good but crowded!Stayed in December 2017"
"173","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Great location¡±","<U+B200>Great locationStayed in November 2017"
"174","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Long queue for check in¡±","<U+B198>Long queue for check inStayed in December 2017"
"175","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Special Offer - Premier Twin City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Bed very comfortable, staff extremely friendly and efficient...¡±","<U+B198>Spago bar staff a little abrupt, but waitresses were excellent<U+B200>Bed very comfortable, staff extremely friendly and efficient, pool superbStayed in December 2017"
"176","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room (3 Persons)<U+2022> Stayed 1 night","10","¡°Fantastic¡±","<U+B198>NOTHING<U+B200>EVERYTHING.  THE PLACE IS INCREDIBLEStayed in December 2017"
"177","China","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Suite<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Early check in was possible¡±","<U+B198>Felt it was a little bit crowded (pool / lounge / restauranrs)<U+B200>Early check in was possibleStayed in December 2017"
"178","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Great experience ! Don't miss ¡±","<U+B198>Only thing I didn't like was changing the lifts Everytime for pool n deck - try staying above 34 floors to avoid this .<U+B200>Love d place ,pool n d experience. All my future trips I m surely staying more . Don't miss visiting Ce La Vi and observation desk - free for guests.Stayed in December 2017"
"179","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Enjoyable¡±","<U+B198>The pool was to busy Screaming kidsStayed in December 2017"
"180","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.9","¡°wonderful holiday experience¡±","<U+B198>tv is broken<U+B200>view and location.Stayed in December 2017"
"181","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Twin City View Room <U+2022> Stayed 1 night","10","¡°It was completely brilliant.¡±","<U+B200>Everything! I paid extra for collection from the airport and it was worth every penny!Stayed in December 2017"
"182","Hong Kong","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Must stay once in life¡±","<U+B198>Expensive<U+B200>Room with balcony is large. Swimming pool and Skypark are greatStayed in November 2017"
"183","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Worth a visit, amazing pool and views but expensive¡±","<U+B200>Worth a visit, amazing pool and views but expensiveStayed in December 2017"
"184","Jersey","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Even for one night you should stay here for the experience ¡±","<U+B198>Nothing <U+B200>What couldn't you like? The pool view is phenomenal and the staff and rooms are amazing. Great experience for one nightStayed in December 2017"
"185","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 3 nights","6.3","¡°The rooms are comfortable.¡±","<U+B198>Poor service.  Too many people.  It's like staying in a shopping centre. Food and drinks too expensive for what you get.<U+B200>The rooms are comfortable.  The pool view is stunning but that soon wears off with the quantity of people.Stayed in December 2017"
"186","Poland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night","9.6","¡°Amazing hotel, worth every penny!¡±","<U+B198>They could include free spa for the price of the room;)<U+B200>Amazing place. The room are in excellent condition: big and clean, with amazing mirror on the wall. They provide all the necessary stuff like tea, coffee and more like toothbrush and toothpaste. We booked a room with a garden view and it was beyond our expectation.Infinity pool is amazing!Staff is very friendly and proffesionalStayed in December 2017"
"187","Spain","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.3","¡°Not what we expected for such an expensive hotel¡±","<U+B198>Slow check in. Slow and confusing lifts. Too crowded, felt like a busy shopping mall or train station. Inefficient room service.Stayed in December 2017"
"188","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 3 nights","10","¡°Marvelous and unmatched!!!¡±","<U+B200>Pool areaStayed in November 2017"
"189","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Fantastic experience¡±","<U+B198>Food costs for the evening buffet were a little higher than expected and no complimentary alcohol. A glass of wine or one beer to accompany your meal, would have felt a little bit more value for money . But food was good.<U+B200>The hotel pool and staff were amazingStayed in December 2017"
"190","Malaysia","<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Happy¡±","<U+B198>Service slow due to staff shortage ..we took 1 hr to check in ..<U+B200>Top floor view ..and the poolStayed in December 2017"
"191","Japan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°great stay!¡±","<U+B198>no bath tub in the room, no cotton swab.<U+B200>infinity poolStayed in December 2017"
"192","South Africa","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Food options ridiculously expensive in hotel and complex¡±","<U+B198>Food options ridiculously expensive in hotel and complexPool music too loudStayed in December 2017"
"193","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night","9.2","¡°disappointed¡±","<U+B198>they should check the details before upgrade the client.<U+B200>the suite they offer to upgrade me was not ready to serve. very disappointed.Stayed in December 2017"
"194","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Awesome¡±","<U+B198>I didn't like the way that they didn't have hair dryer in the bathroom and the plug was very annoying. I had to use the plug next to my bed and the mirror was farther than the cord. Came out few times.<U+B200>I would recommend this Hotel to anyone. Very beautiful and easy to get around. The pool in top is amazing. Pictures won't do justice. You can't experience that unless you are staying at this Hotel. Very strict and won't let you see it unless you are guest. Either way you choose your room it's amazing views. Ask either garden view or city view, the higher floor the better view. The coffee shop in the lobby by tower 3 has the best pastries and coffee.Stayed in November 2017"
"195","Qatar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin City View Room <U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.4","¡°i wouldna<U+0080><U+0099>t go there again¡±","<U+B198>foodstaffpricefacilities cleaness<U+B200>location and would he viewStayed in December 2017"
"196","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Important tick on my a<U+0080><U+009C>Bucket Lista<U+0080><U+009D>¡±","<U+B198>The fact that I had to leave.<U+B200>The Mount Everest of HotelsStayed in December 2017"
"197","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Unforgettable and memorable¡±","<U+B198>Nil<U+B200>NilStayed in December 2017"
"198","Thailand","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Sky View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°This is definitely a must to visit at least once in a life time¡±","<U+B200>The room service amazing. Breakfast at Adrift the best ever e<U+009F><U+0092><U+0096>Stayed in December 2017"
"199","Thailand","<U+2022> Business trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°beautiful hotel ¡±","<U+B200>lovely hotelStayed in December 2017"
