"","nationality","tags","score","content","content_detail"
"266","New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Room<U+2022> Stayed 1 night","10","¡°-¡±","<U+B198>-<U+B200>-Stayed in September 2017"
"267","New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 7 nights","9.6","¡°It is very central and there is a larg restraunt area just...¡±","<U+B198>Watch out for extra charges when booking in, ours was over $200 also they charge your credit card $400 rather than holding the number in case of damage can take up to 8 days for credit to come through<U+B200>It is very central and there is a larg restraunt area just across the road,bed was the best we had over 7 week trip so much to see in this city but found it so much cheaper to eat out than what hotel charged.The pool area was of the highest standard they let you diveStayed in August 2017"
"268","Ireland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","8.8","¡°Amazing breakfast and nice room!¡±","<U+B198>A little far from the metro stations (2 closest to the hotel), maybe a 10-15 minute walk.Taxes were charged on top of the price we got from booking.com so be aware as it added quiet a lot to our final bill.<U+B200>Breakfast is amazing, lots of choice, even chicken wings!!Really comfy bed and very modern room.Handy phone provided with free calls, internet and maps to use outside for the day.Pool area is great.Hotel allowed us to get a shower in the evening before we left for the airport.Stayed in August 2017"
"269","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights","8.3","¡°perfect family getaway!!¡±","<U+B200>Breakfast was awesome! the best breakfast in our whole trip :)Stayed in August 2017"
"270","Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Almost everything was nice, the pool is perfect thing...¡±","<U+B198>Too expensive breakfast - 56sgd per person per night is not reasonable<U+B200>Almost everything was nice, the pool is perfect thing considering those hard weather conditionsStayed in August 2017"
"271","Spain","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°Great pool, great breakfast.¡±","<U+B198>Not big issues. Upgrade rooms are great, wonder how are standard ones??<U+B200>Great pool, great breakfast. Renovated romos are excellent, but you need to upgrade vs standard rooms. Great sleep. Nice complementary second drink in the pool.Overall a very good experience. Wlaking distance from the center despite Singapur humidityStayed in August 2017"
"272","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Superb¡±","<U+B198>My room far from lift<U+B200>Everything!Stayed in August 2017"
"273","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","9.2","¡°Pleasant stay, convenient location¡±","<U+B200>Room was clean, modern and massive - especially the bed. Also comes with a smartphone you can take out and use for free - this is really useful for maps etc.Rooftop pool is awesome - great view, especially at night!Stayed in August 2017"
"274","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 7 nights","9.2","¡°Excellent, near to all major attractions, food was exceptional and Staff were just great, friendly¡±","<U+B198>View from the Club Rooms look on to high rise which is unfortunate but understandable<U+B200>Orchid Club was well worth the extra expense for Food & Beverage throughout our stay. And the Club Rooms with the Balcony are niceStayed in August 2017"
"275","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Liburan¡±","<U+B200>Location and upgradeStayed in August 2017"
"276","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°A great hotel with luxury rooms & a fantastic pool. Can't wait to go back!¡±","<U+B200>We really enjoyed our stay at the Park Royal. The rooms were not ready when we arrived (11am) which we knew was going to be the case however we were told to go to the 4th floor, freshen up using facilities there and make full use of spa, gym and pool. The outdoor pool is lovely with good view of the surrounding areas and a lovely pool bar. Our room was beautiful, clean and very comfortable. Lovely bathroom with great commodities- everything you need for a stay in Singapore. We didn't have breakfast there as lots of great places to eat in surrounding areas. Close to the MRT which is he best way to get around. Staff are helpful and very pleasant. We had a great time here and look forward to returning.Stayed in August 2017"
"277","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Great¡±","<U+B198>TV reception is bad. local TV channels are all in black and white.<U+B200>Location is good. room is spacious. toilet is clean with marble tiles! :)Stayed in August 2017"
"278","Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","8.8","¡°Decent and very comfy stay.¡±","<U+B198>I was just thinking that a wheelchair bound person would've had problems to be mobile in the hotel as there were stairs leading up to the entrance and bathtub in my room.<U+B200>The buffet breakfast, friendly and helpful staff, the bed was amazing. Access to the picturesque Haji Lane and Arab St with many eateries just across the street.Stayed in August 2017"
"279","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°so - so¡±","<U+B198>The balkony is useless, cannot smoke<U+B200>Close to restaurantStayed in August 2017"
"280","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Pillows could have been firmer¡±","<U+B198>Pillows could have been firmerStayed in August 2017"
"281","Taiwan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","4.2","¡°Poor staff coordination caused the room card to be canceled. Very bad travel experience.¡±","<U+B198>The bed is too high and the toilet is too low. Unsafe for children, and difficulty to the elder people.<U+B200>NoneStayed in August 2017"
"282","Australia","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Wonderful¡±","<U+B198>Nothing<U+B200>Staff very helpfulStayed in August 2017"
"283","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Comfortable stay and great service¡±","<U+B198>Didn't enjoy eating dinner in the Chinese restaurant in the hotel. Way overpriced (despite using a voucher I'd received from the hotel) - jasmine tea cost nearly $7AUD. And the food was pretty mediocre for what I'd expect from Singapore.<U+B200>Lovely rooftop pool and fitness facilities which was great as I wanted to sunbathe during the day. Super comfy (and spacious) bed and room with all the mod cons. Buffets breakfast was amazing - so much choice of different foods!Stayed in July 2017"
"284","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Exceptional hotel ¡±","<U+B200>Amazingly helpful club room staff. Beautiful pool , excellent locayionStayed in August 2017"
"285","United Kingdom","<U+2022> Leisure trip<U+2022> Family with older children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Great spot for a relaxing stopover ¡±","<U+B198>My only small gripe is the sizeable deposit I had to pay on arrival was more than my final hotel bill. It then takes another 3 - 5 days after checkout for the deposit to be returned. I would much prefer to have paid for the room upfront, and then any extras later, rather than messing about with paying a deposit, and then the bill!<U+B200>I was so impressed with this hotel that I have booked to stay here again next time I'm in Singapore. From start to finish, the staff were friendly and helpful. There was a small mix up with my accidentally being charged a mini bar bill, when I hadn't used the mini bar and they sorted it out with no problems. The pool is fantastic and a lovely spot to rest and relax in Singapore's humid climate. The hotel is situated very near Arab Street with its mix of hipstery spots for food and drink. The hotel breakfast buffet was also delicious and extensive. We particularly enjoyed the lotus pao! Rooms were clean and comfortable, and we had an excellent few night's sleep here.Stayed in August 2017"
"286","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","9.6","¡°Orchard club was fantastic especially the drinks and nibbles...¡±","<U+B200>Orchard club was fantastic especially the drinks and nibbles in the eveningsStayed in August 2017"
"287","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","10","¡°Nice Hotel¡±","<U+B198>-<U+B200>Nice HotelStayed in July 2017"
"288","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 4 nights","8.8","¡°I will return to this property without hesitation.¡±","<U+B198>I missed having a face cloth set out with the towel set.<U+B200>Great pool area. Fabulous roomy gym with a wonderful outlook. The handy mobile phone was a great bonus. The location was excellent.  If you cross the road on the over bridge it is right where you can catch one of the double decker hop on hop off buses.  By memory the red line.  Check it out it's a great way to see the city, with seven different routes.Stayed in August 2017"
"289","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°Overall a very nice stay.¡±","<U+B198>The room service food, i ordered pasta one night and it arrived cold.<U+B200>Bed was big and very comfortableStayed in August 2017"
"290","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","3.8","¡°Swimming location was good and Manager who looked after us...¡±","<U+B198>Room cleanliness was not up to the mark and some of the staff behaviour require some training in terms of customer interaction and interpersonal skill. Also breakfast options were very limited and staff was not very keen to look after customer needs.<U+B200>Swimming location was good and Manager who looked after us was nice. We booked this hotel for two night. The room given to us on First night was terrible even though it's category was deluxe room. I told Concerige to clean the room next day as per the normal cleaning and it was not cleaned at all. I was very angry to see it and ask them to upgrade my room which they did and we were pleased with the new room. Manager at the property was very nice which addressed our concern on time.Stayed in August 2017"
"291","Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°Reasonable stay¡±","<U+B200>Room size, hospitality were amazing, breakfast was also good!Stayed in August 2017"
"292","Philippines","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°I loved their Banana Muffins and Cheese Tofu for breakfast!¡±","<U+B198>It was quite a distance to the nearest train station.<U+B200>I loved their Banana Muffins and Cheese Tofu for breakfast!Stayed in August 2017"
"293","Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°The room temperature is too warm.¡±","<U+B200>The room temperature is too warm.Stayed in August 2017"
"294","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°A Great Stay¡±","<U+B198>The room was a bit dated....light fittings and switches especially. The air freshener in the lobby was overpowering.<U+B200>Great pool area. Taxi was always handy and easy to get. Could walk to transport and shops. Breakfast was the best variety we've had.Stayed in August 2017"
"295","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°No halal food¡±","<U+B198>Can accomodate halal food for muslim<U+B200>No halal foodStayed in August 2017"
"296","Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Room was spacious¡±","<U+B200>Room was spaciousStayed in August 2017"
"297","New Zealand","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","7.5","¡°Comfortable stay¡±","<U+B198>The facility need s a bit upgraded.<U+B200>The bed was quite big and comfortable.Stayed in July 2017"
"298","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.7","¡°I had booked a room for 3 days a delux double room and I...¡±","<U+B198>I had booked a room for 3 days a delux double room and I checked in 1 day later and they gave me 2 single bed room which I had not bookedStayed in July 2017"
"299","Malaysia","<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Nice hotel and the second times I stay in¡±","<U+B198>Nothing<U+B200>Nice hotel and the second times I stay inEasy to exist or walk to throughout others place likes, bugis junctionand alot moreStayed in July 2017"
"300","Belize","<U+2022> Solo traveller<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°I attended a trainingvourse at the resort and sll facilities were avsilable and fully operational.¡±","<U+B198>Not applicable<U+B200>The staff were quite attentive and the focus was comfort of customers.Stayed in July 2017"
"301","Sweden","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","7.9","¡°Amazing breakfast, comfortable rooms for a fair price¡±","<U+B198>The bed was a bit stiff.<U+B200>Superb breakfast and very helpful staff. The pool area on the roof was nice and the gym and steam-sauna, fantastic. Comfortable and clean rooms.Stayed in August 2017"
"302","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.2","¡°Door Slamming Hotel¡±","<U+B198>Great Hotel, professional staff, spacious rooms, soft big beds, all DESTROYED BY HEAVY DOORS THAT ARE AUTOMATICALLY PULLED BACK BY AN ARM so that if not interrupted by the considerate guest THEY ALWAYS SLAM. Inconsiderate guests who slam them anyway turn that into a shotgun level of noise. A hotel of this quality usually has a pneumatic type arm that RETURNS THE DOOR AT ITS OWN SLOW SPEED TO SETTLE GENTLY and which just cannot be slammed. You could be lucky and get considerate neighbours, or you get could jolted awake anytime and many times, until you lay awake for hours expecting the next one.<U+B200>The Pool is excellent, wide and at about 20 metres is long enough to swim laps in.Stayed in August 2017"
"303","Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","2.5","¡°Never go there. Poor service and will ruin your mood.¡±","<U+B200>Terrible service from check in officer.Stayed in July 2017"
"304","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Friendly hotel good for business or holiday¡±","<U+B198>The hotel could improve its white wine selection,One choice is not enough, perhaps add An Australian Chardonnay.Also the staff struggle with the sheet & blanket Request for bed covers.<U+B200>The staff are very helpful, we totally enjoyed the club room. Fantastic staff up there from all the girls on the counter to Alan who served breakfast. The omelette cooked by Kha the chef was the best I have ever had.I also love the area with Arab street & china town near by, we also enjoyed little India.Stayed in August 2017"
"305","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights","8.8","¡°Good service with a smile from the staffs makes the stay...¡±","<U+B198>The view wasn't great because we're given the 2nd level, kind of looking at the roof of the hotel shelter. I can tell that occupancy rate was full. Can't blame them for the view tho.<U+B200>Good service with a smile from the staffs makes the stay pleasent. ;)Was given free upgrade. My little girl enoyed her birthday staycay, the swimming pool & love the night at the hotel in which our room & toilet are clean.Location was good. Walking distance from the MRT (Bugis station), bustop & u can locate food outlets/cafes (U should try OVERRUN chendol ice cream!) /shopping center (Bugis Junction & Bugis +) nearby.Stayed in July 2017"
"306","Spain","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","8.3","¡°- Nice location ¡±","<U+B200>- Nice location - Good serviceStayed in August 2017"
"307","Hong Kong","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Excellent! Would recommend to friends.¡±","<U+B200>The room was very clean and the bed was extremely comfy.Stayed in August 2017"
"308","Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Very comfortable hotel¡±","<U+B200>Comfortable roomsVery nice breakfastStayed in August 2017"
"309","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Hidden hotel for relaxing¡±","<U+B198>Didn't allow me to late check outNot so kind receptionist when i called and ask sth via room phoneDoor noise whenever the neighbors of the room opened and shut the doorJust provide lack of bathroom towels but fair enough since it is 4star hotel<U+B200>Extraordinary nice bedding sheetsWide and deep spacious outdoor poolExceptionally kind staffs at concierge Breakfast not badNear Arab street where there are very kind spotsStayed in August 2017"
"310","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°The location¡±","<U+B200>The locationStayed in August 2017"
"311","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Good hotel.¡±","<U+B200>Bed is good. But the pillows too soft.Stayed in August 2017"
"312","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","8.8","¡°The fragrance in the common area¡±","<U+B198>The fragrance in the common areaStayed in July 2017"
"313","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°A breeze total stress free great service¡±","<U+B198>Nothinga<U+B200>Great staff great service nothing was to much trouble got looked after like a king will be backStayed in August 2017"
"314","Ireland","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°good location for a city hotel¡±","<U+B198>We had noise disturbance the first night,from the rooms around ours, we made a complaint to a member of staff at the front desk the next day, she told us we would be contacted regarding it. We went to another member of staff at the front desk later in the day and she seemed to know nothing about it. Eventually the manager came to speak to us and said the rooms around were vacated so there should be no more noise. The rest of the stay was quiet. Our travelling companions at the other end of the same floor also had a different noise disturbance which was also complained about by other guests.<U+B200>It has a good location near 2 MRT stations and right across the road from the Kampong Glam area and Haji street. It has a nice pool area we had some drinks there but didn't use pool itself.Stayed in July 2017"
"315","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°The staff are helpful and nice.¡±","<U+B198>Inconvenient for those carried baby trolley.The hairdryer is broken in my room.<U+B200>The staff are helpful and nice.5mins walk to MRT Bugis Station and 10mins to Bugis street.Stayed in August 2017"
"316","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Excellent week¡±","<U+B198>Free airport shuttle<U+B200>The free phone was an excellent bonusStayed in July 2017"
"317","Hong Kong","<U+2022> Business trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Return visitor & as good as always!¡±","<U+B200>Exec floor service & lounge excellent !Good size pool.Stayed in August 2017"
"318","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","3.8","¡°Worst staycation ever been stay.¡±","<U+B198>Staff not well trained not even being welcoming to your premises. Front lobby service showing unsightly gesture while engaging with guest. The king bed was made with 2 super single bed being joined together make it uncomfortable especially when in the center of the bed.Stayed in August 2017"
"319","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double or Twin Room (3Adults)<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Staff professional and friendly and overall our experience was very relaxing¡±","<U+B198>Checkout was a slow process....maybe a faster checkout computer system<U+B200>Good location and very helpful staffStayed in August 2017"
"320","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Everything was great.¡±","<U+B200>Everything was great.Stayed in August 2017"
"321","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 7 nights","9.6","¡°central hotel near a lovely and cultural area¡±","<U+B198>Was charged for mini bar when we didn't use it. Awaiting refund!!<U+B200>The cleanliness of the roomStayed in August 2017"
"322","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","7.5","¡°lovely pool area¡±","<U+B200>lovely pool areasuper comfy bedsStayed in July 2017"
"323","Australia","<U+2022> Solo traveller<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°kind of comfortable but you are made to sense there is differentiated  guests and privileges .¡±","<U+B198>everything cost...<U+B200>the pool has good landscaped  garden and cityscapped.Stayed in July 2017"
"324","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night","8.3","¡°Comfortable stay & great location too!¡±","<U+B198>Check in took quite some time. Reached around 3.30pm but only got our room at 4plus.<U+B200>We booked the Premier Double room. Decided to book the hotel due to its location - walking distance to Arab st, Bugis etc. Room is spacious and bed is comfortable. Cleanliness in the room is good too. Front door staff friendly and helpful.Stayed in July 2017"
"325","Bahrain","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°A little dated.¡±","<U+B198>A little dated.Stayed in July 2017"
"326","Belgium","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Just go for the orchid club rooms¡±","<U+B198>We first had a different room that was not up to standards but we got a different room in the end.<U+B200>The personnel, they were very friendly. Breakfast was really extensive. And the lounge was really good. Orchid club.Stayed in August 2017"
"327","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Fantastic e<U+009F><U+0091><U+008D>¡±","<U+B198>No complaints at all<U+B200>Great location, lovely hotel, fantastic service, beautiful pool. Highly recommend the club lounge floor, excellent drinks & food from 6-8pm.Stayed in July 2017"
"328","Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","8.3","¡°great place for sightseeing and relaxing¡±","<U+B198>chinese restaurant didn't inform about prices for snacks on the table and green tea- very expensive!<U+B200>breakfast, outdoor pool and view from there, mobile phone for all the stayStayed in July 2017"
"329","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°The property in good location with lovely staff.¡±","<U+B198>Nil <U+B200>The property in good location with lovely staff.The breakfast was excellent.Excellent service from day one Security is  great Stayed in August 2017"
"330","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 3 nights","5.8","¡°Unpleasant experience with front desk staffs¡±","<U+B198>This booking had been changed 1 time by contacting Booking.com customer service hotline which I appreciate for their fast and friendly service.When I checked in, after negotiating with the staff, she told me she would be glad to offer me the room with same price as my original reservation ($514.8), current price was $756. The security deposit was $700 which, according to her, would be use to offset my room charge when I checked out. However, during check out, the other cashier told us we had to pay penalty for the previous cancel booking because it was nonrefundable, so the total price before tax was $514.8 + $756.I told her that Booking.com CSO had contacted the hotel and the hotel reservation team had agreed to change the booking for me (free of charge). She then asked me to show proof that the hotel had accepted to change my booking for free. I told her that Booking.com team had contacted the hotel directly, I only worked with Booking.com and I showed her the email from Booking.com saying that the reservation had successfully changed (luckily I got that email with me). She asked us to forward the email to hotel booking team !!! I was like: what was wrong with your internal control, how could your booking team does not communicate with front office desk???After forwarding the email and discussing with her manager, she agreed to reduce the charge but not to the price which was agreed by the check-in staff. I told her that I was more than happy to pay the actual price because it was me to change the booking date however I was unsatisfied with their internal control and communication since the check-in staff agreed to offer me the discount and now when checking out, the other staff even told me to pay the penalty. Furthermore if the room rate was $756, why the check-in staff charged me only $700 for the deposit. She could not answer my question.Because we were in a rush to the airport, so we paid the bill in full and left.Stayed in July 2017"
"331","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Great hotel¡±","<U+B200>The hotel is very confortable, the staff helpful. We have checked out before 12, but because we had a late evening flight, the hotel made us possible to take a shower and change in the pool area in the evening. Breakfest good selection.Stayed in August 2017"
"332","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Fantastic food, service, cleanliness.¡±","<U+B198>Sharing pool with many noisy kids... recommend a separate pool for kids so adults can relax and enjoy peaceful setting.<U+B200>Everything was greatStayed in July 2017"
"333","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Close to historic arab quarter.¡±","<U+B200>Close to historic arab quarter.Stayed in August 2017"
"334","Hong Kong","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile","10","¡°Excellent pool and gym¡±","<U+B198>Some dishes on menu not available<U+B200>Excellent pool and gymStayed in August 2017"
"335","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights","7.9","¡°overall pretty good¡±","<U+B198>Attitude of breakfast staff ( egg cooker ) tries to ignore clients and 2 days running ketchup bowl was empty<U+B200>Front end staff and concierge very friendly & helpfulStayed in August 2017"
"336","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Overall is good.¡±","<U+B198>Call for room service and 1 hour no one turn up.Room is facing the road and it noisy.<U+B200>Chinese Restaurant Foods.The room is big.The staff for orchid club is friendlyStayed in August 2017"
"337","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","7.1","¡°Everything you need, comfy rooms, and dynamite location!¡±","<U+B198>The hotel staff fell short a couple times during our stay. We had some issues with the check in process and we also requested some assistance from the front desk. They did not follow through with that assistance and never came to our room. Other than that it was a pretty standard stay with most of our needs met.<U+B200>Truly, the best part about this hotel is its location. It sits right across the street from one of Singapore's hippest neighborhoods. The Arab St. area is a great area for people of all ages. There is a ton of graffiti art, boutiques, ice cream shops, coffee houses, and plenty of selection in the food department. The hotel itself is clean, comfortable, and great for location and value.Stayed in July 2017"
"338","Sri Lanka","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Value for Money¡±","<U+B198>Location<U+B200>Breakfast, roomStayed in July 2017"
"339","Indonesia","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Clean room¡±","<U+B200>Clean roomStayed in July 2017"
"340","South Africa","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Great Location ¡±","<U+B200>Perfect location, great staff, lovely pool with great pool.Stayed in July 2017"
