"","X","nationality","tags","score","content","content_detail"
"157",157,"Philippines","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Im relaxed in my room¡±"," Good service and good peopleStayed in October "
"158",158,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night",7.5,"¡°Good for a short stay.¡±","Breakfast is expensive The bed is very comfortable and the staff forgot to ask for  king size bed or  twin beds so I only found out after I went into the room but I it was a hassle to request for the change so I just leave it Staff attitude was nice though The location of the hotel is very good and convenient Will definitely recommend to my friendsStayed in October "
"159",159,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°The room is clean, the bed is comfortable, the space is...¡±"," The room is clean, the bed is comfortable, the space is adequate Stayed in October "
"160",160,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.5,"¡°Overall a very nice hotel to stay in,hotel staff were very helpful¡±","Very late in having room ready Breakfast was great, dinner menu goodStayed in September "
"161",161,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Amazing breakfast buffet.¡±","Bathroom seemed outdated Room carpet was not clean Had stains in some parts Amazing breakfast buffetStayed in October "
"162",162,"New Zealand","<U+2022> Business trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night",9.2,"¡°Our favourite stop-over hotel in Singers,,,,,,¡±","Earlier check-in time Wonderful pool, sauna and a great breakfastOrchid club facility is excellentStayed in September "
"163",163,"Ireland","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Will be back sooooon¡±"," Bed was so comfortable didn't want to get upslept in every morningloved the dancing in bar at nightbrillantGreat central locationnicholl highway mrt so closeStayed in October "
"164",164,"Switzerland","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Best bed on my trip so far and great breakfas buffet.¡±"," Best bed on my trip so far and great breakfas buffetWe arrived at  am and since the room was not ready, we could spend some time at the pool and take a shower, which we really appreciatedStayed in September "
"165",165,"Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Not sure it would be my first choice on a future visit to Singapore.¡±","We left the room at am and returned at pm to a room that had not yet been cleaned When I phoned to ask for cleaning they seemed surprised that I wanted it cleaned right away Helpful front desk and concierge staffStayed in October "
"166",166,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Great stay in Singapore.¡±","Air con was just a wee bit noisy at night in our room but not as bad as we have experienced at some other hotels Clean tidy great staff and pool Especially liked the ""Handy"" free to use mobile phone that made it so easy to get around Singapore Would recommend Park Royal as the place to stay in Singapore We stayed  nightsStayed in October "
"167",167,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night",9.6,"¡°Perfect one-night stay for us - bonus was the size of the room and late check-out.¡±","There was some issue with the bathtub plug, as the turner wasn't working I had to flip the metal lid up with a spoon to allow water to drain out The hotel was also slightly old, but well-maintained nevertheless The size of the room - really spacious - and there was also a bay window where we could sit and read with sunlight filtering through nicely The bed was also really comfortable, and everything was clean and satisfyingStayed in October "
"168",168,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",7.5,"¡°The pool area and the nearby cheap restuarants¡±","The air freshener at the hotel was very strong and unpleasant The pool area and the nearby cheap restuarantsStayed in September "
"169",169,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°Overall very enjoyable and would recommend to others.¡±","Room not being cleaned until after pm Noise in middle of night that sounded like washing machines The pool The room service and tv with English moviesStayed in September "
"170",170,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Excellent¡±","NothingStayed in September "
"171",171,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°A really relaxing time¡±"," Fantastic choiceStayed in September "
"172",172,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 2 nights",10,"¡°Fantastic location. Helpful staff. Great Amentities¡±","The only down side would be the noise of the airconditioner at night Fantastic location Staff friendly and helpful Amenities very good with an excellent pool/gym areaNearby large variety of restaurants, multiple MRT stations and large shopping centreStayed in October "
"173",173,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",6.3,"¡°Adequate for short business stop or families on a budget.¡±","Rooms quite dated Swimming pool was fabulousStayed in October "
"174",174,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Very pleasant and relaxing.  Staff and service excellent.¡±","Drinks and food rather expensive so we didn't buy any Plenty of cheaper options outside the hotel Swimming pool area was great and it was especially nice to be able to use it and showers as we arrived very early and our room was not yet readyStayed in October "
"175",175,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Nice stay¡±","None Nice stayStayed in October "
"176",176,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Enjoyable stay in a good quality 4 star hotel.¡±","Housekeeping was hit and miss One day bed not made, one day no bath mat or face clothes Air con seemed to default to hotel settings regardless of how you adjusted it!Pillows quite hard, but I suppose that's a matter of taste and also the duvet (doona) seemed very warm Receptionists not particularly welcoming or interested Drinks overpriced Very modern reception area which was well kept and attractive Great breakfast which caters for all nationalities Good quality food and well presented Pleasant staffComfy bed, good sized bedroom and bathroom Attractive swimming pool, gym and bar areaConcierge service very friendly and helpfulVery good locationStayed in October "
"177",177,"Norway","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.2,"¡°Good location¡±","Nothing to complain about Very good breakfast buffet, even Norwegian smoked salmon Also tried their seafood buffet one evening, recommended if you want to try many local dishes in one goWe walked to the Marina bay, Litle India is also close byStayed in October "
"178",178,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°Relaxing and good buffet.¡±","A little noisy Exceutive club floor serves nice goodStayed in October "
"179",179,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",8.3,"¡°Great location at a competitive price¡±","nothing really! Staff very helpful and friendly Rooms brilliant Great locationStayed in October "
"180",180,"South Africa","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night",10,"¡°Good experience overall. Thanks¡±"," The staff were really accommodating and arranged for us to use the pool and lounge after we checked out until departure time Much appreciated Breakfast greatStayed in September "
"181",181,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°I had a fantastic stay at the hotel. The experience was all worth the price.¡±","Nothing Everything is perfect! EverythingStayed in October "
"182",182,"Australia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.8,"¡°Great location, staff and service¡±","Bed was so hard and the pillows so flat ! Great location, staff and serviceStayed in October "
"183",183,"Bangladesh","<U+2022> Business trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",3.8,"¡°unfriendly staffs, supports not flexible, no extended check...¡±","unfriendly staffs, supports not flexible, no extended check out facilityStayed in October "
"184",184,"Poland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",9.6,"¡°Very Very good hotel, great and nice service¡±"," Great BreafkastFantastic bedGood Location, close to the Arab st, mobile in room is a great ideaStayed in October "
"185",185,"Norway","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",10,"¡°Highly recommended¡±","GrG Great location, great breakfast, fantastic pool area Really enjoyed our stay!Stayed in October "
"186",186,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night",9.2,"¡°Comfortable bed, Wonderful pool and gym.¡±"," Comfortable bed, Wonderful pool and gymStayed in October "
"187",187,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Nice hotel to spend a few days¡±"," Very comfy bed; clean rooms and nice staffStayed in October "
"188",188,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°Decent hotel in a great, fun location¡±","The hotel was pretty basic but that was reflected in the lower price compared to other places in Singapore so no complaints really The location was great, in the Arab quarter with loads of cool restaurants and bars and well served by public transport to get around SingaporeStayed in October "
"189",189,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°The bed and pillow were comfy and rooms were clean¡±","Corridors were a little noisy Check in and out was sometimes long and required a lot of pre authorisations, specifically at our first stay at the hotel from rd-th Sept I paid for the hotel plus $SGD per night and then on checkout had to again pay the amount of the hotel of  The bed and pillow were comfy and rooms were cleanStayed in October "
"190",190,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",6.7,"¡°Everything is good except some staff poor manner.¡±","staff manner of front desk was poor Location and room are goodStayed in October "
"191",191,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Cleanliness¡±"," CleanlinessStayed in October "
"192",192,"Turkey","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.8,"¡°Advice every body¡±","Nothing Hotel was comfortable stay once moreStayed in October "
"193",193,"Mongolia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5.8,"¡°Not enough to be  good!¡±","When i was there electrecity was down They didn't say ""sorry""!!!!!! LocationStayed in October "
"194",194,"Malaysia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°the device on the hotel that offer is impressive help¡±","first they can't find my reservation because i got twoanywhere they did finallyStayed in September "
"195",195,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°Overcharged¡±","Did not have early check in as requested so had to wait around from early morning till  pm Did have late check out but was quoted one off charge of  sd and then charged an extra  sd When i queried it i was told it was only for one room I advised i was not made aware of that and showed reception my paperwork but she was uninterested and carried on looking at her computer Remainder of the staff were extremely pleasant but this charge has left a bad taste so would not rebook Room very dated and some floors smelt musty Hotel restauraunt was fabulous for breakfast There was everything you could wantStayed in October "
"196",196,"Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°breakfast¡±","nothing breakfastStayed in September "
"197",197,"Guernsey","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Very excellent.¡±","Nothing Very modern, extremely clean Good selection at breakfast Would definitely stay again! Stayed in September "
"198",198,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°It was a great stay!¡±","I wish they didnat have twin beds and one king/queen instead Clean and niceStayed in September "
"199",199,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Location near Arab st¡±","Their deposit system which is processed against  your credit card and then has to be refunded through your bank or handed backas cash rather than just  cancelled when you leave Inconvenient and adds to costs Location near Arab stStayed in October "
"200",200,"New Zealand","<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°LOVED the 'handy' phone.¡±"," LOVED the 'handy' phone A smartphone with data and free international calls which was ours, free of charge for our stay!Very comfy beds - clean room$/$ taxi to/from the airportStayed in October "
"201",201,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",6.7,"¡°Handy location near to Nicholl Hwy MRT, which is on the...¡±","Room was very old, in need of serious updating It was small and there was visible dust in the corners Arrived late at night and the room they gave me had a plumbing problem where the water would shoot out of shower / taps intermittently Gave me two single beds instead of a king Not worth $ / night Stay at the Pan Pacific next door, it is amazing and has huge rooms Handy location near to Nicholl Hwy MRT, which is on the yellow line that goes to Marina Bay Sands, Gardens by the Bay, etc also walking distance to Suntec City which is a huge shopping mall, and Bras Basar station, restaurants and shops Has a - right below the hotel, just back from the road Stayed in September "
"202",202,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°Amazing experience, this hotel has completely blew my expectations away.¡±","Slow service by the reception counter- which can be a hassle when you need to rush your checkout session like me Luxurious rooms with state-of-the-art facilities! My room included a handy ""mobile phone"" which guests can bring even outside of the hotel room that allows the user to perform all sorts of activities with it- from getting internet connection for directions, to even calling overseas number of certain countries for free!Stayed in October "
"203",203,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 4 nights",7.5,"¡°Good but comes with caveats.¡±","The closets are in need of an update and repair, they were loose and didn't close correctly, as well as worn And it felt dated and cheap The bathroom shower had no pressure to the water, and often hot water didn't flow from it or the faucet tap And the rain shower head didn't engage and was encrusted with lime scale blocking the water or making it go in the wrong direction The lack of pressure in the shower was a big fail for me The counter top in the bathroom was also stained by water or chemicals The desk in the room was an awkward shape, and there for wasn't optimal The beds were great, I didn't want to get up or out of the room because it was so satisfying being in bed! The linen was clean soft and fresh And there was a universal wall socket next to the bed so I could charge my device and stay in bed!Stayed in September "
"204",204,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Room<U+2022> Stayed 3 nights",5,"¡°it was underwhelming actually.¡±","lack of response from the front desk to issuesinability to ring front deskhandy phone was mostly un useable as it wouldn't chargebed was very hardlate bed make up Location of the hotelStayed in October "
"205",205,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.3,"¡°Was just a motel room very noisy¡±","The drink prices are far to expensive Plenty to choose fromStayed in September "
"206",206,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Pool was awesome!¡±"," Pool was awesome!Stayed in October "
"207",207,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",7.9,"¡°Value for money and probably would stay again.¡±"," Air conditioning controller faulty and could not adjust to preferred temperature Could not find light switch for lamps over window (Room )Stayed in September "
"208",208,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°A hotel to remember¡±","It far from the CBS It was close to the bus and the train stationStayed in September "
"209",209,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.5,"¡°Very good location¡±","The remote control for the tv was not working properly It was cleanStayed in September "
"210",210,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",8.8,"¡°Good hotel. Great location. Very easy access to airport.¡±","Property needs just a little updating The buffet breakfast was superb It included anything you could want The rooms while small were comfortable The shower had good pressure and fine amenitiesStayed in September "
"211",211,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",8.3,"¡°Great location and value for money, for Singapore which is generally very expensive.¡±","The bedroom itself is in need to a make over Location and outside areas, the pool was excellentStayed in September "
"212",212,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°Customer service were really good.¡±","Found  bedbugs on my bed Requested for a room change Customer services and room set ups were really goodStayed in September "
"213",213,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Fantastic hotel, great facilities.¡±"," The smart phone provided in the room was brilliant, free calls & internet access to take out & about made my visit so much easier I was able to call taxi's, look at maps & find ideas of things to do while on the goStayed in September "
"214",214,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Staycation @Park Royal Hotel Beach Road¡±","Though my room was upgraded, there was nothing to view Location was excellent Nearby eateries, shopping and transportationStayed in September "
"215",215,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Executive King Suite<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",10,"¡°Everything¡±"," EverythingStayed in September "
"216",216,"Turkey","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°perfect location,great room¡±"," perfect location,great roomStayed in September "
"217",217,"Netherlands","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.6,"¡°Great location, pool and experience.¡±","""Premium"" rooms are not really of premium quality We adjusted accordingly Very accommodating management, dealt with any issues immediately and effectivelyStayed in August "
"218",218,"India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°The location is good.¡±","The hotel staff charged  Dollars to my credit card as security at the time of check in claiming that it will be refunded if there is no consumption or expenditure on account of servicesduring my stay  This was in addition to the full payment which was already made in advance At the time of check out, since there was no consumption of any chargeable service at the Hotel, I asked the front office staff and  was told that this amount will be credited to my credit card account The duty staff confirmed that the amount will be credited back to my credit card account immediately Even after one working day I am yet to hear from the hotel or get a confirmation on refund of extra  Dollars charged on my Credit cardHis should be refunded immediately It seems the hotel does not trust it's guests and is keeping advance security over & above the room tariff Moreover the extra  Dollars charged as security remains to be refunded The location is goodStayed in September "
"219",219,"Lithuania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Good location.¡±"," Good location Pool on the roof Great breakfastStayed in September "
"220",220,"South Africa","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double or Twin Room<U+2022> Stayed 5 nights",9.2,"¡°It was amazing¡±"," The staff is extremely helpful and friendlyStayed in September "
"221",221,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",10,"¡°Fantastic location, comfortable beds, will stay again¡±","A bit more shade around the pool would be nice  We don't all want to be baking in the sun! Location, location, location!  short walk to Bugis Station  Straight across road from Haji Lane and Arab Streets- great eating and lively socialising spots in the evenings  Pool was nice and clean and not overcrowded - even though it was the first week of Australian School holidaysStayed in September "
"222",222,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Location¡±"," LocationStayed in September "
"223",223,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Wonderful location had a busy two days¡±","Rooms need refurbishing Wonderful location rooms a little tiredStayed in September "
"224",224,"Vietnam","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Overall the stay is very good experience.¡±","The breakfast ends at :am even during the weekend which is not convenient, especially when we want o swim more The hotel has many big trees around which creates fresh environmentStayed in September "
"225",225,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Perfect place to stay.¡±"," The hotel was excellent,very efficient and pleasant staff A terrific breakfast tooStayed in September "
"226",226,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Lovely.¡±","Mattress seemed slightly soft Attentive staff that helped arranged a surprise for my friendStayed in September "
"227",227,"Singapore","<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°Good but still need to improve.¡±","Slow check in process The receptionist didnt get back to us regarding the type of bed that we requested despite following up for  timesStayed in September "
"228",228,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 3 nights",5.8,"¡°Apart from checking in and checking out, our stay was pleasant¡±","Check in was very difficult as they had new staff, and one particular staff member was very unwelcoming As for check-out it was worst then checking-in They tried to make us pay double for the room Beds were comfy room was a good standardStayed in September "
"229",229,"Hong Kong","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°location, breakfast¡±"," location, breakfastStayed in September "
"230",230,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Pool, spa, gym and food were excellent!¡±","Pillows were soft and flat - firner pillows would be good to have an option Pool, spa, gym and food were excellent!!Service everywhere at the hotel was fabulous Crown laksa was delicious- highly recommendConceierge gents were really helpful and always friendlyStayed in September "
"231",231,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°not good. only like the room.¡±","The first staff who served me she wasn't being clear of her instructions And what I hate the most I had to withdraw my money and pay the amount because apparently the credit machine says I have insuffiencient value inside Probably ridiculous cause I wouldnt book a hotel with empty card inside Also, bookingcom should upgrade their system In the app says, what I'm paying for has bathub but when I'm in the room, I checked there was no bathtub Asked the front desk they told me the room has renovated It would be good if bookingcom at least update whats in there and whats not Only like the roomStayed in September "
"232",232,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Lemon scented shower gel & VERY comfy bed.¡±","Shelf in bathroom for toiletry bags would be appreciated Lemon scented shower gel & VERY comfy bedStayed in September "
"233",233,"Thailand","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",7.9,"¡°We were comfortable & the location was very convenient but it lacked personality.¡±","The overall vibe of the hotel was a little stiff - definitely feels like more of a conference hotel than a place to relax & enjoy a vacation - not social They require a steep deposit which is fine, however, the front desk did a poor job of explaining the reason our initial charge was almost double what we originally booked The breakfast buffet was super tasty but the room service left something to be desired The free breakfast was fantastic! And ran till am which is a nice extension from the usual hours at most hotels Beds were unbelievably comfortable & the A/C worked like a dream The concierge staff was very friendlyStayed in September "
"234",234,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 12 nights<U+2022> Submitted via mobile",9.2,"¡°Very good stay and perfect for our attendance at Formula 1¡±","Initial room had bad smell like stale urine but management changed room for us immediately when we complained Proximity to the Formula  circuit, Arab st and Golden Mile hawker food centreStayed in September "
"235",235,"Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",8.3,"¡°clean room, nice bed, nice breakfast, beautiful swimming...¡±","The people were hard to get when I request a room service The location was not that good clean room, nice bed, nice breakfast, beautiful swimming poolStayed in September "
"236",236,"France","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night",8.8,"¡°Bed very good¡±","nothing Bed very goodStayed in August "
"237",237,"Sri Lanka","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",7.9,"¡°The bed was really bad.¡±","The bed was really bad the bed was way too hard I couldn't sleep for the  nightsStayed in September "
"238",238,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°The bed was very comfortable and place was so quiet.¡±","No hot water when I went to shower The bed was very comfortable and place was so quietStayed in September "
"239",239,"Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Good building.¡±"," Good building Nicely refurbished and close to several amenities and tube station of Nicoll Highway A bit pricey, but that's the market in Singapore Breakfast is amazingStayed in August "
"240",240,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.5,"¡°Was at the F1 was only 20 min walk¡±","Hotel being renovated so not a lot of choice for bars and food Was at the F was only  min walkStayed in September "
"241",241,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°The bed is so comfortable and the toilet is very clean.¡±"," The bed is so comfortable and the toilet is very cleanStayed in September "
"242",242,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",10,"¡°Very convenient and friendly and no hassle hotel!¡±"," Very convenient and friendly and no hassle hotel!Stayed in September "
"243",243,"India","<U+2022> Business trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights",7.1,"¡°It was good experience overall. My first stay at Orchid club¡±","Breakfast had very little choice The room was goodsStayed in September "
