"","X","nationality","tags","score","content","content_detail"
"195",195,"Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",9.2,"¡°I recommend this hotel since it's new and clean with reasonable rate!¡±","No bath tub, only shower New and cleanness with reasonable rateStayed in November "
"196",196,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 3 nights",10,"¡°pool¡±","nothing poolStayed in October "
"197",197,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Lovely clean hotel, great location. Great breakfast.¡±","Only thing I thought let it down was it didn't have a poolside bar, you have to go to the main lobby bar then back up in the lift Apart from that great hotel Superb buffet breakfast, great staff, lovely little pool on the roof  Car park underneath Taxi rank/coach station nearby Safe and small fridge in room Very clean roomsStayed in November "
"198",198,"Switzerland","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 4 nights",6.7,"¡°comfortable bed, good choice at breakfast, clean, silent,...¡±","breakfast area is too little  Also not enough staff to keep service up to speed during breakfast  They are very unflexible about timing of laundry service  Not top location, smalish room comfortable bed, good choice at breakfast, clean, silent, modern design, good wifiStayed in October "
"199",199,"Switzerland","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night",8.8,"¡°Staff very friendly and helpful.¡±","No fitness (unless I missed it) Staff very friendly and helpful Nice roof pool Location is pretty good: m from MRT train stop Despite being located on the busy Beach Road the rooms are pretty high up and therefore I could not hear any noise from the street Good value for money: I paid only ~USD per night + taxStayed in November "
"200",200,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Great location and not to far from airport.¡±","Resteraunt closed to early Great location and not to far from airportStayed in October "
"201",201,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night",7.9,"¡°Nice, pleasant stay in Singapore.¡±","Very small room size Shower water only tepid Friendly and helpful staff Very quiet rooms and location Room is tidy and modern Reasonable value for moneyStayed in November "
"202",202,"Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Best of price/quality ¡±","Nothing  Breakfast, clean, staff Stayed in November "
"203",203,"Mauritius","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.3,"¡°satisfactory¡±","Same Breakfast everyday and nearby   food centre was not good CleanlinessStayed in November "
"204",204,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5,"¡°Good location - average hotel.¡±","Poor cleanliness in room  Stinky smell from toilet floor drains Good locationStayed in November "
"205",205,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Wonderful stay. Front office lady Indian was extremely friendly n helpful but I don't hv her name¡±","Recep area too small and coffee house is right next to recep Exit and entrance to recep lobby too dose for comfort Very messy when big group check in Very convenient Plenty of eateries aroundStayed in November "
"206",206,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights",7.5,"¡°good stay¡±","very busy at breakfast! Location was good Value for money, standards good good rooftop poolStayed in October "
"207",207,"Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Beautiful view and well-located¡±","s public transportation (Nicoll Highway - Circle Line) in walking distance ( min)- it took us about  min to get there by MRT (green line + yellow line)- staff was very friendly and helpful- room was small but very cozy and had a nice view- breakfast was nice and has helped to start the dayStayed in October "
"208",208,"","<U+2022> Business trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°Reasonable¡±","The breakfast were a bit poor Not many kinds of food and not refilled often So I suggest you to go breakfast early Clean room, good location, reasonable priceStayed in November "
"209",209,"Cambodia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5,"¡°Terrible staff ! They were train to rip you off!¡±","I booked a family room as indicated during the booking process However when I arrived at the hotel, the front desk told me to buy another room because I had  infants and one child Anyway the Manager didn't show any empathy and understanding at all, and has no customer service skills The extra room they sold me had no breakfast but wasn't mentioned by the employee at the front deskThis hotel is a real nightmare and they try to rip you off! Rooms are very tiny only sqm but advertised as family roomI would not recommend it to any other travelers!Stayed in November "
"210",210,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",6.3,"¡°Very standard nothing special.¡±","There was hardly any customer service Not suitable for smokers as you have to go all the way down and outside the hotel Also no one to greet you on your way in nor take you up to your room Standard rooms but has really great views from the room and the roofStayed in November "
"211",211,"Mexico","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.5,"¡°Great¡±","Maybe the room was a little bit tight, but really clean Location, breakfast and staffStayed in October "
"212",212,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",10,"¡°Great and value for money¡±","There are  older resto staff that are not tourist friendly but everybody were great Cleanliness, location of the hotel is not around the crowded district but shopping area are accessible If tourist like me wanted to enjoy local food that are affordable, adjacent street at the hotel has lots of food stores to choose from  Staff can speak englishStayed in November "
"213",213,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",4.2,"¡°We will never get back here again.¡±","Its said  meters from mrt: nicoll highway but actually, I found that so far way and had to across the very long street till get there Tiny room for  persons(adults+kid)and room + rest room was very quite old  It was not worth as much as I paid all for  nights Housekeeping had bad process for clean upStayed in October "
"214",214,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Enjoyed our stay.¡±","Very tiny room and bath Rooftop pool!  Breakfast good  Very clean  Friendly  Neighborhood interesting Taxi stand closeStayed in November "
"215",215,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",7.5,"¡°Enjoyed my stay very much and will come again.¡±","Lifts are very slow Hotel should provide tissues for room guests Rooms were clean and adequate in size Room service is good  Very easy access to MRT Overall location in relation to Arab Street and food areas is good Hotel has a good restaurant with authentic dishesStayed in November "
"216",216,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 1 night",8.8,"¡°Overall great stay! :)¡±"," Well known place and they welcomed very well upon arrival Rooms were decent sized and very clean Food was great too Recommended for short and pleasant stays Good eateries around as well Enjoy!!!!Stayed in October "
"217",217,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night",9.6,"¡°Tasty breakfast, friendly staff, nice swimming pool on the...¡±"," Tasty breakfast, friendly staff, nice swimming pool on the roof topVery pleasent stayStayed in October "
"218",218,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights",7.5,"¡°Location is very good and rooms are very clean¡±","Breakfast was not good & Option were very limited   space for  restaurant is small  and you need to wait long to get table for the breakfast time for replenishing of consumed items was too long Location is very good and rooms are very cleanStayed in October "
"219",219,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",8.8,"¡°The lobby and the breakfast area is nice.¡±"," The lobby and the breakfast area is nice Just that the room is kind of too small but for  person still okStayed in October "
"220",220,"Brazil","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Very comfortable stay. ¡±","Nothing  Comfortable bed and pillows Great shower Located in a nice neighborhood, very close to a subway stationStayed in October "
"221",221,"Netherlands","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Nice rooms for reasonable price¡±","Restaurant is too small to serve guests during breakfast and dinner Nice rooms for reasonable priceStayed in October "
"222",222,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°location and tideness ¡±"," location and tideness Stayed in October "
"223",223,"Sweden","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile",5.8,"¡°Ok¡±","Small rooms, small breakfast area - crowded, mold in the room, not very good cleaning  Location, terrass by the breakfast area, swimming pool on the roofStayed in October "
"224",224,"South Africa","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights",7.9,"¡°good value for money¡±"," The staff was very helpful and friendly, allowed me to book in earlier than official time Also gave me a quiet room not overlooking the busy streetStayed in October "
"225",225,"USA","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Twin Room<U+2022> Stayed 5 nights",7.1,"¡°room is clean¡±","location is not that central room is cleanStayed in October "
"226",226,"Thailand","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 3 nights",9.2,"¡°comfortable¡±"," it's goodStayed in October "
"227",227,"India","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Clea contemporary and stylish¡±","Was very tight space,ex the washrooms and all Clea contemporary and stylishStayed in October "
"228",228,"Romania","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Cleanliness
¡±","It was pretty wierd to get to the reception No indications at all CleanlinessSilenceLocationStayed in October "
"229",229,"Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.1,"¡°Average¡±","Breakfast is too basic! Things finished too fast and were not given again The rooms are way too small, therefore uncomfortable It is okStayed in October "
"230",230,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",10,"¡°Ease to travel anywhere and close to the Singapore Flyer and...¡±"," Ease to travel anywhere and close to the Singapore Flyer and marina bayStayed in October "
"231",231,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Connecting Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5.8,"¡°Very disappointing.¡±","t even order me a taxi! Close walking to the cbd and hawkers market across the road!Stayed in October "
"232",232,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Perfect stay. Good enough for a 2 night trip.¡±","The view in my room The staff at the receptionStayed in October "
"233",233,"Singapore","<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Room was comfy & bed was fluffy and nice¡±","- Room was comfy & bed was fluffy and niceStayed in October "
"234",234,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Ok hotel¡±","Small room Ok hotel but nothing special Rooftop poolStayed in October "
"235",235,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",8.3,"¡°Roof pool and view from it.¡±","Pool closing at : too early Roof pool and view from itStayed in October "
"236",236,"India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Overall a good experience except food.¡±","The food served in the breakfast For a pure vegetarian, there were only - options available, which was sad The location was excellent and the rooms were decently sized nd clean Stayed in October "
"237",237,"Sri Lanka","<U+2022> Business trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights",7.5,"¡°As expected¡±","breakfast was limitedStayed in October "
"238",238,"South Korea","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights",9.2,"¡°good value and comfortable stay¡±","a little far from the center of the city reasonable price good for a family of  ( adults +  children)Stayed in October "
"239",239,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.6,"¡°The location was great, staff were friendly and the bed was...¡±"," The location was great, staff were friendly and the bed was comfortable I would definitely stay there again and recommend it to my friends and familyStayed in October "
"240",240,"United Kingdom","<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 11 nights<U+2022> Submitted via mobile",8.3,"¡°Close to a hawker centre.¡±","Small pool  Close to a hawker centre Minutes to MRTStayed in October "
"241",241,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",7.5,"¡°Average¡±","Rooms smaller than expected Close to sgoppingStayed in October "
"242",242,"Sri Lanka","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",7.5,"¡°value for money¡±"," value for moneyStayed in October "
"243",243,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Let choose¡±","approx - m From MRT Very clean, every good Just little far from MRT But, surely it's my first choice for next Singapore trip!!Stayed in October "
"244",244,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Staff friendly¡±","Breakfast too expensive Staff friendlyStayed in October "
"245",245,"United Kingdom","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.2,"¡°Pools ¡±","No bar by pool  Pools Stayed in October "
"246",246,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 2 nights",7.9,"¡°uate¡±","The reception area was completely inadequate with the adjoining eating area far too small to cope with breakfast crowdStayed in October "
"247",247,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 10 nights<U+2022> Submitted via mobile",10,"¡°Absolutely fabulous¡±","Restaurant menu could have had more choices Rooftop pool breakfast roomStayed in October "
"248",248,"Mauritius","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",9.6,"¡°tres bien; really nice¡±","helpful staffs, clean hotel, nice location very nice hotel  staffs really helpful  really clean hotel  pool nice and closed at  pm so have time to relax after a tired journey  Local food in front of the hotel Nice Metro and taxi nearby  Only little suggestion is to remove the ex hotel name from the main door as lead to confusion    Breakfast good Room quiet and going to marina bay or mustapha center easy Definitely recommend this hotel  Had a nice time with my familyStayed in October "
"249",249,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights",7.5,"¡°Our stay was pleasant.¡±","It was a bit squashy to have two double beds, but I guess the room size is still quite reasonable in Singapore sense for the cost The beds were extremely comfortable Very close to the MRT stationStayed in October "
"250",250,"Slovenia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Location¡±","Small room and bathroom LocationStayed in October "
"251",251,"Philippines","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 3 nights",8.3,"¡°A very pleasant short stay.¡±","using the key card when operating the lift was forgotten about by ,me , when we first arrived very good location near business area and many tourist attractions The swimming pool was open until lateStayed in October "
"252",252,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Nice pool area.¡±","Little walk to MRT Nice pool areagood breakfastStayed in October "
"253",253,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",5,"¡°Great location but very small room¡±","The room wasn set up for us and asked for for extra pillows and were told they didnt have any Seriously?? The location was superb Close to Mrt and other public transportStayed in October "
"254",254,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5.8,"¡°Breakfast did not cater to gluten  intolerance¡±","Breakfast did not cater to gluten  intoleranceStayed in September "
"255",255,"Indonesia","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Everything is excellent except the breakfast time.¡±","The breakfast can be managed better The hotel needs to employ more people for it The location is great and the room is spacious and clean, since it's relatively new hotelStayed in October "
"256",256,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",4.6,"¡°Good location and food but not comfortable at all. No concierge service...had to carry luggage up¡±","Room size and the beds providedNo concierge servicehad to carry luggage ourself Top floor pool and breakfastStayed in September "
"257",257,"Romania","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Good location ¡±"," Pretty much everything you would expect from a hotel in Singapore, Impeccable cleaning, quite spacious rooms, attention to details, good location, close to Marina Bay, and a big plus - there is an asian food court right outside the building, crossing the street, with cheap prices and very good foodStayed in September "
"258",258,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights",9.2,"¡°Highly recommended hotel, would stay again!¡±","If you are looking for giant american rooms, and have lots of luggage, this is not for you The pillows were flat, but I am sure the hotel would have provided more This is a newish hotel ( years) and the taxis didn't know how to find it Show them on a map, or say next to golden tower on beach road If you say the address itself ( beach road), no problem, they'll get there That's it! Honestly a great stay! Great hotel, with very good beds The rooms were small (normal for singapore) but very well designed We traveled with only carry on, big suitcases might be a problem Air conditioner cools down the room quickly, quietly and very efficiently The hotel is right next to little thai, and a great hawker center There is a / kitty corner from it Taxi are readily available day and night The staff was super friendly, and really amicable No problem keeping our luggage at  AM while we visited the city! The lavender metro is - minutes walking, or Burgis (more connections) - minutes, while walking on very cool street You are right in the arabic part of town, with a great mosque and a palace nearby Little india is not far either Rooftop pool has great views,  meter deep Lots of room for sunbathing Lots of chairs Always enough towels By taxi, we were  minutes from the zoo,  minutes from sentosa, and about  minutes to the airport Taxis are really great in singapore Although breakfast was not included, it was worth it: lots of offerings, varying from continental to semi-local Highly recommended!Stayed in October "
"259",259,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",5,"¡°Location¡±","Room size LocationStayed in October "
"260",260,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night",8.3,"¡°Great Location and friendly staff¡±"," Comfortable room - the pool on the roof was great!! I went to the Golden Mile food market across the road for dinner - what a great experience right in front of the hotel! It was an easy walk along the waterfront to the Garden by the bayStayed in October "
"261",261,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Would definitely recommend.¡±"," Very clean and comfortable in a great location Stayed in October "
"262",262,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°This is not my 1st time at Singapore but 1st time staying at...¡±","sthe bed is very comfortablethe most important is the room is cleanStayed in October "
"263",263,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Awesome roof pool, great location! Much better quality than other 3 star hotels¡±","The rooms are a bit small; breakfast is expensive (you can get much better local food for a fraction of the price) Amazing roof pool, good locationStayed in October "
"264",264,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 8 nights",6.3,"¡°Passable¡±","Size of room Handy to trainStayed in September "
"265",265,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 9 nights<U+2022> Submitted via mobile",10,"¡°Gem of a hotel¡±","No parasols round pool which are needed as hot all the time Perfect location close to mrt close to food centre lovely pool ideal hotelStayed in October "
"266",266,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night",8.8,"¡°Was a short staycation for my birthday.¡±","Pool was way smaller than expected Was a short staycation for my birthday The girls at the reception counter were lovely and they greeted my chirpily for my birthday I was given me a room on the top floor which had a great view and late check out till pm because of my birthday haha I thought that was a lovely touchThe bed and the rain shower was great Simple and clean roomPlenty of food options opposite at the food centre (conveniently via an overhead bridge from the reception level), including a Michelin one-star hawker stall hahaStayed in October "
"267",267,"Indonesia","<U+2022> Business trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 1 night",7.5,"¡°view on rooftop and location is near from downtown¡±"," view on rooftop and location is near from downtownStayed in October "
"268",268,"Luxembourg","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Very nice hotel¡±","The swimming pool was closed after :They didn't allow to get takeaway coffee from the breakfast The swimming pool on the roof is awesome! Very clean room Hotel is located at walk distance from the center Very close to the metro station It's located next to the bus station to Kuala LumpurBreakfast was goodStayed in October "
"269",269,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Great stay¡±","Pool water not clear clean Good location ,comfy bed, friendly staff and heart breakfastStayed in October "
"270",270,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great stay!¡±","More amenities in bathroom! Perhaps a shuttle bus service to bugis mrt High floors/ clean roomsStayed in October "
"271",271,"Uruguay","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 4 nights",6.3,"¡°the room is small, the hotel reception desk is on a...¡±"," the room is small, the hotel reception desk is on a buildings st floor, so it is not very comfortable to get there and then get to the room the staff doesn't provide much info for tourists or request for taxi, etcStayed in September "
"272",272,"Vietnam","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 3 nights",3.8,"¡°The staff is friendly and the room is cleaned everyday¡±","I wanted a stapler to do my tax refund and it wasn't available I wanted to borrow a scale for my luggage and it wasn't available The location is  minutes by car but  mins walk to bugis a bit fa compare to my previous stay in other hotel with similar room price Prices weren't cheaper and I need to pay extra money for tax Which I would love to know in Advance by Booking and by Hotel the price was around  SGD and I paid more than  SGD on arrival Breakfast hall was stunning yet the menu was limited The  rooms I booked, () double bed for  people ( it's great for  people with a small couch), () room for  people:  double bed and  single bed, Now this was when I realised my bed is the couch, it's not a real bed which I had expected Quite disappointed with the hotel facilities The staff is friendly and the room is cleaned everydayStayed in October "
"273",273,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Very enjoyable and would stay again¡±","The rooms were small for a family of  and the fridge wasn't cold but that was the only negatives Very good value for money Great rooftop pool and beautiful views of the gardens, Singapore flyer and Marina Bay Sands Hotel Local food centre across the road and about a  min walk to the Nicoll Highway MRTStayed in October "
"274",274,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night",8.3,"¡°We loved the view from our room.¡±"," We loved the view from our room It overlooked the Marina and we could see the dragon boats during the weekend  The croissant and danish pastries served at breakfast were delicious! Breakfast choices although limited were very good and filling They served - kinds of fruits, bread and pastries with cheeses, jams, butter, yogurt and your choice of freshly brewed coffee Bottled water in room were replenished every day Location was just a block away from the MRT station and you can easily request for Uber or Grab The place is quite new because all the taxis, uber and grab drivers said it was their first time to bring someone thereStayed in October "
"275",275,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Would definitely stay there again¡±"," It's was lovely and clean - small room but but enough for the time there  Shower was excellent!  Close to train stationStayed in September "
"276",276,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights",9.2,"¡°Great location . Big Room for Singapore. Good Breakfast. Clean¡±","The shower isn't slanted properly so it flood You have to move water from the flooded area to to drain The breakfast was really good The room was pretty big compared to other hotels in Singapore  min from the Nicols MRT Walking distance to Little India Lots of bus option Close to Golden Market (huge bus station for Singapore)Stayed in September "
"277",277,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 2 nights",10,"¡°Extremely good location¡±"," Extremely good location with many local food and especially Little Thailand is just next doorStayed in October "
"278",278,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights",10,"¡°Great location¡±","Nothing Roof top pool and viewStayed in October "
"279",279,"Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night",9.2,"¡°Comfy and convenient.¡±"," The bed is comfy and the toilet is really clean Nice view at the rooftop with a nice pool It's about  minutes walk to Arab street and Haji Lane Will consider coming back here for short stay in the futureStayed in October "
"280",280,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.6,"¡°Still have the rooms to improve¡±","The pillow is too soft and limited choice of the provided breakfast  The hotel location near the famous hawker centreStayed in October "
"281",281,"Vietnam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",4.6,"¡°Localization¡±","The room is extremely small Not recommended for family LocalizationStayed in October "
"282",282,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",8.3,"¡°pleasant¡±","rooms a bit small staff very helpful  hotel clean , pool was very good, wifi excellent ,breakfast very goodStayed in September "
"283",283,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Comfortable bed¡±"," Comfortable bedStayed in October "
"284",284,"Czech Republic","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Great place to stay¡±"," Great place to stay, very close to metro station and only  stations to Marina Bay Staff very professional and politeStayed in October "
"285",285,"Spain","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.5,"¡°Nice hotel but horrible breakfast¡±","Rude StaffBreakfast is overcrowded and poor Close to the city centerClean and nice roomsSwimming pool and other facilities Stayed in October "
