"","X","nationality","tags","score","content","content_detail"
"183",183,"Papua New Guinea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",4.6,"¡°Adequate. Didnt use the magnificent pool, BUT services NOT  value for money;wont stay again.¡±","Room rate too high for services received  eg room too small; information sheet in room had little info;no porter available to handle bags to reception after stayFront gardens  lacking care and needed a make over And a smsllm coin operated laundry for quests You must be joking Staff were pleasantStayed in October "
"184",184,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°All in all, ita<U+0080><U+0099>s average.¡±","Tv Tv program Electric plug should provide next to the bed not far away from the bed Nothing much to say I pay what i getStayed in October "
"185",185,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5.4,"¡°Preety good and no problem to visit again¡±","Bathroom always wet Good breakfastStayed in September "
"186",186,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°It was a relaxed and hustle free stay.. and im happy about my choice of hotel.¡±","Nil I like the hospitality given by the staff they attend to all our enquiriesStayed in October "
"187",187,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",10,"¡°Worthwile stay in Sentosa¡±"," We got a free early check-in so we didn't have any problems coming back some time later to check-in our belongings Staff were professional and friendly Awesome breakfast / Cool swimming pool One of the cheapest stay I found inside Sentosa Recommended if your itinerary includes many activities around Sentosa Getting there was easy-breezyStayed in October "
"188",188,"Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",8.8,"¡°Location is good and convenience.¡±"," Location is good and convenience  Close to the beach and not far from train station ( mins walk)  Hotel decoration is friendly with environmental  It is like you live in the forest with beach front view  I would recommend for family or coupleStayed in September "
"189",189,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°keep in up for all special friends.¡±","not accept debit card for my booking kids love the  swimming pool and also the beach in frontStayed in October "
"190",190,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5.8,"¡°Cleaniness¡±","Rooms need more improvements on cleaniness GreeneryStayed in October "
"191",191,"South Africa","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Location, eco friendly ¡±"," Location, eco friendly Stayed in October "
"192",192,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°great eco friendly resort with a nice warm jacuzzi pool and...¡±","wifi could be faster there could be more vegetarian options for the breakfast buffet like porridge and fried rice or noodles without meat or eggt great but still usable nice and quiet tooStayed in September "
"193",193,"Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",9.6,"¡°Perfect stay in Sentosa, good price/quality relation¡±"," Dispite looking a bit old, the hotel is fantastic, has a beatiful landscape and a unike waterfall into the pool, that you'll want to stay there for long Rooms we're nice, neat clean, always cooled down Employees always kind with a smile Excelent location, near beach and a  min walk to monorailStayed in October "
"194",194,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",7.5,"¡°I would definitely go again, but would be looking for a better value package.¡±","The rooms were not good value for the price paid  Our room wasn't well cleaned, there were no hand towels and the complimentary tea and coffee were cheap and nasty A fair percentage of the staff are young disabled people, which I think is a fabulous initiative by the hotel  These young people display admirable work ethics and take immense pride in their work   The eco concept of the hotel is great, wonderful to see how much they can do to reduce the hotel's impact on the environment  The hotel eco-tour is well worth taking The pool and waterfall was definitely the highlight for us, especially the Jacuzzi (heated by waste heat from air conditioners)Stayed in October "
"195",195,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",4.6,"¡°Room is really dirty.¡±","Room is really dirtyI was very speechlessStayed in September "
"196",196,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",3.8,"¡°Not so nice¡±","The resort and bookingcom I will not use bookingcom anymore Agoda's pricing is much competitiveStayed in September "
"197",197,"Singapore","<U+2022> Couple<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night",9.2,"¡°it is comfortable and relaxing place to visit¡±","the pricing could be slightly cheaper I like the room and the pool side it is a very nice and relaxing placeStayed in September "
"198",198,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night",5.4,"¡°Resort needs a facelift and upgrade of facilities¡±","Shower fitting was broken as was the shower door which also didn't fit properly causing water to flow throughout the bathroom One towel each and a bathmat - no hand towels Caf The on site guest laundryStayed in October "
"199",199,"United Arab Emirates","<U+2022> Business trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights",6.3,"¡°The relaxed yet adventurous location of the hotel will bring you back again for sure.¡±","The Breakfast was the single point disappointment The spread is terrible and it has to really improve a lot to match the quality of the standards of other services provided by the hotel The location is excellent However, you need to figure out, how you will travel to the City We dependent entirely on Taxi as I was traveling with my -year-old son So, didn't have the time and energy to use the monorail nor the shuttle bus provided by the hotel The Resort has a great swimming pool and some great sustainable initiativesStayed in October "
"200",200,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°A Good Stay¡±","The room we stayed was warm Probably air con not working wellHowever, we were given a fan when we complaint So, not so badAnd we can't leave the food on the table as it attracts the ants Definitely the location Very convenient to places that we plan to goVery near to the Beach Station and the Beach Easy to find foodStayed in October "
"201",201,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.6,"¡°Bed very comfortable, pool fantastic, facilities and staff...¡±"," Bed very comfortable, pool fantastic, facilities and staff great and location was excellent, really enjoyed our time here wish it wss longerStayed in September "
"202",202,"Japan","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°It was a good choice¡±","Breakfast limited and no fried rice The swimming poolStayed in October "
"203",203,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",3.8,"¡°Horrible, waste of money...stay away¡±","Our worst holiday stay ever We left the same night as my little girl was afraid to stay in the room We too felt a unclean presence in the room and packed our bags that very night I will never stay there again and will recommend my friends and family to stay away  Definitely not worth the money and trouble One more thingbe very careful when you use the swimming pool Firstly the towels they use are dirtywas shocked to see the pool towels had brown stains and smelt horrible Secondly the steps in the pools are slippery and slimey Very unclean  But most importantly, it is in my opinion not a  good hotel to stay in when you have young kids It felt very eerie and disturbing Absolutely nothing to write about here There was nothing I likedStayed in October "
"204",204,"Uzbekistan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights",6.3,"¡°Hotel needs BIG refreshment!¡±","Some years ago this hotel was awarded by government for its facility but this was some years ago Today this hotel needs a BIG really BIG refreshment works This hotel facility, furnitures, bathroom is really outdated Air conditioning system fan was so loud that we had to switch it off at night times The bathroom was smelly I don't know why We couldn't leave any food in our room as there were ants in our room Breakfast was just fine, nothing specialThis hotel is probably is the cheapest which you can find in Sentosa beach So don't expect too much from it But for its own price this hotel in my opinion is expensive Location of the hotel was good Everything within the walking distance It takes about  minutes to walk to Sentosa express station Tram station was just outside the hotel Beach is just on opposite side of the hotel The jungly atmosphere of the hotel is good You kind of living in the nature Swimming pool was great with great waterfall Having a breakfast with peacocks was interesting :)Stayed in September "
"205",205,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Good breakfast spread.¡±","No shuttle at night after our midnight event at uss Good breakfast spread They have laundry area where visitors can wash and dry their own clothesStayed in October "
"206",206,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°I like how cozy the room is¡±","Breakfast could have been better I like how cozy the room isStayed in October "
"207",207,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",5.8,"¡°A good stay but the place desperately needs a very good clean top and some maintenance¡±","The place needed a jolly good clean!! Very poor standard of cleanliness Pictures on the website didnat really give you the whole picture! Rusty light fittings, dirty windows with green mould In the reception area there were two computers on desks for guests to use which were thick with dust Beautiful pool, hot tub and waterfall Lovely landscaping  Roof garden was lovely The Resort use a lot of Special Needs staff which is great and they are lovely We liked that the resort tried to be a sustainable Eco hotelStayed in October "
"208",208,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°especially like the outdoor onsen (heated spa pool)¡±","nothing friendly staffStayed in October "
"209",209,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",5.8,"¡°Location is perfect¡±","The looks old and not well maintained, certainly they can invest some money and make it look nicer Location is perfectStayed in October "
"210",210,"Luxembourg","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",5.4,"¡°Will not return¡±","The whole place looks a bit run-down and gloomy The only restaurant on site certainly doesn't deserve a -star rating Excellent location and interesting concept of an eco resortStayed in October "
"211",211,"Qatar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°I liked the pool.¡±","The resort looks old I liked the poolStayed in October "
"212",212,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night",4.6,"¡°Not value for money.¡±","The bed, bathroom size and pricing for what the hotel offered Swimming Pool was goodStayed in October "
"213",213,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.2,"¡°Ok¡±","Room is in a quite bad condition The staffStayed in October "
"214",214,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Roof Garden Suite Queen<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°e<U+009F><U+0091><U+008C>¡±"," Great view, hotel pool was excellentStayed in October "
"215",215,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°It was pleasant¡±","The egg!! Too moist Love the smooth booking!Stayed in October "
"216",216,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Awesome time¡±","None Eco friendly conceptStayed in October "
"217",217,"Singapore","<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.2,"¡°Location¡±","Service, room deco and facilities Ants infested the room and toilet is very crampy No hooks for clothes at all Deco is horrible Solid surfaces color chosen is disgusting and severely discolored Lamination for walls make the look of toilet unsightly  LocationStayed in October "
"218",218,"India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights",9.2,"¡°wonderful resort. will visit again but request better cleanliness¡±","As soon as I checked in, i decided to prepare a coffee and when I opened the drawer containing the coffee cups I found ants in the coffee cups drawer The previous guests may have dropped milk powder in the drawer while preparing their tea/coffee but the resort should have cleaned it up properly before the next checkin Otherwise this is a good property and my stay here was wonderful good location, great pool area, absolutely wonderful and smiling staff personnelStayed in October "
"219",219,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",7.5,"¡°Chill stay!¡±","There should be a shower area for people to rinse themselves before going in and after getting out of the pool Otherwise, people from the beach would just be washing themselves in the hotel pool Swimming pool is long and spacious The pool slide is great!The croissants are crispy and great too!Stayed in September "
"220",220,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.2,"¡°Wonderful stay¡±"," I like it because it's a Eco resort I like the idea of using ionised salt to clean the pool instead of chlorine I also like the fact that they employ young adults with special needs, giving them a chance to be independent I will definitely stay there againStayed in October "
"221",221,"China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights",3.3,"¡°never again siloso beach resort!¡±","room was dirty and obviously not thouroughly cleaned for long time breakfast restaurant was not clean sticky tables ants on clean plates and in forks/kniveswe checked out before time and found other hotel price high due to holiday and resort seem to capture the opertunity for business this price level should never happen for resort of this low standard pool was niceStayed in October "
"222",222,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Location ¡±","Location too as it a party loud weekend  Location Stayed in September "
"223",223,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night",7.9,"¡°wonderful swimming pool¡±","room a bit worn wonderful swimming poolStayed in October "
"224",224,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",4.6,"¡°No idea¡±","Room Swmming poolStayed in September "
"225",225,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°Need to improve staff & services ¡±","Need renovation  Good location Stayed in October "
"226",226,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Family orientated premise with great staff rapport esp the...¡±"," Family orientated premise with great staff rapport esp the nice Uncle that greeted us with beautiful energy at the entrance to our breakfast Beautiful eco friendly environment , pool n surrounding Memorable family bonding timeStayed in September "
"227",227,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",8.8,"¡°Lovely Eco resort that is family-friendly as well.¡±","Overall cleanliness in the common areas could be improved Few more vegetarian options could be included in the dinner fare Check-in process was quick The room was clean and the staff was courteous all through The swimming pool was great The breakfast spread was pretty decent We also had some rice and noodles for dinner, and they were very tasty!Stayed in September "
"228",228,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",3.3,"¡°Don't go there!!!!¡±","Worst hotel I've stayed in!!! When we checked in late it would have been nice of the staff to assist us to our room instead of ponting especially as it was pitch black! I'm aware that many of the staff have learning difficulties which is excellent equal opportunities but utilise the staff appropriately not make them even more vulnerable by placing them within the firing line The breakfast was outrageously bad, just couldn't eat it, it was like taking part in the bush tucker trial on 'I'm a celebrity get me outta here'Bookingcom should seriously disassociate themselves from this hotel, it's just DIRTY and I'm not sure how the place is still open someone should tip off the inspectors to visit the place!! Nothing!!!! The place was a hell hole!! Checked in at pm and checked out at am the next dayStayed in September "
"229",229,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Rusted metals in the pool¡±","Rusted metals in the poolStayed in September "
"230",230,"Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Location is great.¡±","Some staff LocationStayed in September "
"231",231,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",6.7,"¡°Generally an enjoyable stay for a family of three.¡±","Have better maintenance for the surroundings Like the non chlorine swimming poolStayed in September "
"232",232,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.8,"¡°Breakfast was good and quiet location.¡±","Maintenance, cleannness, was no good Breakfast was good and quiet locationStayed in September "
"233",233,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",3.3,"¡°Staff was friendly¡±","The resort is in a poor state Everything is rusty and covered in mould The room finishes are old and the shower is super small with a curtain Breakfast is served outside with no cooling We checked out  days early I won't go back for free  Staff was friendlyStayed in September "
"234",234,"Singapore","<U+2022> Group<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great time i felt so relax and unwind¡±","Its kinda slippery The room with rooftop The swimming pool is awesome and the jacuzzi I will definitely come back to siloso beachStayed in September "
"235",235,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Bed is comfortable but can be bigger¡±"," Bed is comfortable but can be biggerStayed in September "
"236",236,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°Was a pleasant stay.¡±","Rooms are rather dated Rather pricey considering the state of the rooms Convenient location It is close to the restaurants and barsStayed in September "
"237",237,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°Had an enjoyable family staycay as it was my dad 63rd birthday. We book the adjoining room.¡±","The leaking sink in room  The steep stairs to the pool The poolStayed in September "
"238",238,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°Its near the beach ¡±","The bathroom had no locks Breakfast was not good Not worth the money Its near the beach Stayed in September "
"239",239,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°Guess they really need a major renovation as it looked...¡±","The place looked dirty n old Guess they really need a major renovation as it looked really worn outStayed in September "
"240",240,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",4.2,"¡°Enjoy the stay. But no nite life surrounding after 10pm¡±","Bathroom small The shower door not properly closefloor easily wet Good breakfastStayed in September "
"241",241,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",6.7,"¡°Surrounding area is good
¡±","I have to change the room because of a bad smell in the roomRooms are not clean and tidyNot satisfied with the food served to the room after hoursNot worth for the money we paidHave to improve the cleanliness of the rooms Surrounding area is goodeasy access to shuttle busesEasy access to cable careLaundry  servicePoolBuffet BreakfastStayed in August "
"242",242,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights",7.9,"¡°Love the pool area and the location; rooms were clean and fresh;¡±","Some the areas needed some attention; also doing maintenance works at odd times of the day; for example using toxic smelling paint stripper to strip walls in the hallway leading to the breakfast area and then painting this area with smelly paint - not in keeping with eco status Liked the initiatives that have been implemented to make the resort an eco resort Love the fact that ""special needs"" adults were employed at the resort Like the location on Sentosa IslandStayed in September "
"243",243,"Singapore","<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night",3.8,"¡°Not repeat again.¡±","Not clean there is many ants in the bathroom and room as wellReception staff is not friendly Location is goodStayed in August "
"244",244,"Kazakhstan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.7,"¡°Blocked amount before comming.¡±","Blocked amount before commingThey have not released blocked amount on time, more than  days Even after two phone calls still blockedStayed in September "
"245",245,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.3,"¡°Location¡±"," LocationStayed in September "
"246",246,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.9,"¡°I like the resort feel of the hotel.¡±","I didn't like that the hotel did not have shower gels prepared There are also no bathrobes I like the resort feel of the hotel The swimming pool and waterfall were all amazing viewsAnd i would like to thank Judy for arranging an earlier check-in time It was a pleasant surprise for my partnerStayed in September "
"247",247,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",9.2,"¡°They try to be Eco friendly as much as possible .¡±","No milk only powdered for tea and coffee in the room They try to be Eco friendly as much as possible They have equal opertunic work forceStayed in September "
"248",248,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.1,"¡°Only adequate¡±","No wifi in room TV was very small Toilet was very small The pool had a cool waterfall and had slidesStayed in September "
"249",249,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Poor gym but nice Swimming pool¡±","Themaintenance is poor, gym equipment is notworking well Swimmingpool Stayed in September "
"250",250,"Thailand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Pool¡±"," PoolStayed in August "
"251",251,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.8,"¡°It's OK for a very short stay. Not worth the price. Could be a lot cheaper for the facilities.¡±","The air conditioning did not work Isolated location so getting taxis is difficult Very slow WiFi People are friendly Eco friendly Good VibesStayed in September "
"252",252,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°Gorgeous pool and great location¡±","Not clear how to get to hotel, breakfast ran out when we were there Pool and outdoors is amazing, and the location one of the best in SentosaStayed in September "
"253",253,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.8,"¡°We loved our stay here at Siloso it was value for money, clean and tidy and the pool¡±","The bed was really firm a little too firm, there was no ironing board or iron in the room and the shower was pretty tiny!! The location on Sentosa was really good as it was away from all the crowds We loved the Eco friendly environment of this resort, the view from our room on level  was great and the pool was amazing!!Stayed in September "
"254",254,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Room ¡±","The stated things about the room was different from what we got  Example, it states deluxe room have bathtub but we didnt get it and ask for a change  Nice atmosphereStayed in September "
"255",255,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights",7.5,"¡°The resort was very comfortable and close to nature and we...¡±"," The resort was very comfortable and close to nature and we managed to spot animals such as squirrels as well as hornbills while staying there which we otherwise won't get to see in the cityStayed in September "
"256",256,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°I like the idea how the hotel is very eco friendly. Spring water for the pool... imagine NO CHLORINE!¡±","Oh nothing to do with the hotel But the waiting time for the shuttle bus to the tram station tooks quite awhile  Everything! From the location, to food, to the room and staff My family and I are well satisfied Stayed in September "
"257",257,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",8.8,"¡°Overall Value for Money ...¡±","Room WIFI no good / Signal Very Weak ! Unable to connect Improvement Needed Good location and nice environment Stayed in September "
"258",258,"Singapore","<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",4.6,"¡°Disappointed for what you get for the price¡±","The intention of being an eco friendly resort is really great, this was the main reason for us to stay However this should not be the reason for cutting corners on quality in other areas (breakfast food quality and taste was a bit of a led down and the overall resort looks a bit tired and could  do with a bit of TLC  There is a great spot on the roof top , where a bar seems to have been but seems to have been stopped - shame Insulation between the room is ok - but for rooms over looking the pool it is noisy - especially the water feature which starts fairly early for holidaymakers ( pm) Room comfort is basic but overall good An extra mirror in the room would be good The aircon gets started as you leave the room to dry out the humidity in the room, I can get that in some extend  however I don't get why it is set so low It feels like getting into the arctic especially when you com back in from the pool!something which should really be taken care of especiallyhey it might even help to be more environmentally friendly ! Last : great location in Front of Siloso beach 's attraction, that is maybe the justification for the room to be a bit costly versus what I would expect for the price The right intention to be sustainable, environmentally friendly  socially engagedStayed in September "
"259",259,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.9,"¡°Its old wooden¡±","The tv too small and no wifi Its old woodenStayed in September "
"260",260,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Good.¡±","The facilities & room felt dated Breakfast spread is limited Staff were accommodatingStayed in September "
"261",261,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Overall was satisfactory¡±","The breakfast The locationStayed in September "
"262",262,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°the pool is nice.¡±","toilet is very very small room is not very clean I can spot ants everywhere the pool is nice I asked for few upgrade from superior room and was given a deluxe roomStayed in September "
"263",263,"Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Environment  good¡±","Nil Environment  goodStayed in September "
"264",264,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",10,"¡°Simply wonderful!¡±","maybe more variety for breakfast-something more local i think all the staff at the resort are very well trained, courteous and friendly  Service always comes with a smile  i simply love the swimming pool with its vast length, the waterfall, bubble pool and my son loves the slide Plus he loved the free Segway ride The Eco tour was very interesting and i love the Roof Garden, just wished i had more time to enjoy the view at the top We will definitely come back againStayed in September "
