"","X","nationality","tags","score","content","content_detail"
"284",284,"India","<U+2022> Business trip<U+2022> Couple<U+2022> Special Offer - Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Yes for next time¡±","Crowd, but it was live! Good Restaurants , multi cusienieStayed in November "
"285",285,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Great being able to book in early.¡±"," Great being able to book in early Staff very helpful Dinner excellent Great way to spend my th birthdayStayed in December "
"286",286,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",5,"¡°Other than roof top garden, a very ordinary hotel.¡±","High price and cheap toiletries No room in the fridge Lobby is like a Sunday market shared with the general public rather than other guests Highly pricedStayed in December "
"287",287,"Portugal","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Bay life!¡±"," Amazing stay and amazing staff Incredible views and bedrooms We stayed only for night but If you can afford it, I totally recommend itStayed in December "
"288",288,"Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Great pool, but price is too much¡±","The price was increased at check - in! Be carefully! This website prices are not correct!! :( Good hotel with great poolStayed in December "
"289",289,"France","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Awesome¡±"," AwesomeStayed in December "
"290",290,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Amazing!¡±"," All staff were amazing, accommodated all our requests!Stayed in December "
"291",291,"Jordan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Grand Club King Room (3 Persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",4.6,"¡°I would recommend staying at any other 5 star Hotel.¡±","Hotel was dirty, crowded and over rated The infinity pool was different to the photos and everything was expensive LocationStayed in December "
"292",292,"Finland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°We had a king size bed in 43.¡±","Our room could have been more clean There was dirt in the mirror and dust on the table We had a king size bed in  floor With awesome view to Singapore cityStayed in December "
"293",293,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°The view from our room but everything we could have imagined...¡±","$ for water  The view from our room but everything we could have imagined or hoped for - stunning!Stayed in December "
"294",294,"Saudi Arabia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night",9.2,"¡°Magnificiant!¡±","The  am checkout is a ripoff, especially given the  pm check-in time The room-dining menu need to be internationalized more It's catering mainly for Asian cuisine Nice large room (sky view), equipped with all amenities including espresso machine TV channel list has all sports channels to watch European football (important given the time difference) auto-checkout was simple and easyStayed in December "
"295",295,"United Kingdom","<U+2022> Business trip<U+2022> Group<U+2022> Deluxe Twin Garden View Room (3 Persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°Ita<U+0080><U+0099>s not a true luxury 5 star hotel.¡±","t look or feel clean Stayed in December "
"296",296,"USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin City View Room <U+2022> Stayed 2 nights",10,"¡°Marina Bay Sands is an top notch establishment who has mastered the art of comfort and class.¡±","Did not realize the room had an electronic built in do not disturb button that was inadvertently on and room cleaning was missed Room service came quickly to re-mediate the issue Excellent establishment A must stay when you are in Singapore They create an unforgettable experience for each guestStayed in December "
"297",297,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Will be back a<U+0098>o<U+00EF><U+00B8><U+008F>¡±"," We checked out and had h to flight, so we planned to visit shops But baby was so tired and had no stroller but the hotel providef one free of charge also suggested we can refresh at spa providing towels again for free Offering refreshments on vheckout Just more than  star hotel for me xxStayed in December "
"298",298,"Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night",6.7,"¡°The prices on restaurants in the swimming pool on a roof is...¡±","The prices on restaurants in the swimming pool on a roof is ovepriced and quality does not match the priceStayed in November "
"299",299,"Greece","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Infinity pool-great experience¡±","The service (at the restaurant of the infinity pool -Spargo-) was very very slow and the portions were very small for their price There is no bell boy to help with our luggage The infinity pool is the best reason to stay in this hotel and the views from the RoomStayed in November "
"300",300,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 3 nights",10,"¡°awesome¡±","the remote for the TV - so hard to change chanels would have preferred greater discounts at MBS restaurants given we were staying thereStayed in December "
"301",301,"Philippines","<U+2022> Business trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Amazing!!!¡±","Nothing!! Everything!!!Stayed in December "
"302",302,"Egypt","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 1 night",9.6,"¡°amazing experience.¡±"," amazing experience The roof top bar is a must seeStayed in November "
"303",303,"Malta","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night",9.6,"¡°Best hotel stay ever!¡±","No complaints Incredible views from the balcony; room amazingly spacious; excellent customer service; and the rooftop pool and jacuzzi were just out of this worldStayed in November "
"304",304,"Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°The view!¡±","s amazing!The infinity pool is outstanding!Stayed in November "
"305",305,"Nigeria","<U+2022> Business trip<U+2022> Group<U+2022> Premier King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Excellent¡±"," Infinity poolStayed in November "
"306",306,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Sky View<U+2022> Stayed 4 nights",8.3,"¡°Room maintenance excellent.¡±","Feels a little like an airport with little intimacy Room maintenance excellent Great poolStayed in December "
"307",307,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 2 nights",9.6,"¡°Big rooms¡±","Extra for use of minifridge Big roomsStayed in December "
"308",308,"Brazil","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Super expensive but worth for one night¡±","Very very expensive Luxury hotel and great view of the city by the poolStayed in December "
"309",309,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Politeness and Amazing Singapore ¡±"," AmazingOnce in a lift timeor definitely twice e<U+F><U+><U+>Stayed in December "
"310",310,"Germany","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> The Grand Club King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",3,"¡°Frank¡±"," AlledStayed in November "
"311",311,"Colombia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room (3 Persons)<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°The beautiful swimming pool¡±"," The beautiful swimming poolStayed in December "
"312",312,"Belgium","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin City View Room <U+2022> Stayed 1 night",9.2,"¡°An amazing experience!!¡±","Expensive but considering the view and the facilities it is really worth it! Spacious rooms, single beds are big, very clean, amazing bathroom, stunning view, AMAZING infinity pool,Stayed in December "
"313",313,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights",6.7,"¡°Infinity pool is great¡±","No fridge included in the room price for private use The pool is fabulous Considering the price of the room and the climate in Singapore charging extra for a fridge that you can use seems rather petty  Checkin was slow but check out was quickStayed in November "
"314",314,"Qatar","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Outstanding... must try at least once in your life¡±","Nothing everything was perfect OutstandingStayed in December "
"315",315,"Philippines","<U+2022> Leisure trip<U+2022> Group<U+2022> The Club Room King City View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Perfect Hotel for holiday¡±","Nothing EverythingStayed in December "
"316",316,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Perfect¡±","Nothing Absolutely everything was perfect, very clean and high class The best hotel I've ever stayed in, including Four seasons and Waldorf AstoriaStayed in December "
"317",317,"United Arab Emirates","<U+2022> Leisure trip<U+2022> People with friends<U+2022> The Grand Club King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Room, pool, food¡±"," Room, pool, foodStayed in November "
"318",318,"Italy","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Believe the answers I have provided are selfexplanatory¡±","The swimming pool at the top with night great view EverythingStayed in November "
"319",319,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°The scenery from the hotel room was great¡±"," The scenery from the hotel room was greatStayed in December "
"320",320,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°One night to experience the rooftop infinity pool, excellent for exploring Gardens by the Bay¡±","Expensive (you can justify this because of the pool and access to the sky deck though) The rooftop infinity pool is there main reason to stay here, together with proximity to Gardens by the BayStayed in November "
"321",321,"Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 1 night",9.6,"¡°Amazing hotel with amazing service¡±"," there is a line to check in bigger than in the airport BUT they offer you drinks and even ice cream while you are waiting! we took room with city view and it was absolutely amazing! from the huge window we could even see the night show in Marina BayThe bathroom was huge and gorgeous! The express check out is very big advantage!Stayed in November "
"322",322,"Netherlands","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Great experience!¡±","Balcony had sigarettes and a sigarette pack of a previous guest, after our call to housekeeping they cleaned it immediately Not easy to access to hotel when you have visited Gardens by the Bay Great hotel with a spectacular pool! Love the views! Nice and affordable drinks and food at the pool Quiet room with balcony on the garden side In room dining was a great experience Breakfast in Rise Restaurant is expensive but worth it Staff is very helpfullStayed in December "
"323",323,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Amazing¡±","NothingStayed in December "
"324",324,"Philippines","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Wonderful experience¡±","No bidet in the washroom Gardens by the bay viewStayed in December "
"325",325,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Swimming pool is the main attraction!¡±","Bed was uncomfortable Could hear the a fair amount of outside noise Expensive The hotel was beautiful The main attraction being the swimming pool which was amazing! View over the gardens was greatStayed in December "
"326",326,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°A comfortable staycation.¡±","Car park is far! More updates to guests on where to go for breakfast would be goodStayed in November "
"327",327,"India","<U+2022> Couple<U+2022> Special Offer - Premier King Sky View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Bay sands made the trip special¡±","Ventilation in the bath room From the moment we entered, Marina Bay made us feel like we are having all the luxury I and my wife were on honeymoon and the staff made it extra specialWe were even upgraded to harbour view room though we had to pay some extra amount we got a good deal which included breakfastA special thanks to Carla who made us feel like the staff cares and always excited to see honeymoon couples, she took a note of us being on honeymoon and provided us a delicious mocktail and a picture card with greetings The stay was full of surprises, we were provided with chocolates in room as a compliment and the chocolates were finely made different flavors and we loved each of them Then the next day the room was decorated with rose petals which agains surprised my wife who was very happyThank you for making our trip wonderfulStayed in December "
"328",328,"Austria","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°too high charges in the end invoice (cleaning, poolside??)...¡±","too high charges in the end invoice (cleaning, poolside??) almost double than booking showsStayed in December "
"329",329,"Kuwait","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Special Offer - Premier King Harbor View Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Fantastic¡±","None Location and serviceStayed in December "
"330",330,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great service¡±"," Great serviceStayed in December "
"331",331,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night",10,"¡°Amazing!¡±","Just a very minor point: It is not that easy to find the way back into the hotel from shopping centre adjacent Infinity pool on roof is quite spectacular!Stayed in November "
"332",332,"India","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier King Harbor View Room (3 Persons)<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.6,"¡°Enjoyed¡±","No exhaust in toilet Our stay in room was totally comfortable and the pool and the casino we enjoyed  Hope to visit again soon with familyStayed in December "
"333",333,"South Korea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°breakfast is so good¡±"," breakfast is so goodStayed in November "
"334",334,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night",5,"¡°Pretty poor experience considering the place!¡±","The staff doesnat even offer a refreshment or anything We paid for the room when checking in because we were leaving really early in the morning and they asked me to pay again when I left So I have been charged  times for one night stay and I am just waiting to get my money back The infinity pool is the only good thing about this placeStayed in December "
"335",335,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room<U+2022> Stayed 1 night",9.6,"¡°Wonderful staff.¡±","Very touristy Wonderful staffStayed in December "
"336",336,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night",10,"¡°Best hotel with best customer service in over all.¡±","They dont offer free breakfast Amenities and Room :)Stayed in December "
"337",337,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room (3 Persons)<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°It was okay for the price of hotel other parks should have been included for free instead of only ga¡±","Too cold and bathroom was not equipped for senior citizens The room itself was okay but very cold and the bathroom should have bars where old people can hang on while showeringStayed in November "
"338",338,"Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Exciting and amazing. Bed mattress is great, I'll buy similar to my bedroom.¡±","nothing Everything's great!!! Amazing views Amazing food, greater than restorants outsideStayed in December "
"339",339,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> The Club Room King City View<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",10,"¡°Marina Bay Sands exceeded my expectations, Singapore as a city is a lovely place to visit.¡±","Singapore is an expensive city, place, which is understandable, however it is worth assessing what you would like to dove ever stayed in I loved the ambience atmosphere from where I had stayed The people were amazing, hotel was spotless and clean, the facilities were great The food especially heading out to little India and Chinatown was great Everybody from hotel staff to locals were all helpful, lovely and I made so many friends as wellStayed in December "
"340",340,"Bhutan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Deluxe King Sky View<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",9.6,"¡°Waiting in queue for everything¡±"," Casino n poolStayed in December "
"341",341,"France","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> The Club Room King City View (3 Persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.3,"¡°Food , location, vibe .¡±","Not recommended it for people that likes personalized serviceit feels like a commerce not like an hotel  this place as undertrained staff or just understaffed awful service  Food , location, vibe Stayed in November "
"342",342,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Orchid Suite<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°The garden really nice for walking exercise, various of...¡±"," The garden really nice for walking exercise, various of breakfast was excellent one thing that no at others hotel is the soy bean congeeStayed in December "
"343",343,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Room<U+2022> Stayed 1 night",7.9,"¡°A great experience but not a must!¡±","The view from the infinity pool is not that exciting nice but nothing wow! Still worth to try it but not really a must! The roof top terrace with the infinity pool, really nice The room was nice and cleanStayed in November "
"344",344,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°INfinity pool¡±","TV responded too slowly when I was channel surfing INfinity poolStayed in November "
"345",345,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 1 night",2.5,"¡°Coming to Singapore it was always on the bucket list for the pool alone¡±","Overpriced Restaurant LocationStayed in November "
"346",346,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°We had a great stay. The room is great, the pool is nice and safe but a little cold.¡±","Welcome snacks aside from drinks since most tourists came from far areas Could it be possible to add heater to the pool? Coz its cold especially when it is windy The staff especially the front desk officer Ms Elaine Cortez who is so courteous, accomodating and kind to tourists like usStayed in November "
"347",347,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 1 night",9.2,"¡°A great choice for a luxurious stay in a cutting edge facility with amazing staff.¡±","Excellence far outweighed any minor issues However bathroom floor slippery when wet Another pool for lap swimming would improve gym facilities Room: Size Bed Lighting Windows Electric curtains Interior design CleanlinessStaff: So attentive So informative So efficientRooftop: Pool Spago alfresco Lounges View!! Great vibeLocation and architectureStayed in December "
"348",348,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Excellent choice.    Roof top pool is amazing.¡±","We wanted twin beds, but only one double bed seems to be available for Club rooms, which surprised us Overall excellent choiceWell worth paying extra for Club room, which allows entry to Club Stayed in November "
"349",349,"USA","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier King Sky View<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.2,"¡°Very enjoyable stay¡±","Food at the hotel is too expensive  Great location and friendly staff Stayed in December "
"350",350,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier King Sky View<U+2022> Stayed 5 nights",9.2,"¡°We had a wonderful time, an amazing location and building.¡±","It is a little expensive The pool and sky deck are amazingStayed in November "
"351",351,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Amazing can not fault¡±","None  Amazing hotel to stay at Enjoyed my visit Stayed in December "
"352",352,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Over hyped¡±","Terrible service, old and stained cutlery Impolote staff near infinity pool Infinity pool and view from roomStayed in December "
"353",353,"Thailand","<U+2022> Business trip<U+2022> Group<U+2022> Special Offer - Deluxe King Sky View<U+2022> Stayed 3 nights",7.9,"¡°Awarsome¡±"," bed so comfy and i love the shower in the bathroom For toiletry, quality is great smell is good I will back for sureStayed in December "
"354",354,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Wonderful stay!¡±"," The customer service here was exceptional The pool is pretty amazing and the views are wonderful! Our room was comfortable and we were well looked after!Stayed in December "
"355",355,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Amazing experience,loved every minute.¡±","Nothing Pool ,views , locationStayed in December "
"356",356,"Portugal","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night",10,"¡°Exceptional.¡±"," Exceptional As you would expect The hotel is amazing, staff is -star, and the swimming pool is such an experience Completely worthStayed in November "
"357",357,"Luxembourg","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night",10,"¡°Excellent service, staff was extremely helpful and polite.¡±","It is quite pricy, but the service was great Excellent service, staff was extremely helpful and politeStayed in December "
"358",358,"Norway","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Everything about the marina bay sands is just amazing!¡±","If I had to mention one thing, you pay a lot to stay here, and we only stayed one night so wanted to enjoy it to the fullest They say the pool closes at , but they did chase us out beforet wanna go to sleep because the view was just amazing, and that was only from the th floor!Stayed in December "
"359",359,"Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Sky View<U+2022> Stayed 4 nights",10,"¡°The at MBS are above & beyond on the friendly scale.¡±"," The at MBS are above & beyond on the friendly scaleStayed in November "
"360",360,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5,"¡°Lovely, was it worth the premium price? No.¡±","The room meant to be delux whilst it was comfortable it wasnt anywhere near the premium price we paid The stay was lovely but disappointing when we were promised a  star hotel experience Overall, i expected a lot more but the hotel didnt quite deliver For the price we paid? Not much It was very lovely but didnt exceed our expectationStayed in December "
"361",361,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°- They were very kind when we picked up the stuff we left in...¡±","- In waiting for check-in, one of the staff came to us and told us to visit the reception for Japanese since they cannot communicate with us eventually even though we said that we live there and can speak English The way of his saying sounds rude to us - They were very kind when we picked up the stuff we left in the room :)Stayed in December "
"362",362,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Sky View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Brilliant service from the moment we arrived.¡±","Only negative is the very high price for alcohol at the pool and in room dining but a very small negative Brilliant service from the moment we arrived Upgraded to a suite, infinity pool amazing Location great, staff always helpful Great to have the link to gardens by the bay and the ShoppesStayed in December "
"363",363,"Sri Lanka","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night",8.8,"¡°Excellent stay, an experience of a lifetime. Views from the pool and skydeck is quite breathtaking.¡±","I would appreciate more space & a tub in the bathroom Other than that, all other services were quite impressive The shoppes area was amazing and we would have roam through it entire day if we had enough time The view from the skydeck is quite astonishing and good see the crowd in large numbers We have enjoyed a very pleasing evening at the infinity pool, which gives you unbeatable city views The hotel interior is quite modern and beautifulStayed in December "
"364",364,"Albania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 1 night",10,"¡°Perfect, great , wonderful.¡±"," Perfect, great , wonderful  Everithing is miracleStayed in November "
"365",365,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.4,"¡°I only like the view, and the pool. Accommodation not good at all.¡±","Room small for my booking I book it way in advance for three When I check in, the hotel just cramp a fold up bunk to last minute to accommodate Not comfortable The viewStayed in December "
"366",366,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Somewhere you have to stay at least once in your life.¡±","Room facilites not really * standards and spent way too much time waiting for the lifts Setting is unique and simply extraordinaryStayed in December "
"367",367,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights",4.6,"¡°we came to enjoy luxury, comfort and hospitality but we were treated like lowest kasta people¡±","staffs on the concierge and check out table and overall were very rude because I didn't understand their singapore english immediately, so staffs considered I didn't understand english at all, they looked down and very cynical as if I came from directly from the jungle Those staffs aren't suitable for such an international hotel and ruined our pleasure booking in such  stars hotel Staffs checking room key before allowing us to use the lifts were extremely unfriendly, their asked with such rudeness, as if we were going to steal from the property shower was so weak, the water barely came out from the shower head, warm water was so bad to regulate and if you get temperature correct, all of sudden hot water came out and then got cold again, the temperature just jumped hot and cold uncontrollable the swimming pool was over crowded, they should call it standing pool, no swimming was possible, people were standing just every where I will never visit this hotel again and I will tell everybody this hotel is not worthy to be visited even for % of the normal price room was big, we asked for city view and the hotel provided itStayed in December "
"368",368,"Sri Lanka","<U+2022> Business trip<U+2022> Couple<U+2022> Deluxe King City View Room (3 Persons)<U+2022> Stayed 2 nights",10,"¡°Very good memorable stay¡±","Business centre is not in the hotel You have to cross the road to the shopping mall beautiful rooms and comfortable bed etcStayed in December "
"369",369,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights",9.2,"¡°Lovely¡±","It's expensive and I won't stay there unless for special occasion (family trip, anniversary, birthday, etc) Last time I stayed there, I remember the bed's surface was not that hard I don't know, some people love that, but I don't really like it Doesn't need to be super soft, but something in the middle (of soft and hard) would be nice I stayed at the Premier Deluxe and boy the view was fantastic! I'd recommend the city view any day It wasn't my first stay in MBS, and I must say they kept their top notch quality Loved the extra welcome drink as well!Stayed in December "
"370",370,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night",8.8,"¡°Wonderful experience for a price.¡±","Expensive No bidet in the toilet No bath tub The shower head is fixed, and there's no ""telephone"" shower head The water temperature is hard to control, it can be very, very hot even if the switch is already at the ""cold"" side There's no place to hang your wet clothes after coming down from the infinity pool Excellent location, with direct access to shopping mall and Gardens by the Bay The check in/check out counter staff are very friendly and very professional The room is huge and immaculately clean, with a magnificent view of the city There's free wifi everywhere, even in the mall The birthday cake is highly appreciated The infinity pool is great, with a wonderful view Breakfast selection at Rise Restaurant is extensive, the restaurant staff are also very friendly and courteousStayed in December "
