"","X","nationality","tags","score","content","content_detail"
"303",303,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",3.8,"¡°Nothing much to mention about out stay at this hotel.¡±","Room was small TV was smallNo bathrobesNo room slippers Location Breakfast was quite goodStayed in September "
"304",304,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°It was close to everything¡±"," Bed was comfyStayed in August "
"305",305,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.5,"¡°Great location with comfort¡±","Na Comfy bedStayed in August "
"306",306,"South Korea","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°good location¡±"," Clean and comfortableStayed in September "
"307",307,"Bahrain","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Great place to stay and value for money!¡±","Nothing Great value for budget hotel I liked the location close to  metro stations and a shopping complex and a street market In addition the hotel was eco friendly They provided glass bottles on loan for water and iPads at the bar They also provided a free phone with free data and calls to several countries I have seen that only in one other hotel This was appreciated The room was small but it's a budget hotel and accordingly expected Overall great place and amazing value for money Shoutout to a lovely receptionist called Dash who was very accommodating with our requests for adjoining rooms and several queriesStayed in August "
"308",308,"Malaysia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights",9.6,"¡°The hotel and location is so convenient! Strong vibe area!¡±","None The location for this hotel was great Surrounding areas had so many restaurants and hawker stalls Lots of choices for lunch and dinner And it is just a walking distance from the MRT Also walking distance from the nice area of the Singapore Art Museum Loved the location and convenienceStayed in August "
"309",309,"Ireland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Good hotel, very good facilities,  and very pleasant and...¡±"," Good hotel, very good facilities,  and very pleasant and very helpful staffStayed in August "
"310",310,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights",9.6,"¡°I'd simply stay there again!¡±","It was difficult to get guest services to answer the phone - it rang out several times, at peak times and after hours I had a medical concern and the staff involved in helping me, especially the concierge guys were INCREDIBLE! They walked to the clinic and ATM with me; insisted I sit down while waiting for a taxi; gave the taxi drivers specific instructions on looking after meStayed in August "
"311",311,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Comfortable City Stay¡±"," The staff were just amazing, from check in and also the man and his staff running the Buffet breakfast they were so lovely and professional amidst a busy period I loved my room with extras, it was one of the most comfortable city stays I have had- the wifi in room super fast, late check out meant I could sleep in and relax before my flight in the evening and the smartphone with free calls and data was just the most helpful addition the the room- I could explore Singapore with it on maps, use data and tourist info to check out where to eat, make calls to organise taxi or airport shuttle etc- and also touch base with my husband back in the UK, all for no additional cost- it is such a good idea and so helpful!!!Stayed in August "
"312",312,"Vietnam","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Great¡±"," The view is nice, near MRT The staff is really helpful and friendly, quick check-inStayed in August "
"313",313,"Indonesia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",6.7,"¡°The staffs are helpful.¡±","Breakfast i a little bit boring if you stay more than  nights, not so much selection Room is small The staffs are helpful Location is great!Stayed in August "
"314",314,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°We'll stay here everytime we're in Singapore!¡±","Toiletries have to be asked from staff No bidet Bed is very comfy!Stayed in August "
"315",315,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",9.2,"¡°Very happy staying there and will come back to stay again¡±","All good So close to everything,  the view from the room was just great,  breakfast time was very good, transportation is outside the Hotel,  bus line  takes you to Sentosa Express's terminal and the hop on hop off stops also outside the hotel,  brilliantStayed in August "
"316",316,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Good location. Clean and functional as a resting place for a tourist.¡±"," Did not eat at the restaurantStayed in August "
"317",317,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",6.7,"¡°It's location ¡±"," It's location Stayed in August "
"318",318,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°I love ibis¡±","Program tv Bed is cozy safe and cleanStayed in August "
"319",319,"Philippines","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.2,"¡°Convenient property in Bugis¡±","Delay with check in, room was not ready at  pm I ordered the salted egg prawn in their restaurant and it did not taste as good as the other restaurants in Singapore Breakfast has improved since the last time I stayed in the hotel Room is spotless!Stayed in August "
"320",320,"Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°As we missed a connecting flight we only arrived at 11am on...¡±","After picking up stored luggage we couldnt use the bathrooms in the lobby because it could only be accessed with a room key card As we missed a connecting flight we only arrived at am on the morning of checkout but we were still allowed to have the room for a couple of hours beyond checkout timeStayed in August "
"321",321,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Comfortable but away from best part of Singapore¡±","Small bathroom Big clean rooms with empty mini bar but coffer making facilitiesStayed in August "
"322",322,"Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights",8.3,"¡°Good in the central Singapore¡±"," Better location to MRT station and BuggisStayed in August "
"323",323,"Sri Lanka","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 4 nights",8.3,"¡°Good!¡±","Breakfast finished by -am and there was nothing left to eat! Very ncie staff and nice clean roomStayed in August "
"324",324,"Taiwan","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Wonderful¡±"," Friendly reception and serviceStayed in August "
"325",325,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights",8.8,"¡°Good location and a comfortable bed¡±","Would like more options available for food and drinks Bed was comfortable and bathroom spaciousStayed in August "
"326",326,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.3,"¡°Good¡±","Customers jumping the queue when booking in at reception desk Really liked location on BencoolanStayed in August "
"327",327,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Nice stay¡±","The twin beds are too small and the wifi was poor The cleanliness, location, breakfast, staff are excellentStayed in August "
"328",328,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°The view and the cleanliness.¡±","The toilet was a little small but overall it was fine The view and the cleanliness The harmonious environment with live band at night was niceStayed in August "
"329",329,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°The good taste of foods.¡±","No swimming pool in the hotel The room is small The good taste of foodsStayed in August "
"330",330,"France","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights",8.8,"¡°As good as every other time¡±","Having stayed at Ibis' across the world, would love for a gym and a pool perhaps I always stay at Ibis Bencoolen when in Singapore, great location, reasonable pricing (although I think it has come up since my first visit in , have been four other times)Stayed in August "
"331",331,"India","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.2,"¡°I'm happy that I chose Ibis  hotel to stay.¡±","NA Very well connected with popular places, (like Arab street, Bugis, Clark Quey, Little India, Chinatown, etc)facilities, ambiance,friendly & helpful staff(specially Indra, sorry don't know his post) Stayed in August "
"332",332,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 3 nights",9.2,"¡°Happy with hotel location & comfort.¡±","More tourist attraction brochure's in the lobby there wasnt alot of information and take off your website that you get a free phone to use with your stay there Cause its not free you have to pay for it Nice clean, good breakfast, quiet location, easy access to subway Good neighbourhood, comfortable beds  Friendly service  Close to good shopping markets, It was all goodStayed in July "
"333",333,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Good place to stay in.¡±"," Clean rooms, nice bed and good location with mrt within walking distance Lots of restaurant nearbyStayed in August "
"334",334,"Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°It was nice place to stay¡±","Overall is good The atmosphere was nice and near to the food city and mrtStayed in July "
"335",335,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights",9.6,"¡°Excellent stay and they responded positively to my feedback immediately.¡±","Fridge was a micro size, more room needed for cases Good breakfast choices, all well cooked The staff were all excellentStayed in August "
"336",336,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Breakfast was good, Nice service, no complaints!¡±"," Breakfast was good, Nice service, no complaints!!Stayed in August "
"337",337,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights",10,"¡°Great location.¡±","Breakfast was a bit so so The Asian selection in particular was a bit light on and what was on offer was disappointing Great location Close to  metro station, walking distance to Orchard Rd, Fort Canning, the Museum, Bugis St Clean and comfortable room Courteous staffStayed in August "
"338",338,"USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 5 nights",10,"¡°Great location. Recommend the hotel¡±"," nice bedStayed in July "
"339",339,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.2,"¡°I love SG e<U+009F><U+0092><U+0095>¡±","Please put bidets in the toilets in each rooms e It's accessible to all transportation system:) e<U+F><U+><U+D>e<U+F><U+F><U+BB>e<U+F><U+><U+D>e<U+F><U+F><U+BB>e<U+F><U+><U+D>e<U+F><U+F><U+BB>Stayed in August "
"340",340,"Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights",8.8,"¡°Convenient location, value for money¡±"," Convenient location, value for moneyStayed in July "
"341",341,"Indonesia","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Easy to reach bugus junction, sim kim sq¡±","Price moderately expensive Easy to reach bugus junction, sim kim sqStayed in August "
"342",342,"Japan","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 5 nights",8.3,"¡°The staff is helpful.¡±","The air condition system seems old It's a little cold in the night even we set  Celsius degree with minimum wind speedWe found hair in the clean towel before we use it The staff is helpful One day we had a problem about the air conditioner that the air flow from the conditioner is very bad and smelly We told the staff, and he immediately changed a new room for usStayed in August "
"343",343,"Indonesia","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°nice stay and convenient¡±","none red moon drinkStayed in August "
"344",344,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Location.¡±"," Location Very comfy bedsStayed in August "
"345",345,"Singapore","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Wonderful is all I can say!¡±","Nil Excellent servicesStayed in August "
"346",346,"Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Nice.¡±","WiFi speed not fast Clean and tidy room Good breakfast Nice staff Convenient locationStayed in August "
"347",347,"New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Oldies on tour- New Zealanders loving life.¡±"," Loved the staff Great fun and great advice Comfortable bedsStayed in August "
"348",348,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights",9.2,"¡°very nice and comportable stay¡±","toiletries by request the staff are very accomodatingStayed in August "
"349",349,"Indonesia","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°Bed, comfort¡±","Wifi, very poor Bed, comfortStayed in August "
"350",350,"Taiwan","<U+2022> Business trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Noises because of Chinese tourists at the same story, nobody...¡±","Noises because of Chinese tourists at the same story, nobody help you to open doors when you carry more baggagesStayed in August "
"351",351,"Poland","<U+2022> Business trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 7 nights",9.2,"¡°The staff was extremely kind and helpful.¡±","The WiFi was quite slow The staff was extremely kind and helpful Rooms were OK, clean and comfortable (a big bed and desk), equipped with a TV, fridge and a teapot Good location (close to two underground stations) Lots of restaurants, shops, etc just next to the hotel The breakfast was very goodStayed in August "
"352",352,"Malaysia","<U+2022> Business trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Clean¡±","Clean CleanStayed in August "
"353",353,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Great spot to take in Singapore¡±","N/a Bed was good - coverings very comfortableBathroom - goodIron and tea making very goodStayed in July "
"354",354,"Mauritius","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights",7.9,"¡°No Concierge...Carry Your Own Luggage¡±","No Concierge ServiceThe queuing at the receptionOnly two devices could be connected to Wifi BreakfastStayed in July "
"355",355,"Sri Lanka","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights",9.2,"¡°Overall the hotel was good and very clean¡±"," Overall the hotel was good and very cleanStayed in August "
"356",356,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Our third time stay suited our needs¡±","Help with bags Location and serviceStayed in August "
"357",357,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Comfortable and clean with friendly services¡±","The restaurant is a bit dark like cafeteria Perhaps some nice lighting will give a warm comfortable setting Clean room excellent service from Vicki at the Taste restaurant who's knowledgeable about dietary needs, central location,no noisy hallways or corridors which is good for my night sleepStayed in August "
"358",358,"Vietnam","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights",9.2,"¡°Very convenience location and staffs were friendly.¡±","Tower was a bit old and look dirty need to replace Very convenience location and staffs were friendlyStayed in August "
"359",359,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Excellent accommodation¡±","Can't complain The mobile internet and hotspot superbStayed in August "
"360",360,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°Could be better. Pay more attention to our request.¡±","More towels as there is no hand towel CleanStayed in July "
"361",361,"Papua New Guinea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",5.8,"¡°Hotel is moreless a budget hotel¡±","Room is too small Food and free wifiStayed in July "
"362",362,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.9,"¡°Beautiful place people are very nice , spotless city would recommend a visit arcutecture is amazing¡±","The room was very crampt storage space struggled to put all our clothes in the wardrobe, barley enough room to walk around the bed but it was spotless and cleaned every day , could be doing with telling you more of where to go and advertising what's going on in Singapore, a good idea would be a desk that you could go to to ask about Singapore and best places to see Staff were more than helpful with any request , location excellent , meals at restaurants in hotel were good value and niceStayed in July "
"363",363,"Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights",4.6,"¡°Only 1 staff during check-out had no skill of service¡±","Staff (lady) on duty during our check-out (July , : local time) has had no skill of service She had no idea that the guest who was in check-out process should be completed all pending processes before serving another guests Quite good location, short walk from Bugis stationStayed in July "
"364",364,"Pakistan","<U+2022> Business trip<U+2022> Group<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 4 nights",7.1,"¡°Recommended for location and¡±","The food was not halal It would be ideal for growing muslim travelersThe room was very small Excellent cleaning and locationStayed in July "
"365",365,"Myanmar","<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",3.8,"¡°Never go back again¡±","Very noisy , can't sleep very wellStayed in July "
"366",366,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights",5.4,"¡°I will not use booking.com again for my reservations¡±","  During our check in we were given our room at : pm, only  room    is available we waited for  hrs For the  rooms On  my online booking part of the choice of room, breakfast was inclusive for  per room but during check in, according to the hotel staff, breakfast was not yet paid  I was charged again per person during my check in  I booked our rooms a month before our travel but I was immediately charged on my credit card the whole amount of the reservations (rooms) as soon as I filled up my reservation via online  ff Breakfast buffet is very good, lots of choicesStayed in July "
"367",367,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Staff are friendly and helpful.¡±","No comments Everything is good no commentsStayed in July "
"368",368,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Perfect location¡±","Downside was the size of room being too small for Travellers with children No extra room for extra bed, hence three of us cramped in a not-so-big queen size bed Amenities within the room could be improved considering the price we paid, for eg, slippers and toothbrush kit should have given free The room was clean and modern Bed was quite comfy But the star of the show was the location, it was right smack in the centre of everything, so close to eateries, Malls, public transports and everything elseStayed in July "
"369",369,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°We'll be staying with you again when we return from the UK on our way to Australis.¡±"," We were very happy with meals we had at restaurant We found staff to be very friendly & happy to make us welcomeStayed in July "
"370",370,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",10,"¡°Our vacation¡±","Nothing They deliver what they promiseStayed in July "
"371",371,"India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°No frill arrangements¡±","Responsiveness for filling up toiletries upon request No frill arrangementsStayed in July "
"372",372,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.9,"¡°Enjoyed the accommodation, best staff and excellent location.¡±","Lifts were abit slow but did not really affect our stay Friendly & helpful staff Comfortable & clean room Very good location to enjoy many aspects of SingaporeStayed in July "
"373",373,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.8,"¡°location and friendly staff ¡±","breakfast  location and friendly staff Stayed in July "
"374",374,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°A hotel suitable for family trip¡±","The floor is not well cleaned by housekeeping Cozy room Near to  eleven and hawker centre Near to bus stopStayed in July "
"375",375,"Puerto Rico","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.3,"¡°Good service¡±","Long line and wait for the elevator Good serviceStayed in July "
"376",376,"Philippines","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Close  to  very thing¡±","Breakfasts  was good Bed  was goodStayed in July "
"377",377,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Value for money hotell¡±","Room size pretty small Breakfast and location and priceStayed in July "
"378",378,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Amazing stay¡±","Nothing Bed was extremely comfortable  Staff wonderful and very happy to assist with bookings and information in regard to transport which is close by and food outlets  Perfect area as everything is so convenient  One of the best properties we have ever stayed  Refrigerator in all rooms is certainly another bonus  plus the - located next door had everything we needed Great property - we will be backStayed in July "
"379",379,"India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Best  Hotel¡±","Nothing Very good locationStayed in July "
"380",380,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Value for money.¡±","The breakfast is almost the same everyday Could serve different kinds of food daily Comfortable stay Value for moneyStayed in July "
"381",381,"Spain","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night",7.1,"¡°Good location hotel.¡±"," Great location, comfortable facilitiesStayed in July "
"382",382,"Hungary","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights",8.3,"¡°Very good accommodation, perfect for early risers!¡±","Cleaning start too early, at  AM! Awful! GOOD: Very good location and useful public transport junction Downtown by metro  minutes, by walk just - minutes Hop-on hop-off bus station nearbyFriendly staff, clean rooms, good air conditioning, free PC workstation in lobby  BAD: Awful, the cleaning and vacuum cleaner whisper starts at  AM! Completely forget the late wake up!Stayed in July "
"383",383,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Top lo ation and great value for money.¡±","The fact we didn't stay longer Top lo ation and great value for money  Loved SingaporeStayed in July "
"384",384,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 2 nights",7.5,"¡°Very Pleasant and we'd recommend this Hotel to friends wanting somewhere nice to stay if they intend¡±"," The food was tasty The bed comfortable and clean The Hotel staff considerate and polite Thank you for making our stay enjoyableStayed in June "
"385",385,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°A great hotel to choose in Singapore¡±","Nothing The bed was very comfy and the location is perfectStayed in July "
"386",386,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",4.2,"¡°Lack of things.¡±","Lack of things Very slow staffStayed in June "
"387",387,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 2 nights",10,"¡°A nice place to stay with a good price¡±","Nothing comes to mind The hotel was very clean,and everyone was very helpfulStayed in July "
"388",388,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 12 nights",5,"¡°the bed was comfortable, the staff were friendly.¡±","The room was poorly designed  You could not turn on the bathroom light without illuminating the unitThere was completely inadequate storageShould have some choice of pillow sizesCurtains- one red and one brown !!! the bed was comfortable, the staff were friendlyStayed in July "
"389",389,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Comfortable, welcoming & enjoyed my stay¡±"," The bed was wonderful, very comfortable I also enjoyed how the hotel is very eco friendly!Stayed in July "
"390",390,"Sweden","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights",2.9,"¡°Noisy, expensive Global Industry accomodation¡±","Typical Global Industry accomodation, groups on rebates noisy partying in corridor  of  nights! Night security had give me a room on other floor as he ""could not control them"" First and last time Ibis Purchased breakfast buffe extra - expensive but large and goodStayed in June "
"391",391,"Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.8,"¡°The room was great, very comfortable.¡±"," The room was great, very comfortable The staffs were very helpful as well I enjoy stay thereStayed in July "
"392",392,"New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Thoroughly enjoyable. Top marks to Ibis Bencoolen Singapore¡±","Nothing Wonderful friendly service at this lovely hotelStayed in July "
"393",393,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 7 nights",10,"¡°every thing¡±"," every thingStayed in July "
"394",394,"Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Stopover¡±","Nothing bad Expect small rooms but they are still comfortable Location is great Good breakfast CleanStayed in July "
"395",395,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights",8.3,"¡°Taste restaurant food was excellent and good value for money¡±","Buffet breakfast food wasn't always replenished quickly enough by the kitchen Taste restaurant food was excellent and good value for moneyStayed in July "
"396",396,"","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Comfortable stay¡±","We didn't have shower gel Stay was good and we had no issuesStayed in July "
