"","X","nationality","tags","score","content","content_detail"
"309",309,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Beds were extremely comfortable¡±","Checked in after midnight as our flight had been delayed and staff on front desk was less then accomodating Had requested a late check out (pm- at extra cost of course) weeks earlier as only staying one night between flights, but was informed on arrival that they hadn't received notice of this as we had booked through a third party and could only stay til pm even though I had confirmation emails from both the hotel and bookingscom, staff wouldn't even look at the emails I tried to show her Tired already and travelling with our young son I wasn't going to argue and just needed a bed This however ruined our plans to spend the next day in Singapore Was only the next morning after I had filled in a survey about our stay that they told us we could have our original requested checkout at pm this was at am - as we figured we had to check out at pm, we would just stay in hotel til lunchtime and explore Changi airport before our next flight Too late still upset with lady on front desk who didn't even greet us or crack one smile (extremely poor customer service I have worked in customer service for over years) we checked out at  (less then hours in hotel $ for two rooms) hotel was fabulous just takes one staff member to ruin a guests experience and lose a customer Will not be staying here again because of it Beds were extremely comfortableStayed in September "
"310",310,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°We enjoyed our stay and will stay again to break our journey when travelling to a Europe.¡±","We had a snack in the bar but we're disappointed with the quality of the food  The wagu burger was disappointing Convenient location, our flight arrived late at night so it was good to just collect our bags and walk to the hotel  Room was very comfortable and quiet  Enjoyed relaxing by the pool the next dayStayed in October "
"311",311,"Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Perfect place to re-charge my batteries before another long haul journey¡±","Finding the place for the first time  People in the airport were fairly vague about exactly where the Hotel was  So it took me about  minutes to find it  But as I said in the previous question, now that I know where it is, it will not be a problem in future Clean room, silent, everything worked  Could NOT hear neighbours, so a great stay all round  Now that I know where it is it will be easier to get to in future  It is a very convenient place to have a shower, have some sleep and then get some foodStayed in October "
"312",312,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights",10,"¡°This hotel was great for a stop over.¡±"," This hotel was great for a stop over We were able to sightsee easily from the Airport to visit Singapore city Our room was made available even though we were on a early flight, this was very much appreciatedStayed in October "
"313",313,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Perfect layover hotel.¡±","A little pricey but you can walk back to the terminal  downstairs and find some restaurants and a grocery store to save on food This hotel is so convenient for a layover  It is expensive but you can roll your airport trolley all the way to your room   No taxis, busses or trains to worry about   The restaurant has is good and when we were there there was as a special running cutting the price quite a bit   If you have time to go into the city there is a train you can catch right at the airport and it is much easier without your luggage   Especially nice for early morning departures  The rooms are really nice and the beds and pillows are so comfortableStayed in October "
"314",314,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.2,"¡°An excellent and extremely comfortable airport hotel.¡±","There isn't much to fault Food and drink in the hotel is very expensive but it is easy to eat more cheaply in the airport (there is a good hawker centre in the basement of Terminal ) if you don't want to travel elsewhere The pool was good but a bit more greenery around the pool area would have been extra nice An excellent airport hotel Very quick to get to and very comfortable The room was very spacious and there was a big bath There was no noise at all in the room apart from the air conditioning - I didn't hear any aeroplane noise at all and was able to sleep well on my  hour stopover The air-conditioning didn't dry me out like as in many hotels and I felt very rested before taking my next flight It's only about $ and - min by taxi to Changi Village if you want a visit to a Hawker Centre for a cheap meal and a walk near the water The pool was also good to get some exercise and stretch out after being on a cramped planeStayed in October "
"315",315,"United Kingdom","<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Calming and a lot of support from intelligent and supportive staffmwho used thei iniative.¡±","For clients who want a snack rather than a larg meal a little more could be in offer Close proximity to the airport, helpful staff, good facilities in roomforStayed in October "
"316",316,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Best option for overnight stays with early morning flights¡±"," Amazing beds and pillows Super convenient to the airportStayed in October "
"317",317,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> King Suite - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°The place is vey convenient for me to get my things.¡±","Nothing  The place is vey convenient for me to get my things  Stayed in September "
"318",318,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Room was very comfortable  and clean.¡±","The view and noise werent great as there was a building job opposite our hotel room Room was very comfortable  and cleanstaff were very helpful Nice swimming pool areaStayed in October "
"319",319,"Japan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Soso¡±","Before checking in, l propose to prepare and check the amenityStayed in October "
"320",320,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",10,"¡°A wonderful experience!¡±"," The Staff in all areas of the Hotel were outstanding- at the front desk, in the Breakfast area, the Baggage collection and storage- all staff had a positive energy with good humour Very impressive!Stayed in October "
"321",321,"South Africa","<U+2022> Leisure trip<U+2022> Group<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",10,"¡°Exellent stay and absolute value for money , especially after a long trip¡±"," We were on a flight from Dubai to Singapore and only landed at : terminal   After customs and luggage reclaim , we took the train to terminal  and within five minutes we arrived at the reception desk  There were a queue of about four people , but we were helped within two minutes  At that stage we were quite tired , but reception were very friendly and helpful  I booked two rooms ( Business King Room ) for me and my friend  The rooms were in a class of there own  In my opinion five star Stayed in September "
"322",322,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Too short¡±","Nothing The hotel was situated at the airportA mobile phone was provided with unlimited international calls, so it came in handy to call the kids back homeIt skso had a great bath yo soak inStayed in October "
"323",323,"South Korea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",5.4,"¡°I like the location, pool, and breakfast of the hotel.¡±","There was sudden rain shower during my stay I was very surprised that the rain water was coming to my room through the main door Even my shoes were wet due to the infiltration of water I called the hotel desk to clean it, but the staff came after  min of my call Meanwhile, I could hear strange sound through the main door I opened the main door and found that the staff was fixing the ceiling of the corridor just in front of my room All these annoying things were happened about pm, which made me very uncomfortable I like the location, pool, and breakfast of the hotel It is very convenient from Chang i airport There are many shops in the land side of terminal  for dining and shopping The bed and shower rooms are also niceStayed in October "
"324",324,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Convenient luxury at the airport¡±","Nothing The staff were very efficient and friendly - perfect for a stop overStayed in September "
"325",325,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Delightful and elegant hotel to stay in.¡±"," Courtesy and efficiency of all staffStayed in October "
"326",326,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.2,"¡°The evening buffet meal was great value if you booked it at...¡±","Maybe late check outs are free or very cheap? The evening buffet meal was great value if you booked it at check in  - the room was very very comfortable and fitted out perfectly - it was expensive but then its proximity to the airport if you are staying only one night/between flights is what it is all aboutStayed in September "
"327",327,"Taiwan","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°The breakfast is diversity and delicious.¡±","They suddenly charged the hotel fee and didn't send me the message The fee is excluded % fee It should include all the fee in bookingcom Otherwise, it is hard to think the hotel is worthy or not The breakfast is diversity and deliciousStayed in October "
"328",328,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",10,"¡°Refreshing¡±","The spa wasn't open when I was there, I would've loved a massage I think its operated by a third party so not really the hotel I had a  hour layover at Changi airport so decided to book into the hotel so I could rest properly, especially being pregnant This was the best travel decision I've ever made I slept in a bed, went and refreshed with a swim in the pool and then had a great bath in the room If I can book into a hotel like this I would deliberately book a long layover as the break in trip was just what I neededStayed in October "
"329",329,"Indonesia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Didn't  honour my Booking. Com reservation, scam¡±","Even book with  Bookingcom, the hotel didn't  honour the booking and charged me more money nearly  dollars more, please inform me how this can be and how I can get my rebate,  thank youStayed in October "
"330",330,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",10,"¡°good¡±","Do not like the dark d All goodStayed in October "
"331",331,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Quality and convenient¡±","Signage within airport could be improved So easy and convenient, especially with a am departure the next dayStayed in September "
"332",332,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Excellent transit hotel¡±","Nil Good Spread for breakfastStayed in October "
"333",333,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Excellent service by my own fellow Singaporean.¡±","The swimming pool was lack lustre Otherwise would be a / Seamless check in process as expected Room Is ideal for a day of rest and rejuvenatation Breakfast spread is amazing! And who can complain about a  hours gym?Stayed in October "
"334",334,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Convenient calm very clean friendly fabulous stay¡±","Nothing comes to mind Arrived early hrs of the morning staff excelant room was perfect were upgraded to a suite wish we could have stayed longer will most definitely stay againStayed in October "
"335",335,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°A great hotel for a stopover in Singapore¡±"," Very comfortable and very convenientStayed in September "
"336",336,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great position and fantastic staff.¡±","There was nothing I didn't like It was a great choice The position is excellent - so convenient for the airport The staff were wonderful Nothing was too much trouble The room was nice with a v comfortable bedStayed in October "
"337",337,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Great value ¡±"," Fabulous location   Clean and comfortableroomStayed in October "
"338",338,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Very convenient!!!¡±","s accommodation We had a flight next morning so needed an accommodation for one night only and this proved out to be the bestStayed in October "
"339",339,"Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°comfort and convenient¡±","Bathroom light fixtures brokenHifi stereo system not workingStayed in October "
"340",340,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Very grateful to get into room early after overnight flight.¡±","One thing , they should have fresh milk in the fridge for tea drinkers Coffee creamer etc is not good in tea Arrived early and was given an upgrade to the Jewell WingStayed in October "
"341",341,"Malaysia","<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Lovely room, attentive and positive staff who went out of their way to help!¡±","Remember to put up the 'do not disturb' sign if you want to be left alone by regular visits from cleaning staff!  (They are just doing their job but sometimes it's nice to sleep undisturbed!) My room faced construction sites rather than the harbour, although that didn't actually bother me The bed was huge and comfy with extra pillows and crisp sheets, just lovelyStayed in October "
"342",342,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Club Double Room - Non-Smoking<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.2,"¡°Facilities and ambiance easy to take public transport and...¡±"," Facilities and ambiance easy to take public transport and taxis to anywhere in SingaporeStayed in September "
"343",343,"Norway","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Hitel indide the airport terminal¡±"," Hitel indide the airport terminalStayed in October "
"344",344,"USA","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",7.5,"¡°Convenient to airport. Clean and comfortable.¡±","My booking indicated I could pay for room upon arrival Was hoping to use Singapore dollars I had left The hotel had already charged the room to my credit card Room service prices are extreme Bed was very comfortable Bathroom was very clean Room was quietStayed in October "
"345",345,"United Arab Emirates","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Location¡±"," LocationStayed in October "
"346",346,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Proximity to airport¡±"," Proximity to airportStayed in October "
"347",347,"Australia","<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 3 nights",10,"¡°A very comfortable stay¡±"," Beautiful decor and a very comfortable stay I loved watching the planes from my view of the runway (th floor) All of the staff are very professional and courteous Room very cleanStayed in September "
"348",348,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Wonderful pool!¡±","Room was a little tight with a third bed but access to hotel was excellent given we arrived on a  late flight Wonderful pool!Stayed in September "
"349",349,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights",8.8,"¡°Airport hotel ideal for day long stopover.¡±","I don't love this hotel as there is nothing to do  All the shopping is through immigration, but it serves its purpose which is a place to sleep  My wife finds the bed comfortable, but it is too hard for me Convenient for a lay over between night flights home from Europe (arrive am, depart pm) and this time, they offered us a special day rate instead of charging us for  nights  Good breakfast, great restaurant, nice pool area, good size rooms with a good walk in showerStayed in October "
"350",350,"Australia","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°The  room was not up to standard in view of the overall cost per night.Not very pleased .¡±","Bathroom  floor was full of marks and the sink was blocked reported the matter nothing was done about itStayed in September "
"351",351,"Spain","<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Very convenient stay in singapore¡±"," The room is very big and nicely desigedBed is super comfyYou have direct access to the airport from the hotel lobbyStayed in October "
"352",352,"Singapore","<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Great¡±","None AllStayed in October "
"353",353,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°Not bad for a short stay¡±","The reception staff is not so friendly The hotel is convenientStayed in October "
"354",354,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°This hotel deserves its very good  reputation.¡±"," Great location just a short walk from TERMINAL   Lovely comfortable bed very good sized room and excellent bathroom , really can't fault the accomodation We arrived early but were given a room straight away , very grateful after a  hour flight  <U+A> Left early in morning so had to rush breakfast which was a pity as it was certainly up to the very high standard of the rest of the hotel Stayed in September "
"355",355,"New Zealand","<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Staff helpful and arranged early room check-in for me when I...¡±","Nothing Staff helpful and arranged early room check-in for me when I arrived very early They also offered me breakfast on day of arrival, rather than departure, which worked better with my flights (which they suggested)Stayed in October "
"356",356,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room with Pool View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Comfortable and convenient¡±","Renovations nearby a bit noisy Good size excellent facilitiesStayed in September "
"357",357,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Easy access from airport perfect for transit¡±","General furniture maintenance needs improvement- cabinets falling apart The complimentary Oolong tea bag in room was so good, room is spaciousStayed in October "
"358",358,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great location,  a bit expensive,  but staff were awesome.¡±","The lack of air conditioning in the lifts They had cold soy milk,  which is rare in Asia For those of us who are lactose intolerantStayed in September "
"359",359,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Brilliant hotel¡±"," Ideal location - easy walk from plane directly to hotel in the terminalThe room was amazingly comfortable - best bed I have ever slept in with pillows so good I wanted to take them home with me Beautiful detail throughout the hotelAttention to detail was incredible - they even give you a personal mobile which has unlimited data and international calls whoch you can take outside the hotel with you!Stayed in October "
"360",360,"New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",10,"¡°I recommend anyone to stay at the Crowne Plaza and will book again when travelling to Singapore¡±","None Efficient and welcoming staff Comfy bed A good night sleep and rest Good variety and suburb foodStayed in October "
"361",361,"South Korea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°The hotel is very easy to find, as there are signs at the...¡±"," The hotel is very easy to find, as there are signs at the airport with the name of it The wifi works great, hotel and room are super clean, the room and bathroom were very spacious, which I didn't expect in Singapore The bathroom has both shower and bathtube, as well as shampoo, shower gel and body lotion There is a nice swimming pool, but we didn't have a chance to use it, unfortunately Maybe next time! Would totally reccommend this hotel!Stayed in September "
"362",362,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night",8.3,"¡°A lovely way to spend twenty four hours in Singapore.¡±","It was very hard to find the way to the reception lobby, we had to exit the hotel, go to the arrivals pick up so that our driver could find us, he also dropped us at the same location after he couldn't find the entry to the hotel The staff were very friendly and welcoming, it was extremely easy to check out and jump on our flight  Would highly recommendStayed in October "
"363",363,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Really like the breakfast, which got various options.¡±","t have to bring all those luggages travel to downtown, and back to airportStayed in October "
"364",364,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Great hotel for people wanting an airport stopover.¡±","The room needs a spare blanket as the blanket wasn't very thick Room service menu needs  a few more vegetarian options We had breakfast at the hotel and some of the hot food like hash browns were cold but the overall breakfast was great Great facilities Bathroom was big and spacious and the bed was quite comfortable The location is brilliant and so easy to access from the airport This is one of the nicest hotels I've stayed atStayed in October "
"365",365,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights",10,"¡°Good feel to the place, everything you need in the room for business travel as well.¡±"," If you are staying in Singapore for only one or two days of meetings or simply a flight stop over,  this hotel is ideal Singapore is so small its easy to still get anywhere for your meeting and then back to base at this hotel to catch the outbound flightThe buffet dinner is good value and good quality and the gym is also very goodStayed in October "
"366",366,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights",9.2,"¡°everything¡±","club room snacks could have been more diverse everythingStayed in October "
"367",367,"New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Would return¡±","Thought the price of a cup of coffee and hot water very overpriced in cafe close to lobbyLighting in dark areas could be improved LocationOutdoor poolExcellent room facilities especially comfort of bedPrivacyDining optionsStayed in October "
"368",368,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°So easy after a long haul flight when very tired.¡±","Nothing! So easy after a long haul flight when very tired Great choice for breakfastStayed in October "
"369",369,"New Zealand","<U+2022> Business trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",4.2,"¡°Woken by construction at 1.30am. Moved rooms at 2am. No apology at checkout¡±","N/a Good selectionStayed in September "
"370",370,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Perfect stay¡±"," I love the room layoutStayed in September "
"371",371,"China","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Best Crowne Plaza I've stayed in. Attention to detail is impressive.¡±","No complaints at all The decor is a bit corporate but there's nothing wrong with the colour grey Fabulous hotel At first glance I was disappointed to see my room had no windows but I was mistaken: it was actually equipped with super clever blackout glass and automatic window blinds of your choice The Hotel is in the bowels of the Airport but unless you're an extremely light sleeper you wouldn't notice the noise of the aircraft There are lovely bathroom facilities and the room is well equipped Tall people can enjoy the pleasure of a full length bathStayed in September "
"372",372,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Good¡±","Nvt I die like the view on the AirPort !Stayed in October "
"373",373,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",7.1,"¡°Clean and comfortable.¡±"," Nothing really stands out for this hotel which would make it a cut above the rest It was convenient, straight from the airport terminal into the hotel, room was clean and comfortable, a bit overpriced I thoughtStayed in September "
"374",374,"Netherlands","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Comfortable stay with nice facilities and amenities¡±","As the toilet is at the window area with blinds mostly down, the room does not have much daylight New, clean and design-y room Bed is comfortable and gym/pool area is very well set-up  Nice lounge area  Super convenient to be directly connected to airportStayed in September "
"375",375,"Mexico","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Everything¡±","Nothing EverythingStayed in October "
"376",376,"New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Easy overnight for an early flight out.¡±"," Easy overnight for an early flight outStayed in September "
"377",377,"Turkey","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.2,"¡°Nice hotel for transit¡±","This hotel is at Terminal  out of the immigration You need to clear the custom before checking in So be careful especially if you require a visa for Singapore It is a nice hotel to spend the night when you have a overnight transit at Changi AirportStayed in October "
"378",378,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",6.7,"¡°noise from the a/c .¡±","noise from the a/c could not sleep so had to turn the a/c off for the nightStayed in October "
"379",379,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.6,"¡°Great service, very upscale hotel in Terminal 3 at Changi...¡±","$ per night Great service, very upscale hotel in Terminal  at Changi AirportStayed in September "
"380",380,"France","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Perfect for a transit night¡±","Breakfast included but no discount if you go for room serviceStayed in October "
"381",381,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Very comfortable break between long flights with easy access from the airport¡±","Breakfast on the second day was very disappointing as was the buffet dinner the night before While there was a choice,everything was bland and lukewarm The room was a good size The pool was very nice Breakfast on the first day was excellent with an interesting variety of food well servedStayed in September "
"382",382,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Luxury connected to the airport.¡±","Nothing Wonderful airport hotel - just walk through from terminal  Bed was like a cloud to sleep in Sound proofed rooms Luxury hotelStayed in September "
"383",383,"Canada","<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night",9.2,"¡°Good transit hotel¡±","The check-in was a bit lengthy, it was fast as there was no line up but the receptionist had a fairly long welcome speech Considering we were obviously there for transit and we were already checking in late and checking out early the following morning, we would have preferred a faster check-inI found the hotel room would have been a tad small for a longer stay It's definitely a great transit hotel The hotel is really easy to find, it's directly in Terminal  We stayed  night transiting from Jakarta to Beijing which was so convenient with this hotel The hotel is quite luxurious (hence the price tag), the bed is very comfortable There's a bathtub and a shower The window panels are automated, you get a blackout shade and a daylight shade, so you can sleep well The glass panel separating the room and the bathroom is also automated, the glass is clear (so you see the toilet from the room) but you can activate privacy mode so the glass becomes opaque and you won't see the toilet anymore which makes it convenient for  peopleStayed in October "
"384",384,"Switzerland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Room with Runway View<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Great for overnight transit¡±"," View over the runway is spectacular Pool is great, although this time we arrived too late at night Location is perfect for an overnight rest when transitting Singapore Food court in Airport terminal next door is great Room is comfortableStayed in September "
"385",385,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Club Double Room - Non-Smoking<U+2022> Stayed 1 night",7.5,"¡°Good location, but skip the lounge¡±","The price of the lounge was excessive for what is provided Not a good value for the money Easy to find, comfortable for a quiet overnight before an early flightStayed in October "
"386",386,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Business King Room - Non-Smoking<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Ok for a one night stay en route to Bali¡±","Breakfast disappointing Very comfortable room and well appointedStayed in October "
